,lenght_num,area_num,eccen_num,blackand_num,height_num,p_and_num
2955,39,390,3.9,354,10,0.908
2956,61,610,6.1,582,10,0.954
2957,14,28,7.0,15,2,0.536
2958,42,378,4.667,336,9,0.889
2959,20,740,0.541,143,37,0.193
2960,32,256,4.0,205,8,0.801
2961,14,84,2.333,84,6,1.0
2962,23,184,2.875,133,8,0.723
2963,25,850,0.735,454,34,0.534
2964,27,918,0.794,509,34,0.554
2965,43,1548,1.194,283,36,0.183
2966,40,360,4.444,246,9,0.683
2967,14,112,1.75,111,8,0.991
2968,32,256,4.0,198,8,0.773
2969,31,310,3.1,233,10,0.752
2970,33,264,4.125,259,8,0.981
2971,20,160,2.5,145,8,0.906
2972,12,96,1.5,88,8,0.917
2973,29,464,1.813,230,16,0.496
2974,34,238,4.857,202,7,0.849
2975,109,1199,9.909,743,11,0.62
2976,103,1030,10.3,628,10,0.61
2977,91,819,10.111,360,9,0.44
2978,9,81,1.0,59,9,0.728
2979,12,96,1.5,89,8,0.927
2980,40,320,5.0,290,8,0.906
2981,57,570,5.7,396,10,0.695
2982,28,280,2.8,273,10,0.975
2983,8,80,0.8,72,10,0.9
2984,15,150,1.5,117,10,0.78
2985,3,18,0.5,10,6,0.556
2986,20,140,2.857,137,7,0.979
2987,20,140,2.857,120,7,0.857
2988,8,48,1.333,43,6,0.896
2989,3,15,0.6,9,5,0.6
2990,2,18,0.222,13,9,0.722
2991,2,10,0.4,7,5,0.7
2992,221,2431,20.091,1323,11,0.544
2993,35,245,5.0,189,7,0.771
2994,33,330,3.3,246,10,0.745
2995,7,56,0.875,44,8,0.786
2996,12,96,1.5,78,8,0.813
2997,16,128,2.0,109,8,0.852
2998,20,140,2.857,139,7,0.993
2999,4,28,0.571,28,7,1.0
3000,35,245,5.0,245,7,1.0
3001,33,297,3.667,187,9,0.63
3002,30,180,5.0,150,6,0.833
3003,26,156,4.333,149,6,0.955
3004,26,130,5.2,102,5,0.785
3005,22,110,4.4,100,5,0.909
3006,15,90,2.5,64,6,0.711
3007,19,95,3.8,76,5,0.8
3008,37,222,6.167,168,6,0.757
3009,11,55,2.2,45,5,0.818
3010,13,65,2.6,52,5,0.8
3011,14,70,2.8,52,5,0.743
3012,25,225,2.778,113,9,0.502
3013,10,80,1.25,61,8,0.763
3014,54,594,4.909,414,11,0.697
3015,29,290,2.9,212,10,0.731
3016,16,160,1.6,119,10,0.744
3017,39,390,3.9,230,10,0.59
3018,14,112,1.75,76,8,0.679
3019,12,96,1.5,64,8,0.667
3020,35,280,4.375,236,8,0.843
3021,9,72,1.125,59,8,0.819
3022,22,176,2.75,85,8,0.483
3023,36,288,4.5,153,8,0.531
3024,16,96,2.667,52,6,0.542
3025,31,248,3.875,208,8,0.839
3026,45,360,5.625,203,8,0.564
3027,23,115,4.6,90,5,0.783
3028,34,272,4.25,195,8,0.717
3029,12,96,1.5,95,8,0.99
3030,28,280,2.8,268,10,0.957
3031,41,410,4.1,392,10,0.956
3032,15,120,1.875,120,8,1.0
3033,12,96,1.5,96,8,1.0
3034,9,90,0.9,84,10,0.933
3035,36,360,3.6,284,10,0.789
3036,26,156,4.333,120,6,0.769
3037,24,96,6.0,92,4,0.958
3038,30,150,6.0,144,5,0.96
3039,71,568,8.875,326,8,0.574
3040,16,160,1.6,160,10,1.0
3041,14,140,1.4,124,10,0.886
3042,16,160,1.6,160,10,1.0
3043,15,150,1.5,150,10,1.0
3044,7,70,0.7,53,10,0.757
3045,74,740,7.4,524,10,0.708
3046,30,240,3.75,207,8,0.863
3047,51,510,5.1,394,10,0.773
3048,79,790,7.9,586,10,0.742
3049,127,1397,11.545,959,11,0.686
3050,20,200,2.0,122,10,0.61
3051,20,140,2.857,126,7,0.9
3052,18,162,2.0,106,9,0.654
3053,35,350,3.5,252,10,0.72
3054,19,152,2.375,101,8,0.664
3055,64,704,5.818,420,11,0.597
3056,33,330,3.3,306,10,0.927
3057,16,160,1.6,142,10,0.888
3058,14,112,1.75,86,8,0.768
3059,76,760,7.6,524,10,0.689
3060,9,72,1.125,53,8,0.736
3061,21,168,2.625,154,8,0.917
3062,5,35,0.714,33,7,0.943
3063,7,49,1.0,31,7,0.633
3064,25,175,3.571,106,7,0.606
3065,53,477,5.889,287,9,0.602
3066,5,25,1.0,25,5,1.0
3067,14,70,2.8,61,5,0.871
3068,12,72,2.0,69,6,0.958
3069,20,100,4.0,95,5,0.95
3070,19,209,1.727,165,11,0.789
3071,59,472,7.375,366,8,0.775
3072,5,40,0.625,38,8,0.95
3073,6,48,0.75,47,8,0.979
3074,8,64,1.0,54,8,0.844
3075,41,410,4.1,283,10,0.69
3076,29,232,3.625,205,8,0.884
3077,19,152,2.375,152,8,1.0
3078,33,264,4.125,210,8,0.795
3079,6,42,0.857,42,7,1.0
3080,92,736,11.5,672,8,0.913
3081,10,50,2.0,48,5,0.96
3082,228,2280,22.8,1390,10,0.61
3083,18,180,1.8,127,10,0.706
3084,12,120,1.2,115,10,0.958
3085,18,180,1.8,159,10,0.883
3086,23,230,2.3,205,10,0.891
3087,24,192,3.0,187,8,0.974
3088,66,660,6.6,421,10,0.638
3089,62,434,8.857,378,7,0.871
3090,14,112,1.75,79,8,0.705
3091,7,35,1.4,35,5,1.0
3092,262,2882,23.818,2271,11,0.788
3093,15,120,1.875,109,8,0.908
3094,25,250,2.5,204,10,0.816
3095,7,56,0.875,53,8,0.946
3096,12,96,1.5,86,8,0.896
3097,13,104,1.625,104,8,1.0
3098,6,48,0.75,43,8,0.896
3099,30,300,3.0,261,10,0.87
3100,10,100,1.0,93,10,0.93
3101,12,96,1.5,93,8,0.969
3102,20,160,2.5,151,8,0.944
3103,16,128,2.0,95,8,0.742
3104,18,108,3.0,95,6,0.88
3105,4,24,0.667,24,6,1.0
3106,25,200,3.125,173,8,0.865
3107,24,192,3.0,132,8,0.688
3108,19,152,2.375,107,8,0.704
3109,8,64,1.0,52,8,0.813
3110,262,2620,26.2,1945,10,0.742
3111,39,312,4.875,298,8,0.955
3112,23,230,2.3,142,10,0.617
3113,27,189,3.857,141,7,0.746
3114,27,135,5.4,134,5,0.993
3115,20,140,2.857,103,7,0.736
3116,23,184,2.875,178,8,0.967
3117,20,160,2.5,160,8,1.0
3118,35,280,4.375,258,8,0.921
3119,30,300,3.0,279,10,0.93
3120,19,190,1.9,146,10,0.768
3121,46,460,4.6,314,10,0.683
3122,28,280,2.8,238,10,0.85
3123,41,328,5.125,310,8,0.945
3124,14,112,1.75,112,8,1.0
3125,33,330,3.3,257,10,0.779
3126,40,320,5.0,294,8,0.919
3127,20,140,2.857,140,7,1.0
3128,45,450,4.5,251,10,0.558
3129,18,108,3.0,107,6,0.991
3130,14,84,2.333,84,6,1.0
3131,4,20,0.8,20,5,1.0
3132,14,126,1.556,113,9,0.897
3133,60,480,7.5,439,8,0.915
3134,5,40,0.625,40,8,1.0
3135,41,410,4.1,259,10,0.632
3136,14,112,1.75,86,8,0.768
3137,23,184,2.875,153,8,0.832
3138,9,72,1.125,65,8,0.903
3139,12,96,1.5,91,8,0.948
3140,20,160,2.5,149,8,0.931
3141,16,128,2.0,100,8,0.781
3142,12,96,1.5,93,8,0.969
3143,14,112,1.75,89,8,0.795
3144,33,264,4.125,234,8,0.886
3145,46,460,4.6,278,10,0.604
3146,4,24,0.667,24,6,1.0
3147,49,392,6.125,298,8,0.76
3148,34,272,4.25,204,8,0.75
3149,10,60,1.667,56,6,0.933
3150,14,70,2.8,66,5,0.943
3151,261,2871,23.727,1505,11,0.524
3152,262,2620,26.2,1984,10,0.757
3153,260,2600,26.0,1916,10,0.737
3154,262,2620,26.2,2163,10,0.826
3155,11,88,1.375,85,8,0.966
3156,37,296,4.625,246,8,0.831
3157,24,192,3.0,129,8,0.672
3158,19,152,2.375,148,8,0.974
3159,33,264,4.125,224,8,0.848
3160,30,300,3.0,213,10,0.71
3161,7,56,0.875,53,8,0.946
3162,41,287,5.857,246,7,0.857
3163,30,240,3.75,215,8,0.896
3164,262,2620,26.2,1841,10,0.703
3165,53,424,6.625,325,8,0.767
3166,30,240,3.75,204,8,0.85
3167,18,144,2.25,141,8,0.979
3168,52,468,5.778,305,9,0.652
3169,29,290,2.9,233,10,0.803
3170,13,104,1.625,98,8,0.942
3171,9,72,1.125,57,8,0.792
3172,12,96,1.5,95,8,0.99
3173,22,220,2.2,128,10,0.582
3174,89,801,9.889,448,9,0.559
3175,26,260,2.6,213,10,0.819
3176,18,162,2.0,148,9,0.914
3177,4,36,0.444,36,9,1.0
3178,58,580,5.8,487,10,0.84
3179,18,144,2.25,134,8,0.931
3180,61,488,7.625,427,8,0.875
3181,19,152,2.375,146,8,0.961
3182,34,272,4.25,264,8,0.971
3183,27,270,2.7,224,10,0.83
3184,38,380,3.8,240,10,0.632
3185,12,96,1.5,96,8,1.0
3186,20,160,2.5,157,8,0.981
3187,16,128,2.0,127,8,0.992
3188,10,80,1.25,73,8,0.913
3189,22,176,2.75,144,8,0.818
3190,31,248,3.875,179,8,0.722
3191,34,340,3.4,277,10,0.815
3192,32,288,3.556,256,9,0.889
3193,25,200,3.125,200,8,1.0
3194,23,184,2.875,184,8,1.0
3195,12,96,1.5,89,8,0.927
3196,26,260,2.6,200,10,0.769
3197,261,2871,23.727,1898,11,0.661
3198,175,1925,15.909,902,11,0.469
3199,40,320,5.0,258,8,0.806
3200,70,560,8.75,407,8,0.727
3201,262,2620,26.2,1811,10,0.691
3202,23,184,2.875,162,8,0.88
3203,39,312,4.875,309,8,0.99
3204,9,72,1.125,72,8,1.0
3205,10,80,1.25,73,8,0.913
3206,40,400,4.0,272,10,0.68
3207,14,98,2.0,98,7,1.0
3208,30,270,3.333,192,9,0.711
3209,25,175,3.571,175,7,1.0
3210,26,130,5.2,128,5,0.985
3211,12,96,1.5,87,8,0.906
3212,53,530,5.3,481,10,0.908
3213,99,990,9.9,766,10,0.774
3214,31,310,3.1,221,10,0.713
3215,9,90,0.9,70,10,0.778
3216,54,540,5.4,372,10,0.689
3217,50,400,6.25,366,8,0.915
3218,15,120,1.875,111,8,0.925
3219,35,280,4.375,257,8,0.918
3220,34,340,3.4,272,10,0.8
3221,16,128,2.0,115,8,0.898
3222,12,84,1.714,58,7,0.69
3223,24,192,3.0,161,8,0.839
3224,17,136,2.125,117,8,0.86
3225,19,152,2.375,123,8,0.809
3226,24,192,3.0,132,8,0.688
3227,31,310,3.1,295,10,0.952
3228,80,640,10.0,597,8,0.933
3229,15,135,1.667,112,9,0.83
3230,74,814,6.727,566,11,0.695
3231,39,390,3.9,281,10,0.721
3232,73,730,7.3,577,10,0.79
3233,33,264,4.125,186,8,0.705
3234,8,40,1.6,39,5,0.975
3235,4,24,0.667,19,6,0.792
3236,251,2510,25.1,1776,10,0.708
3237,52,520,5.2,391,10,0.752
3238,25,200,3.125,134,8,0.67
3239,9,72,1.125,71,8,0.986
3240,35,280,4.375,276,8,0.986
3241,17,136,2.125,130,8,0.956
3242,18,126,2.571,109,7,0.865
3243,38,266,5.429,240,7,0.902
3244,4,24,0.667,24,6,1.0
3245,21,147,3.0,98,7,0.667
3246,242,2420,24.2,1401,10,0.579
3247,63,630,6.3,501,10,0.795
3248,29,261,3.222,233,9,0.893
3249,5,40,0.625,40,8,1.0
3250,25,200,3.125,154,8,0.77
3251,9,72,1.125,51,8,0.708
3252,56,504,6.222,356,9,0.706
3253,14,98,2.0,98,7,1.0
3254,7,42,1.167,41,6,0.976
3255,23,138,3.833,119,6,0.862
3256,261,2610,26.1,1860,10,0.713
3257,262,2882,23.818,1781,11,0.618
3258,261,2871,23.727,1833,11,0.638
3259,7,56,0.875,56,8,1.0
3260,14,112,1.75,99,8,0.884
3261,52,520,5.2,351,10,0.675
3262,18,126,2.571,126,7,1.0
3263,17,136,2.125,133,8,0.978
3264,12,96,1.5,83,8,0.865
3265,23,184,2.875,152,8,0.826
3266,31,310,3.1,259,10,0.835
3267,13,104,1.625,101,8,0.971
3268,4,32,0.5,32,8,1.0
3269,13,104,1.625,96,8,0.923
3270,12,96,1.5,92,8,0.958
3271,41,410,4.1,332,10,0.81
3272,9,81,1.0,73,9,0.901
3273,22,176,2.75,160,8,0.909
3274,120,1200,12.0,918,10,0.765
3275,64,576,7.111,276,9,0.479
3276,53,371,7.571,215,7,0.58
3277,33,264,4.125,234,8,0.886
3278,42,378,4.667,311,9,0.823
3279,13,91,1.857,86,7,0.945
3280,18,126,2.571,124,7,0.984
3281,19,133,2.714,129,7,0.97
3282,4,28,0.571,28,7,1.0
3283,20,140,2.857,130,7,0.929
3284,29,261,3.222,169,9,0.648
3285,46,414,5.111,355,9,0.857
3286,13,104,1.625,97,8,0.933
3287,12,96,1.5,67,8,0.698
3288,50,400,6.25,291,8,0.728
3289,9,63,1.286,44,7,0.698
3290,27,270,2.7,174,10,0.644
3291,41,287,5.857,287,7,1.0
3292,18,162,2.0,124,9,0.765
3293,7,35,1.4,35,5,1.0
3294,14,70,2.8,65,5,0.929
3295,27,135,5.4,135,5,1.0
3296,7,35,1.4,35,5,1.0
3297,15,75,3.0,71,5,0.947
3298,32,256,4.0,251,8,0.98
3299,5,40,0.625,40,8,1.0
3300,26,208,3.25,171,8,0.822
3301,25,200,3.125,159,8,0.795
3302,52,416,6.5,366,8,0.88
3303,15,120,1.875,111,8,0.925
3304,24,192,3.0,185,8,0.964
3305,22,176,2.75,176,8,1.0
3306,119,1190,11.9,791,10,0.665
3307,34,340,3.4,272,10,0.8
3308,7,56,0.875,56,8,1.0
3309,63,504,7.875,370,8,0.734
3310,8,48,1.333,48,6,1.0
3311,7,42,1.167,42,6,1.0
3312,261,2871,23.727,1711,11,0.596
3313,15,120,1.875,114,8,0.95
3314,157,1570,15.7,887,10,0.565
3315,171,1710,17.1,773,10,0.452
3316,16,80,3.2,74,5,0.925
3317,108,864,13.5,750,8,0.868
3318,44,440,4.4,421,10,0.957
3319,24,192,3.0,186,8,0.969
3320,26,208,3.25,117,8,0.563
3321,52,520,5.2,442,10,0.85
3322,43,344,5.375,307,8,0.892
3323,5,40,0.625,40,8,1.0
3324,6,48,0.75,44,8,0.917
3325,9,72,1.125,57,8,0.792
3326,12,96,1.5,81,8,0.844
3327,20,140,2.857,140,7,1.0
3328,16,112,2.286,96,7,0.857
3329,36,360,3.6,256,10,0.711
3330,56,504,6.222,347,9,0.688
3331,7,42,1.167,35,6,0.833
3332,97,1067,8.818,678,11,0.635
3333,9,90,0.9,77,10,0.856
3334,37,370,3.7,332,10,0.897
3335,14,140,1.4,126,10,0.9
3336,40,400,4.0,273,10,0.683
3337,41,410,4.1,221,10,0.539
3338,212,2120,21.2,1293,10,0.61
3339,45,450,4.5,323,10,0.718
3340,18,144,2.25,144,8,1.0
3341,38,304,4.75,233,8,0.766
3342,45,315,6.429,243,7,0.771
3343,16,96,2.667,81,6,0.844
3344,40,360,4.444,315,9,0.875
3345,20,200,2.0,171,10,0.855
3346,16,128,2.0,119,8,0.93
3347,21,168,2.625,161,8,0.958
3348,7,56,0.875,54,8,0.964
3349,4,32,0.5,25,8,0.781
3350,32,256,4.0,229,8,0.895
3351,23,230,2.3,182,10,0.791
3352,9,63,1.286,53,7,0.841
3353,33,297,3.667,243,9,0.818
3354,4,24,0.667,18,6,0.75
3355,262,2882,23.818,1951,11,0.677
3356,132,1452,12.0,639,11,0.44
3357,168,1344,21.0,1222,8,0.909
3358,9,72,1.125,36,8,0.5
3359,31,248,3.875,182,8,0.734
3360,72,504,10.286,426,7,0.845
3361,14,112,1.75,88,8,0.786
3362,39,351,4.333,249,9,0.709
3363,23,230,2.3,191,10,0.83
3364,31,217,4.429,187,7,0.862
3365,14,98,2.0,92,7,0.939
3366,9,63,1.286,42,7,0.667
3367,33,264,4.125,219,8,0.83
3368,18,126,2.571,120,7,0.952
3369,3,21,0.429,21,7,1.0
3370,28,224,3.5,223,8,0.996
3371,16,128,2.0,124,8,0.969
3372,6,48,0.75,38,8,0.792
3373,39,390,3.9,304,10,0.779
3374,22,220,2.2,157,10,0.714
3375,262,2882,23.818,1643,11,0.57
3376,29,232,3.625,181,8,0.78
3377,45,450,4.5,263,10,0.584
3378,6,42,0.857,40,7,0.952
3379,31,217,4.429,200,7,0.922
3380,15,75,3.0,69,5,0.92
3381,261,2610,26.1,1771,10,0.679
3382,100,1000,10.0,724,10,0.724
3383,93,930,9.3,729,10,0.784
3384,59,590,5.9,450,10,0.763
3385,78,780,7.8,586,10,0.751
3386,25,200,3.125,118,8,0.59
3387,43,430,4.3,304,10,0.707
3388,10,90,1.111,80,9,0.889
3389,3,24,0.375,24,8,1.0
3390,36,288,4.5,225,8,0.781
3391,18,144,2.25,66,8,0.458
3392,7,56,0.875,54,8,0.964
3393,14,112,1.75,112,8,1.0
3394,46,368,5.75,352,8,0.957
3395,22,154,3.143,154,7,1.0
3396,20,140,2.857,138,7,0.986
3397,48,384,6.0,332,8,0.865
3398,9,63,1.286,56,7,0.889
3399,35,245,5.0,230,7,0.939
3400,8,56,1.143,40,7,0.714
3401,11,77,1.571,75,7,0.974
3402,25,175,3.571,129,7,0.737
3403,119,952,14.875,876,8,0.92
3404,39,312,4.875,236,8,0.756
3405,20,140,2.857,99,7,0.707
3406,4,28,0.571,28,7,1.0
3407,6,42,0.857,42,7,1.0
3408,35,350,3.5,55,10,0.157
3409,49,343,7.0,210,7,0.612
3410,3,21,0.429,21,7,1.0
3411,23,161,3.286,161,7,1.0
3412,23,115,4.6,105,5,0.913
3413,112,1232,10.182,578,11,0.469
3414,23,184,2.875,165,8,0.897
3415,116,1160,11.6,881,10,0.759
3416,25,250,2.5,193,10,0.772
3417,40,320,5.0,292,8,0.913
3418,48,480,4.8,267,10,0.556
3419,12,96,1.5,72,8,0.75
3420,18,144,2.25,109,8,0.757
3421,24,192,3.0,120,8,0.625
3422,16,128,2.0,100,8,0.781
3423,33,264,4.125,179,8,0.678
3424,53,424,6.625,388,8,0.915
3425,22,220,2.2,171,10,0.777
3426,176,1760,17.6,1026,10,0.583
3427,12,84,1.714,83,7,0.988
3428,25,200,3.125,176,8,0.88
3429,36,252,5.143,217,7,0.861
3430,43,344,5.375,258,8,0.75
3431,12,84,1.714,80,7,0.952
3432,16,112,2.286,86,7,0.768
3433,22,220,2.2,131,10,0.595
3434,41,328,5.125,211,8,0.643
3435,8,48,1.333,35,6,0.729
3436,67,1474,3.045,1354,22,0.919
3437,67,5762,0.779,5386,86,0.935
3438,67,1005,4.467,610,15,0.607
3439,69,828,5.75,690,12,0.833
3440,106,2862,3.926,1368,27,0.478
3441,225,2925,17.308,2612,13,0.893
3442,38,494,2.923,473,13,0.957
3443,177,4248,7.375,3939,24,0.927
3444,280,6720,11.667,6072,24,0.904
3445,185,4625,7.4,4395,25,0.95
3446,291,7275,11.64,6963,25,0.957
3447,73,657,8.111,556,9,0.846
3448,98,784,12.25,685,8,0.874
3449,111,999,12.333,768,9,0.769
3450,63,441,9.0,437,7,0.991
3451,99,9999,0.98,7780,101,0.778
3452,32,896,1.143,654,28,0.73
3453,214,1498,30.571,1346,7,0.899
3454,82,656,10.25,468,8,0.713
3455,179,1611,19.889,1200,9,0.745
3456,106,848,13.25,592,8,0.698
3457,103,927,11.444,813,9,0.877
3458,123,1107,13.667,819,9,0.74
3459,184,1840,18.4,1152,10,0.626
3460,165,1485,18.333,1059,9,0.713
3461,536,1072,268.0,549,2,0.512
3462,353,2824,44.125,825,8,0.292
3463,144,1008,20.571,387,7,0.384
3464,11,77,1.571,42,7,0.545
3465,536,1072,268.0,790,2,0.737
3466,233,1864,29.125,1562,8,0.838
3467,32,192,5.333,171,6,0.891
3468,509,5090,50.9,1974,10,0.388
3469,9,27,3.0,18,3,0.667
3470,13,13,13.0,13,1,1.0
3471,304,2736,33.778,2049,9,0.749
3472,51,357,7.286,346,7,0.969
3473,13,91,1.857,85,7,0.934
3474,88,88,88.0,88,1,1.0
3475,132,1188,14.667,823,9,0.693
3476,13,91,1.857,83,7,0.912
3477,268,2412,29.778,1654,9,0.686
3478,509,4581,56.556,2297,9,0.501
3479,13,91,1.857,80,7,0.879
3480,535,1070,267.5,657,2,0.614
3481,81,405,16.2,392,5,0.968
3482,347,3123,38.556,1351,9,0.433
3483,150,1200,18.75,713,8,0.594
3484,12,72,2.0,72,6,1.0
3485,536,1072,268.0,667,2,0.622
3486,91,637,13.0,621,7,0.975
3487,31,155,6.2,151,5,0.974
3488,510,4590,56.667,2484,9,0.541
3489,12,84,1.714,66,7,0.786
3490,465,4185,51.667,2694,9,0.644
3491,135,1080,16.875,725,8,0.671
3492,11,77,1.571,72,7,0.935
3493,19,38,9.5,30,2,0.789
3494,35,35,35.0,35,1,1.0
3495,89,89,89.0,89,1,1.0
3496,40,40,40.0,40,1,1.0
3497,536,1072,268.0,571,2,0.533
3498,7,28,1.75,16,4,0.571
3499,82,492,13.667,455,6,0.925
3500,280,2240,35.0,1589,8,0.709
3501,69,552,8.625,190,8,0.344
3502,12,72,2.0,56,6,0.778
3503,343,3087,38.111,2091,9,0.677
3504,80,560,11.429,262,7,0.468
3505,13,91,1.857,89,7,0.978
3506,60,60,60.0,60,1,1.0
3507,344,2752,43.0,2307,8,0.838
3508,103,824,12.875,511,8,0.62
3509,13,78,2.167,63,6,0.808
3510,331,2979,36.778,1570,9,0.527
3511,109,872,13.625,443,8,0.508
3512,13,91,1.857,77,7,0.846
3513,532,4788,59.111,3073,9,0.642
3514,13,65,2.6,43,5,0.662
3515,510,4590,56.667,2918,9,0.636
3516,13,78,2.167,76,6,0.974
3517,508,4572,56.444,3154,9,0.69
3518,518,4662,57.556,2001,9,0.429
3519,12,48,3.0,38,4,0.792
3520,145,1160,18.125,897,8,0.773
3521,283,2547,31.444,1852,9,0.727
3522,453,4077,50.333,1478,9,0.363
3523,66,462,9.429,417,7,0.903
3524,535,1070,267.5,984,2,0.92
3525,57,741,4.385,741,13,1.0
3526,226,2938,17.385,2852,13,0.971
3527,38,494,2.923,484,13,0.98
3528,60,1800,2.0,823,30,0.457
3529,98,490,19.6,313,5,0.639
3530,4,20,0.8,14,5,0.7
3531,176,4224,7.333,4094,24,0.969
3532,280,6720,11.667,6134,24,0.913
3533,4,20,0.8,8,5,0.4
3534,5,25,1.0,14,5,0.56
3535,186,4650,7.44,4433,25,0.953
3536,291,7275,11.64,6796,25,0.934
3537,73,584,9.125,511,8,0.875
3538,100,700,14.286,691,7,0.987
3539,63,441,9.0,437,7,0.991
3540,110,880,13.75,767,8,0.872
3541,31,868,1.107,647,28,0.745
3542,214,1498,30.571,1296,7,0.865
3543,4,24,0.667,14,6,0.583
3544,4,16,1.0,8,4,0.5
3545,82,656,10.25,494,8,0.753
3546,4,20,0.8,12,5,0.6
3547,180,1620,20.0,1230,9,0.759
3548,107,963,11.889,667,9,0.693
3549,102,816,12.75,758,8,0.929
3550,123,984,15.375,738,8,0.75
3551,4,16,1.0,7,4,0.438
3552,185,1665,20.556,1303,9,0.783
3553,166,1494,18.444,1120,9,0.75
3554,4,20,0.8,9,5,0.45
3555,536,1072,268.0,598,2,0.558
3556,31,155,6.2,151,5,0.974
3557,84,672,10.5,463,8,0.689
3558,240,2160,26.667,1307,9,0.605
3559,272,2448,30.222,1303,9,0.532
3560,148,1332,16.444,912,9,0.685
3561,535,4815,59.444,2136,9,0.444
3562,508,4572,56.444,2731,9,0.597
3563,519,3633,74.143,1431,7,0.394
3564,535,4815,59.444,1530,9,0.318
3565,508,5080,50.8,1742,10,0.343
3566,163,1141,23.286,948,7,0.831
3567,101,909,11.222,742,9,0.816
3568,508,4572,56.444,2379,9,0.52
3569,520,4680,57.778,1441,9,0.308
3570,535,1070,267.5,673,2,0.629
3571,81,486,13.5,465,6,0.957
3572,148,1184,18.5,858,8,0.725
3573,534,4806,59.333,2419,9,0.503
3574,306,2754,34.0,2069,9,0.751
3575,174,1392,21.75,1002,8,0.72
3576,534,4806,59.333,2482,9,0.516
3577,534,5340,53.4,2771,10,0.519
3578,267,2403,29.667,1242,9,0.517
3579,196,1568,24.5,1010,8,0.644
3580,534,4806,59.333,3524,9,0.733
3581,534,4806,59.333,2005,9,0.417
3582,101,808,12.625,674,8,0.834
3583,275,2475,30.556,1775,9,0.717
3584,197,1379,28.143,450,7,0.326
3585,536,1608,178.67,567,3,0.353
3586,106,3392,3.313,1341,32,0.395
3587,298,4172,21.286,2962,14,0.71
3588,38,494,2.923,462,13,0.935
3589,468,11232,19.5,10359,24,0.922
3590,491,12275,19.64,11502,25,0.937
3591,75,600,9.375,522,8,0.87
3592,95,665,13.571,653,7,0.982
3593,61,427,8.714,422,7,0.988
3594,108,972,12.0,756,9,0.778
3595,32,896,1.143,665,28,0.742
3596,214,1712,26.75,1382,8,0.807
3597,83,664,10.375,492,8,0.741
3598,107,856,13.375,659,8,0.77
3599,180,1620,20.0,1196,9,0.738
3600,248,2232,27.556,1622,9,0.727
3601,103,927,11.444,765,9,0.825
3602,169,1521,18.778,1129,9,0.742
3603,185,1850,18.5,1272,10,0.688
3604,470,1410,156.67,545,3,0.387
3605,64,128,32.0,77,2,0.602
3606,29,174,4.833,166,6,0.954
3607,150,1200,18.75,753,8,0.628
3608,275,2200,34.375,1621,8,0.737
3609,245,2205,27.222,1338,9,0.607
3610,508,4572,56.444,3224,9,0.705
3611,256,1792,36.571,1081,7,0.603
3612,249,249,249.0,249,1,1.0
3613,534,4806,59.333,3043,9,0.633
3614,508,5080,50.8,2593,10,0.51
3615,508,4064,63.5,1599,8,0.393
3616,69,621,7.667,502,9,0.808
3617,532,4256,66.5,3066,8,0.72
3618,103,618,17.167,562,6,0.909
3619,274,2192,34.25,1277,8,0.583
3620,150,1050,21.429,813,7,0.774
3621,34,238,4.857,186,7,0.782
3622,533,4797,59.222,2841,9,0.592
3623,62,372,10.333,317,6,0.852
3624,274,2466,30.444,1431,9,0.58
3625,193,1351,27.571,1099,7,0.813
3626,107,963,11.889,712,9,0.739
3627,464,4176,51.556,2297,9,0.55
3628,256,2048,32.0,1153,8,0.563
3629,263,263,263.0,263,1,1.0
3630,499,4990,49.9,3150,10,0.631
3631,305,2135,43.571,1069,7,0.501
3632,200,200,200.0,200,1,1.0
3633,277,277,277.0,277,1,1.0
3634,257,257,257.0,257,1,1.0
3635,147,1029,21.0,984,7,0.956
3636,350,11200,10.938,4497,32,0.402
3637,37,481,2.846,477,13,0.992
3638,471,11775,18.84,10437,25,0.886
3639,495,12375,19.8,11777,25,0.952
3640,59,472,7.375,412,8,0.873
3641,96,672,13.714,664,7,0.988
3642,62,496,7.75,431,8,0.869
3643,109,981,12.111,764,9,0.779
3644,31,899,1.069,653,29,0.726
3645,216,1512,30.857,1294,7,0.856
3646,83,664,10.375,575,8,0.866
3647,182,1638,20.222,1292,9,0.789
3648,108,972,12.0,672,9,0.691
3649,249,2490,24.9,1584,10,0.636
3650,103,824,12.875,769,8,0.933
3651,187,1683,20.778,1323,9,0.786
3652,170,1530,18.889,1172,9,0.766
3653,537,1074,268.5,567,2,0.528
3654,29,174,4.833,163,6,0.937
3655,152,1216,19.0,823,8,0.677
3656,535,4280,66.875,2566,8,0.6
3657,535,4815,59.444,3214,9,0.667
3658,535,4815,59.444,3793,9,0.788
3659,535,4815,59.444,3052,9,0.634
3660,534,4806,59.333,2491,9,0.518
3661,69,552,8.625,377,8,0.683
3662,138,1242,15.333,890,9,0.717
3663,218,1962,24.222,1141,9,0.582
3664,537,1074,268.5,703,2,0.655
3665,76,456,12.667,438,6,0.961
3666,152,1064,21.714,777,7,0.73
3667,284,2556,31.556,1537,9,0.601
3668,228,1596,32.571,875,7,0.548
3669,535,4815,59.444,2323,9,0.482
3670,535,5350,53.5,2448,10,0.458
3671,535,5350,53.5,3646,10,0.681
3672,536,4824,59.556,2904,9,0.602
3673,533,4797,59.222,3853,9,0.803
