,mcg_num,gvh_num,alm_num,mit_num,erl_num,pox_num,vac_num,nuc_num,class_protein_localization_cat
1453,0.3,0.37,0.4,0.45,0.5,0.0,0.48,0.41,ME3
1454,0.57,0.59,0.49,0.86,0.5,0.0,0.47,0.22,NUC
1455,0.38,0.4,0.39,0.19,0.5,0.0,0.46,0.62,NUC
1456,0.77,0.74,0.37,0.29,0.5,0.0,0.45,0.22,ME1
1457,0.47,0.38,0.58,0.19,0.5,0.0,0.57,0.22,CYT
1458,0.5,0.61,0.44,0.2,0.5,0.0,0.49,0.22,MIT
1459,0.41,0.45,0.46,0.23,0.5,0.0,0.5,0.7,CYT
1460,0.46,0.62,0.46,0.54,0.5,0.0,0.51,0.27,MIT
1461,0.74,0.75,0.45,0.44,0.5,0.0,0.52,0.22,POX
1462,0.52,0.53,0.58,0.69,0.5,0.0,0.5,0.22,MIT
1463,0.41,0.47,0.5,0.14,0.5,0.0,0.53,0.37,NUC
1464,0.25,0.4,0.52,0.15,0.5,0.0,0.56,0.28,NUC
1465,0.58,0.56,0.38,0.39,0.5,0.0,0.54,0.57,NUC
1466,0.32,0.29,0.29,0.08,0.5,0.0,0.52,0.22,ME3
1467,0.38,0.48,0.57,0.3,0.5,0.0,0.41,0.11,CYT
1468,0.39,0.58,0.47,0.18,0.5,0.0,0.48,0.22,MIT
1469,0.38,0.47,0.47,0.18,0.5,0.0,0.44,0.26,MIT
1470,0.63,0.57,0.5,0.48,0.5,0.0,0.51,0.22,MIT
1471,0.51,0.45,0.62,0.25,0.5,0.0,0.59,0.22,MIT
1472,0.59,0.67,0.54,0.19,0.5,0.0,0.48,0.6,NUC
1473,0.6,0.61,0.54,0.11,0.5,0.0,0.46,0.22,CYT
1474,0.48,0.61,0.57,0.17,0.5,0.0,0.45,0.22,CYT
1475,0.71,0.5,0.5,0.18,0.5,0.0,0.46,0.22,CYT
1476,0.61,0.48,0.54,0.25,0.5,0.0,0.5,0.22,CYT
1477,0.38,0.32,0.64,0.41,0.5,0.0,0.44,0.11,CYT
1478,0.38,0.4,0.66,0.35,0.5,0.0,0.43,0.11,CYT
1479,0.81,0.62,0.43,0.17,0.5,0.0,0.53,0.22,ME2
1480,0.47,0.43,0.61,0.4,0.5,0.0,0.48,0.47,NUC
1481,0.67,0.57,0.36,0.19,0.5,0.0,0.56,0.22,ME2
1482,0.43,0.4,0.6,0.16,0.5,0.0,0.53,0.39,NUC
1483,0.65,0.54,0.54,0.13,0.5,0.0,0.53,0.22,CYT
