,att35_cat,att53_cat,att24_cat,att54_cat,att154_cat,att208_cat,att10_cat,att41_cat,att157_cat,att158_cat,att200_cat,att84_cat,att118_cat,att205_cat,att112_cat,att214_cat,att192_cat,att64_cat,att139_cat,att181_cat,att130_cat,att30_cat,att122_cat,att20_cat,att13_cat,att155_cat,att209_cat,att91_cat,att215_cat,att120_cat,att151_cat,att99_cat,att23_cat,att225_cat,att166_cat,att14_cat,att149_cat,att217_cat,att101_cat,att74_cat,att172_cat,att71_cat,att25_cat,att160_cat,att77_cat,att232_cat,att142_cat,att65_cat,att219_cat,att113_cat,att44_cat,att66_cat,att6_cat,att28_cat,att12_cat,att29_cat,att171_cat,att18_cat,att176_cat,att5_cat,att159_cat,att2_cat,att185_cat,att3_cat,att226_cat,att179_cat,att109_cat,att234_cat,att230_cat,att85_cat,att127_cat,att221_cat,att141_cat,att161_cat,att111_cat,att9_cat,att89_cat,att238_cat,att45_cat,att90_cat,att163_cat,att236_cat,att134_cat,att48_cat,att42_cat,att93_cat,att240_cat,att197_cat,att57_cat,att222_cat,att144_cat,att79_cat,att119_cat,att216_cat,att231_cat,att126_cat,att206_cat,att204_cat,att114_cat,att1_cat,att11_cat,att203_cat,att164_cat,att8_cat,att156_cat,att211_cat,att135_cat,att229_cat,att133_cat,att128_cat,att106_cat,att115_cat,att98_cat,att207_cat,att147_cat,att21_cat,att153_cat,att188_cat,att199_cat,att131_cat
51,6,0,6,0,6,5,6,3,0,0,6,0,6,6,0,6,6,6,6,2,0,5,6,6,4,0,1,6,6,3,5,0,6,0,1,3,6,6,1,6,0,1,6,5,6,4,0,6,6,0,6,1,4,6,6,6,0,0,6,3,0,0,4,0,0,6,6,4,4,0,0,6,0,6,0,6,6,0,6,6,6,4,6,6,6,6,0,6,6,6,0,6,6,6,4,0,6,6,0,0,4,3,6,6,0,0,5,4,6,0,6,0,0,6,6,6,6,0,6,6
52,6,6,6,6,6,3,0,6,0,0,6,0,6,6,0,6,6,6,6,0,0,0,6,6,0,6,0,3,6,3,0,0,6,0,0,0,5,6,0,6,0,5,6,0,6,4,0,5,6,0,0,2,4,0,0,0,6,5,6,4,0,0,6,1,0,2,6,4,4,0,0,5,0,6,0,3,6,0,0,0,6,0,6,6,6,6,0,0,6,1,0,6,6,6,4,0,6,6,0,0,0,6,3,4,2,0,3,1,6,0,1,0,0,6,6,6,6,0,6,0
53,6,0,6,0,6,3,6,6,0,0,6,0,6,6,0,2,6,3,6,0,1,0,6,6,0,3,0,6,5,0,6,0,6,0,2,0,6,6,4,6,0,6,6,5,6,4,0,0,6,0,1,0,5,5,2,0,0,6,6,4,1,0,6,3,0,6,3,4,0,2,0,5,0,6,0,6,6,0,0,0,6,1,6,6,6,6,0,3,6,1,0,4,6,6,1,0,6,6,0,0,5,6,6,6,0,0,1,0,6,0,6,0,0,6,6,6,6,6,6,6
54,6,3,6,0,6,6,1,6,0,0,6,0,6,6,0,6,6,6,6,0,0,0,6,6,0,6,2,0,6,6,0,0,6,0,0,0,6,6,5,6,0,5,6,0,2,4,0,6,6,0,2,6,6,1,0,0,0,0,5,6,0,0,6,0,0,6,6,4,4,0,0,6,0,3,4,3,6,0,0,5,6,3,6,6,6,6,0,6,6,6,0,6,6,6,4,0,6,5,0,0,0,4,6,6,0,0,6,3,6,0,1,0,0,6,6,6,6,0,6,5
55,6,0,6,3,6,6,6,6,0,0,6,0,6,6,0,6,6,6,6,0,0,0,6,6,0,6,5,0,6,3,0,0,6,0,0,0,6,6,6,0,0,6,6,0,6,4,0,6,6,0,0,0,6,0,0,0,3,6,3,6,0,0,6,3,0,6,6,4,4,2,0,6,0,3,0,6,4,0,0,0,6,4,6,6,5,6,0,3,6,6,0,6,6,6,4,0,6,3,0,0,3,0,6,6,2,0,3,4,6,0,0,0,0,6,6,6,6,0,6,4
56,6,0,6,0,5,6,3,6,0,0,6,0,6,6,0,5,6,6,6,0,0,0,6,6,0,0,6,0,6,1,5,0,6,0,0,0,6,6,6,6,0,6,6,0,4,4,0,6,6,0,0,6,3,1,0,0,0,4,6,1,0,0,6,0,0,3,6,4,1,1,0,6,0,6,6,4,6,0,0,0,6,4,6,6,6,6,0,4,6,6,0,6,6,6,3,5,6,5,0,0,1,3,5,5,0,0,3,0,6,0,0,0,0,6,6,6,6,0,6,6
57,5,0,6,5,6,6,6,6,0,0,1,0,6,6,0,6,6,6,6,2,0,0,6,6,0,4,4,0,6,1,0,0,6,0,0,0,6,6,6,1,0,6,6,3,6,4,0,6,6,0,0,0,6,0,3,0,0,6,6,6,0,0,2,3,0,6,6,4,4,3,0,6,0,6,0,6,5,0,0,0,6,3,6,6,4,6,0,6,6,5,0,6,6,6,4,0,6,6,0,0,6,3,6,6,0,3,3,4,6,0,0,0,0,6,6,6,6,0,6,6
58,6,0,6,0,6,6,4,6,0,0,6,0,6,6,0,6,6,6,6,3,2,0,6,6,2,0,2,3,6,3,3,0,6,0,3,0,6,6,5,3,0,6,6,3,6,4,0,1,6,0,3,0,4,6,4,3,0,6,6,4,0,2,3,4,0,3,6,4,4,3,0,6,0,6,0,4,6,0,0,1,6,2,6,6,6,6,0,6,6,6,0,6,6,6,4,0,6,6,0,0,4,4,4,4,0,3,3,4,6,0,3,0,0,6,6,6,6,0,6,6
59,5,6,0,6,3,6,0,0,0,0,1,6,6,6,0,6,6,6,6,5,3,0,6,6,0,0,2,3,6,0,4,3,6,0,6,0,6,5,6,0,0,6,0,0,6,4,0,0,6,0,0,0,6,0,0,0,0,6,1,6,0,1,0,3,0,6,6,3,4,6,0,6,0,0,0,0,0,0,0,0,6,1,4,6,0,6,0,6,0,5,0,6,3,5,4,0,6,3,0,0,0,0,6,3,0,0,0,4,6,0,3,4,0,6,6,6,6,0,6,6
60,3,4,6,0,6,1,6,0,0,0,6,0,6,5,0,6,6,5,6,3,0,5,3,0,6,3,0,0,6,3,3,0,6,0,3,5,6,6,0,6,0,0,5,3,0,4,0,6,6,0,6,6,2,6,6,6,0,0,6,0,0,0,3,0,0,2,6,4,3,0,0,5,1,6,3,6,6,0,6,3,6,0,6,0,3,6,0,6,3,1,0,6,6,6,4,3,6,2,0,0,6,2,5,6,0,0,3,0,6,0,0,0,0,6,6,4,6,0,6,3
61,4,1,6,6,6,6,3,6,3,0,6,1,6,0,0,0,6,6,6,0,0,0,2,6,0,6,6,2,4,0,0,0,6,0,0,0,6,6,6,0,3,6,6,0,6,4,1,3,6,0,0,0,6,0,0,0,6,6,1,6,0,4,6,5,0,6,6,4,2,6,0,6,6,3,2,4,0,2,0,0,6,4,4,6,0,6,0,0,1,6,0,6,2,6,4,3,4,0,0,1,0,4,6,5,6,0,0,0,6,0,0,1,0,6,6,6,3,1,2,4
62,6,0,6,0,4,6,2,6,0,0,6,0,6,6,0,6,6,6,5,0,0,0,6,6,0,0,6,0,6,3,3,0,6,0,3,0,6,6,5,6,0,6,6,0,3,3,0,4,6,0,3,0,2,3,1,0,0,3,6,1,0,0,6,0,0,6,6,2,2,0,0,4,0,6,0,2,6,0,0,3,6,0,6,6,6,6,0,6,6,4,0,6,6,6,2,0,6,6,0,0,2,6,6,3,0,0,3,2,6,0,2,0,0,6,6,6,6,4,6,6
63,6,0,6,0,6,6,5,6,0,0,6,0,6,5,0,6,6,6,6,0,0,1,6,6,3,0,6,2,6,6,3,0,6,0,0,0,6,6,0,6,0,0,6,0,6,4,0,6,6,0,6,3,2,6,4,3,0,0,0,0,0,0,5,0,0,6,6,4,4,0,0,6,0,0,0,5,6,0,6,6,6,4,6,6,6,6,0,4,6,6,0,6,6,6,4,0,6,2,0,0,6,2,6,5,0,0,6,4,6,0,6,0,0,6,3,6,6,0,6,0
64,5,0,6,0,3,0,6,3,0,0,2,0,6,6,0,6,0,5,6,3,0,3,3,0,6,0,0,0,6,0,0,0,6,0,1,4,0,6,0,6,0,0,6,5,0,4,0,6,6,0,6,6,1,6,4,6,0,0,6,0,0,0,0,0,3,0,6,3,4,0,0,0,0,6,0,4,6,0,3,0,4,0,3,0,5,5,0,6,1,0,0,6,5,6,4,0,3,6,0,0,4,6,0,5,0,6,0,4,6,0,0,0,0,0,6,5,6,1,5,4
65,6,0,6,0,2,6,6,6,0,0,6,0,6,5,0,6,6,6,2,0,3,0,6,6,0,1,6,0,6,3,3,0,5,0,3,0,6,6,6,6,0,6,6,0,6,4,0,6,6,0,6,0,6,5,3,1,2,6,6,6,0,3,6,6,0,6,6,4,4,2,0,6,0,6,2,6,6,3,0,3,6,4,6,6,6,6,0,6,6,6,0,6,6,6,4,0,6,4,0,0,6,4,6,6,0,0,1,2,6,0,4,1,0,6,6,5,5,0,6,6
66,3,5,6,6,6,6,0,5,1,0,6,6,6,3,3,6,6,6,6,0,6,0,3,6,0,6,6,0,6,0,0,1,6,1,0,0,3,6,6,0,0,6,3,3,6,4,1,6,6,0,0,3,5,0,0,0,6,6,6,6,0,0,6,3,0,6,6,4,0,6,2,6,6,6,6,0,1,4,0,0,6,4,3,6,0,6,0,0,0,6,1,6,3,6,3,6,6,0,0,0,0,1,6,1,6,0,0,0,6,0,0,3,0,6,6,6,6,0,6,6
67,6,0,6,0,6,5,5,6,0,0,3,0,6,6,0,6,6,6,6,6,0,0,6,6,0,0,0,4,6,2,6,0,6,0,6,0,6,6,3,2,0,5,6,3,6,4,0,5,6,0,1,1,6,1,3,0,0,6,6,6,0,0,0,3,3,4,6,4,4,0,0,6,0,6,0,6,6,0,0,2,6,3,6,6,6,6,0,6,6,5,0,6,6,6,4,0,6,6,0,0,4,5,6,6,0,6,3,4,6,0,6,0,0,6,6,6,6,0,6,0
68,6,3,6,6,6,6,0,6,0,0,6,0,6,5,0,6,6,6,6,0,0,0,6,6,0,6,2,0,6,0,0,0,6,0,0,0,6,6,1,2,0,6,4,0,6,4,0,0,6,0,0,0,5,0,0,0,5,4,5,6,0,0,6,0,0,6,6,4,4,3,0,6,4,1,0,0,6,0,0,0,6,3,6,6,5,6,0,0,6,6,0,6,6,6,4,3,6,2,0,0,0,2,6,2,5,0,3,3,6,0,0,0,0,6,6,6,6,0,6,0
69,1,0,6,0,6,6,6,6,0,0,6,0,6,4,0,6,6,3,6,0,0,0,6,6,5,3,6,3,6,3,3,0,6,0,1,0,6,5,3,6,0,3,6,0,6,4,0,0,5,0,5,0,6,6,6,1,0,6,3,6,0,3,4,6,0,6,4,4,4,0,0,6,0,0,0,6,6,3,0,3,6,4,6,6,6,6,0,5,6,6,0,3,6,6,4,0,6,0,0,0,6,0,6,6,0,0,3,2,6,0,3,0,0,6,4,6,6,0,6,2
70,6,0,6,0,6,6,2,6,1,0,6,0,6,2,0,0,4,6,6,0,0,0,1,6,0,6,6,0,6,4,0,0,6,3,0,0,6,6,0,3,3,5,6,0,6,4,0,6,6,0,0,0,6,1,0,0,6,6,0,6,0,1,6,5,0,6,6,4,3,0,0,6,6,0,6,4,6,0,0,1,6,3,6,6,6,6,0,0,6,6,0,6,6,6,4,3,3,0,0,0,0,1,6,5,6,0,2,0,6,0,0,0,0,6,4,5,5,0,2,0
71,6,0,6,0,6,5,4,6,0,0,6,0,6,6,0,6,6,6,6,5,0,0,6,6,0,1,1,3,6,5,1,0,6,0,4,0,6,6,1,6,0,6,6,0,6,4,0,6,6,0,5,4,4,5,3,1,0,0,6,3,0,0,4,0,0,6,6,4,4,0,0,6,0,6,0,6,6,0,0,0,6,0,6,6,6,6,0,6,6,3,0,6,6,6,4,0,6,5,0,0,4,3,6,6,0,0,6,4,6,0,5,0,0,6,6,6,6,0,6,0
72,6,3,6,6,6,6,1,6,0,0,6,5,6,6,0,5,6,6,6,0,6,0,4,6,0,6,5,0,6,0,0,0,6,0,0,0,3,6,6,0,1,6,6,6,6,4,0,6,6,0,0,1,4,0,0,0,5,3,6,2,1,0,6,0,0,6,6,4,2,6,0,6,0,6,0,4,0,1,0,0,6,4,3,6,4,6,0,0,6,6,3,6,2,6,4,0,6,4,0,0,0,5,3,4,3,0,0,0,6,0,0,5,0,6,6,6,6,0,6,6
73,6,3,6,6,6,6,2,6,0,0,6,0,6,6,0,6,6,6,6,0,3,0,6,6,0,6,1,2,6,4,5,0,6,0,1,0,6,6,6,6,0,6,6,3,6,4,0,6,6,0,1,4,5,0,0,0,3,6,6,6,0,0,6,3,0,6,6,4,3,4,0,6,3,6,5,4,6,0,0,2,6,3,6,6,6,6,0,5,6,5,0,6,6,6,4,5,6,5,0,0,0,5,6,4,3,0,0,1,6,0,2,3,0,6,6,6,6,0,6,6
74,6,0,6,1,6,6,6,6,0,0,6,0,6,6,0,6,6,6,6,0,0,0,0,6,0,6,4,0,6,6,0,0,6,0,0,0,6,6,0,4,0,5,6,0,0,4,0,6,6,0,0,6,6,0,0,0,0,3,6,6,0,0,6,2,0,6,6,4,4,0,0,6,2,2,0,6,6,0,0,4,6,4,6,6,6,4,0,6,6,6,0,6,6,6,4,0,6,3,0,0,5,0,6,4,2,3,6,4,6,0,0,0,0,6,6,6,6,0,6,0
75,6,5,6,1,6,3,4,6,0,0,6,0,6,6,5,6,6,5,6,0,2,2,0,6,2,6,0,0,6,3,0,0,6,0,0,1,6,6,3,6,0,3,6,3,0,4,0,6,6,0,6,6,4,6,2,6,0,0,6,2,0,0,6,0,0,6,6,4,4,0,0,6,4,6,6,4,6,0,3,3,6,2,6,0,6,1,0,6,6,3,0,6,6,6,4,6,6,6,0,0,2,3,6,4,2,1,3,3,6,0,0,0,1,6,6,6,6,0,6,6
76,6,0,6,2,6,6,3,6,0,0,5,0,6,6,3,6,6,6,6,0,0,0,6,6,0,6,0,3,6,0,0,0,5,0,0,0,5,6,3,3,0,6,6,0,6,4,0,6,6,0,0,5,4,1,0,0,5,5,6,4,0,0,4,0,0,6,6,4,3,0,2,6,4,2,6,4,3,0,0,0,6,2,3,6,6,6,0,6,6,6,0,6,5,6,4,6,6,4,0,0,2,1,6,4,6,0,0,2,6,0,3,0,0,6,6,6,6,0,6,5
77,6,1,6,0,6,0,5,6,0,0,6,0,6,6,0,6,6,6,6,6,0,0,6,4,0,3,0,0,6,1,6,0,6,0,6,0,6,6,3,6,0,3,6,2,6,4,0,6,6,0,5,3,4,5,3,1,0,0,6,1,0,0,3,0,0,2,6,4,4,0,0,1,0,6,0,4,6,0,1,3,6,0,6,6,6,6,0,6,6,0,0,6,6,6,4,0,6,6,0,0,6,5,6,4,0,0,3,2,6,0,4,0,0,3,6,6,6,0,6,6
78,6,0,6,0,6,6,5,6,0,0,6,0,6,6,0,6,6,6,6,0,3,0,6,6,0,1,0,3,6,2,0,0,6,0,0,0,6,6,2,6,0,4,6,0,6,4,0,0,6,0,1,0,5,2,3,0,0,6,6,4,0,0,4,3,0,6,6,4,4,0,0,6,0,4,0,6,6,0,0,0,6,4,6,6,6,6,0,5,6,6,0,3,6,6,4,0,6,4,0,0,4,2,6,6,0,0,2,4,6,0,1,0,0,6,6,6,6,0,6,6
79,6,5,5,6,6,6,0,6,3,0,6,6,6,5,0,2,6,6,6,0,6,0,6,6,0,6,4,3,4,0,0,3,6,0,0,0,3,6,6,0,3,6,3,0,6,2,1,4,6,0,0,0,4,0,0,0,6,6,6,4,0,0,6,0,0,6,6,2,0,6,0,6,5,6,0,0,0,0,0,0,6,4,3,6,5,6,0,0,6,6,0,4,3,6,0,0,6,2,3,0,0,3,4,1,6,0,0,0,6,0,3,6,0,6,6,6,6,0,6,6
80,6,0,6,1,6,6,4,6,0,0,6,0,6,6,0,6,6,6,6,0,0,0,5,6,1,6,2,3,6,1,0,0,6,0,0,0,6,6,6,6,0,6,6,0,6,4,0,6,6,0,0,0,4,3,3,0,0,3,6,4,0,0,6,0,0,5,6,4,4,1,0,6,0,6,0,4,3,2,0,0,6,4,6,6,6,6,0,0,6,6,0,6,6,6,4,0,6,6,0,0,4,3,6,4,0,0,3,3,6,0,3,0,0,6,6,6,6,0,6,3
81,6,0,6,0,6,6,4,6,0,0,6,0,6,6,0,1,6,6,6,0,0,0,3,6,0,6,6,0,2,3,0,0,6,0,0,0,6,6,1,6,1,6,6,0,2,1,0,4,6,0,6,0,4,4,1,3,5,6,0,4,0,1,6,4,0,6,6,2,0,0,0,6,2,0,4,4,6,0,3,3,6,4,6,6,6,6,0,0,6,6,0,6,6,3,0,5,6,6,0,0,4,6,6,4,1,0,3,0,6,0,0,0,0,6,1,6,6,3,6,0
82,6,0,6,0,6,3,4,6,0,0,6,0,6,6,0,6,6,6,6,1,3,0,4,4,0,5,0,0,6,0,0,0,6,0,2,0,3,6,6,4,0,6,6,6,1,3,0,6,6,0,3,6,0,3,1,0,0,0,6,0,1,0,6,0,0,0,6,2,4,3,0,4,5,6,4,4,6,0,0,0,4,0,3,3,6,6,0,6,6,2,0,6,2,6,4,4,6,6,0,0,4,5,0,3,1,0,0,3,6,0,0,5,0,6,6,6,6,0,6,6
83,6,0,6,0,6,6,3,6,0,0,6,0,6,5,0,5,6,6,6,0,0,0,3,6,0,6,6,1,6,3,2,0,6,2,0,0,6,6,6,4,0,6,6,0,6,4,1,6,6,0,4,1,4,3,0,1,3,6,6,4,0,1,6,2,0,6,6,4,3,0,3,6,5,6,3,4,5,3,0,0,6,4,6,6,6,6,0,2,6,6,0,6,6,6,4,6,6,2,0,0,1,3,6,4,1,0,3,0,6,0,0,0,0,6,6,6,6,0,6,6
84,6,3,6,6,6,6,1,6,0,0,5,4,6,6,0,6,6,6,6,3,3,0,6,6,0,0,0,1,6,0,0,1,6,0,2,0,4,6,6,0,0,6,5,3,6,4,0,0,6,0,0,0,6,0,0,0,0,6,6,6,0,3,0,6,0,6,6,4,4,6,0,6,0,6,0,5,0,0,0,0,6,4,0,6,0,6,0,6,4,6,0,6,0,6,4,0,6,6,0,0,0,4,6,6,0,0,0,4,6,0,2,3,0,6,6,6,6,0,6,6
85,5,0,6,0,6,6,6,6,0,0,6,0,6,4,0,6,6,6,6,0,0,0,6,6,0,6,4,3,6,2,0,0,6,0,0,0,6,6,6,6,0,6,6,0,6,4,0,0,6,0,0,0,1,2,3,0,0,3,6,0,0,0,6,0,0,6,6,4,4,1,0,6,0,6,0,6,6,0,0,0,6,4,6,6,6,6,0,0,6,6,0,6,6,6,4,0,6,0,0,0,4,1,6,6,0,0,1,1,6,0,3,0,0,6,6,6,6,0,6,6
86,5,5,6,2,6,6,4,6,0,0,6,0,6,6,0,6,6,6,6,3,0,1,6,1,2,6,6,0,6,6,3,0,6,1,3,0,6,6,3,6,0,4,6,0,3,4,0,6,6,0,6,6,0,6,4,5,3,0,4,0,0,0,6,0,0,6,6,4,4,0,0,6,0,6,0,2,6,2,4,6,6,4,6,1,6,6,0,6,6,6,0,6,6,6,4,0,6,6,0,0,6,6,6,2,2,0,3,4,6,0,3,0,0,6,6,5,6,2,6,3
87,6,0,6,1,6,6,4,6,0,0,6,0,6,6,0,5,6,6,6,0,0,0,6,6,0,6,3,3,6,3,3,0,6,0,3,0,6,6,6,3,1,6,6,0,6,4,0,5,6,0,2,0,6,1,0,0,6,3,5,5,0,0,6,0,0,6,6,4,1,3,0,6,0,3,2,5,6,0,0,0,6,2,6,6,6,6,0,2,6,6,0,6,6,6,4,1,6,6,0,0,1,6,6,6,3,0,3,0,6,0,3,2,0,6,6,6,6,0,6,4
88,6,6,6,6,6,5,3,5,1,0,6,6,6,6,0,4,6,6,6,1,3,0,6,6,0,6,1,6,6,0,6,6,6,0,5,0,6,6,6,3,6,6,6,3,6,4,0,6,6,0,0,4,3,0,0,0,6,3,6,1,0,0,6,0,0,6,6,4,1,6,0,6,1,6,0,6,0,0,0,0,6,2,6,6,1,6,0,2,6,4,0,6,6,6,3,0,6,6,1,0,0,6,6,6,5,0,0,0,6,0,5,5,0,6,6,6,6,6,6,6
89,6,0,5,0,6,3,4,5,0,0,6,0,6,6,0,6,6,6,6,0,0,0,6,6,2,6,0,0,6,0,0,0,4,0,0,0,3,6,3,3,0,6,6,2,6,3,0,6,6,0,3,0,4,6,4,1,0,6,6,4,0,0,6,3,0,0,6,3,2,0,0,6,0,6,0,4,3,0,0,0,6,1,3,6,6,6,0,3,6,3,0,6,5,6,3,0,6,3,0,0,4,0,3,4,0,0,0,2,6,0,0,0,0,6,6,6,6,0,6,6
90,4,1,6,6,6,6,2,6,0,0,6,5,6,4,0,6,6,6,6,0,3,0,6,6,0,4,6,6,6,1,4,0,6,1,0,0,6,6,6,1,0,6,6,0,6,4,0,0,6,0,0,0,6,0,0,0,3,6,4,6,0,5,6,5,0,6,6,4,4,6,0,6,0,4,0,4,1,4,0,0,6,4,6,6,1,6,0,6,6,6,0,6,6,6,4,0,6,0,0,0,0,1,6,4,0,0,5,4,6,0,6,3,0,6,6,6,6,0,6,6
91,6,0,6,3,6,6,0,6,0,0,6,0,6,6,0,4,6,6,6,3,3,0,6,6,0,6,6,2,6,5,0,0,6,0,0,0,6,6,6,6,0,6,6,3,6,4,0,6,6,0,0,3,6,1,0,0,3,6,6,6,0,0,6,3,0,6,6,4,3,5,0,6,3,6,6,3,6,0,0,3,6,0,6,6,6,6,0,3,6,6,0,6,6,6,4,3,6,5,0,0,0,4,6,6,3,0,1,0,6,0,0,3,0,6,6,6,6,0,6,6
92,4,6,5,6,6,6,0,0,0,0,5,5,6,0,0,0,6,5,6,0,6,0,6,6,0,6,6,6,0,0,0,1,6,6,0,0,6,6,6,0,3,6,3,0,6,3,0,0,6,0,0,0,4,0,0,0,6,6,1,6,0,0,6,1,0,6,6,4,0,6,0,6,2,5,0,0,0,4,0,0,6,4,5,6,0,6,1,0,0,6,0,6,3,5,0,0,1,3,0,0,0,6,6,2,4,0,0,0,6,0,4,6,0,6,6,6,6,1,1,6
93,6,0,6,0,6,6,4,6,0,0,6,0,6,6,0,6,6,6,6,3,0,0,6,6,6,6,1,3,6,3,6,0,6,0,6,3,6,6,6,6,0,6,6,2,6,4,0,6,6,0,6,0,5,6,6,6,0,5,6,1,0,0,6,0,0,6,6,4,4,0,0,6,0,6,0,6,6,0,2,0,6,4,6,6,6,6,0,6,6,6,0,6,6,6,4,0,6,5,0,0,6,4,6,6,0,1,0,4,6,0,3,0,0,6,6,6,6,0,6,6
94,3,0,6,0,5,3,4,5,0,0,2,0,6,6,0,6,6,6,6,0,0,0,6,6,0,0,0,5,6,2,3,0,6,0,1,0,6,6,0,6,0,0,6,4,6,4,0,0,6,0,6,0,4,5,1,1,0,6,6,6,0,3,0,4,0,0,6,4,4,0,0,6,0,6,0,4,6,0,0,2,6,1,4,6,6,6,0,6,6,3,0,6,6,6,4,0,6,5,0,0,3,2,2,4,0,5,0,4,6,0,3,0,0,6,6,6,6,0,3,6
95,6,0,6,0,6,6,4,6,0,0,6,0,6,2,0,6,6,6,6,0,0,2,6,6,2,6,6,0,6,3,0,0,6,0,0,1,6,6,6,4,0,6,6,0,6,4,0,6,6,0,6,1,2,6,2,6,0,1,0,2,0,0,6,0,0,6,6,4,4,0,0,6,5,0,0,4,4,3,3,0,6,2,6,6,6,6,0,3,6,6,0,6,6,6,4,1,5,0,0,0,4,0,6,2,0,0,3,2,6,0,0,0,0,6,6,6,6,0,6,0
96,6,3,6,6,6,6,4,6,2,0,6,3,6,6,0,6,6,6,6,0,4,0,6,6,0,6,3,4,6,1,0,3,6,0,0,0,6,6,6,0,3,6,6,1,6,4,0,1,6,0,0,0,2,0,0,0,6,3,1,1,0,0,6,0,0,6,6,4,4,6,0,6,4,5,3,4,4,0,0,0,6,1,6,6,6,6,0,0,6,5,0,6,6,6,4,3,6,6,2,0,1,6,6,2,6,0,5,1,6,0,3,6,0,6,6,6,6,2,6,6
97,6,1,6,0,6,4,4,6,0,0,6,0,6,6,0,6,6,6,6,0,0,0,4,5,3,5,0,0,6,0,0,0,6,0,2,0,6,6,2,6,0,0,6,0,1,4,0,6,6,0,4,4,1,6,4,2,2,0,3,0,0,0,6,0,0,6,6,4,4,0,0,5,0,6,0,4,6,0,0,2,6,0,6,2,6,6,0,6,6,4,0,6,5,6,4,0,6,4,0,0,4,2,6,4,0,0,3,4,6,0,0,0,0,6,6,6,6,0,6,3
98,5,0,6,0,6,4,4,6,0,0,6,0,6,6,0,6,6,6,6,2,0,0,6,0,4,6,0,0,6,3,3,0,6,0,3,0,6,6,1,4,0,5,6,0,1,4,0,6,6,0,6,6,0,6,4,1,1,0,6,0,0,0,6,0,0,6,6,4,3,0,0,6,0,5,0,4,6,0,0,2,6,1,6,0,6,6,0,4,6,3,0,6,6,6,3,0,6,6,0,0,4,6,6,3,0,0,3,3,6,0,0,0,0,6,6,3,6,2,6,6
99,0,0,5,0,4,0,6,6,0,0,5,0,6,6,0,6,6,6,1,0,3,0,6,5,5,0,0,6,6,0,4,0,4,0,4,0,2,6,6,5,0,6,6,5,6,4,0,0,6,0,2,0,6,6,6,0,0,6,6,6,0,0,0,1,0,0,3,3,4,2,0,4,0,6,0,6,5,0,0,0,5,0,5,6,6,6,0,4,6,1,0,6,3,6,4,0,6,6,0,0,6,5,0,6,0,0,0,3,6,0,6,1,0,6,6,4,6,0,6,6
100,6,1,6,5,6,6,4,6,2,0,6,0,6,5,0,6,6,6,6,0,0,0,5,6,0,6,6,0,6,6,0,0,6,0,0,0,6,6,0,6,0,6,6,0,6,4,0,6,6,0,3,2,6,0,0,0,6,5,1,6,0,0,6,1,0,6,6,4,4,1,0,6,5,5,3,5,6,3,0,6,6,4,6,6,6,6,0,0,6,6,0,6,6,6,4,3,6,3,0,0,3,2,6,6,6,0,5,4,6,0,0,0,0,6,6,6,6,0,6,0
101,6,6,6,6,6,6,0,3,0,0,6,0,6,6,0,6,6,1,6,0,0,0,3,6,0,6,6,0,6,0,0,0,6,0,0,0,6,6,6,0,0,6,3,0,0,4,0,6,6,0,0,6,6,0,0,0,6,0,6,3,0,0,6,0,0,6,6,4,3,6,0,6,1,6,0,1,0,0,0,0,6,4,6,3,0,6,0,5,5,6,0,5,5,6,4,3,6,6,0,0,0,6,6,5,2,1,0,0,6,0,0,1,0,6,6,6,6,2,6,6
102,6,3,6,0,6,2,6,3,0,0,3,0,6,6,1,6,6,6,6,6,0,5,6,5,6,0,0,0,6,3,0,0,6,0,4,3,6,6,1,6,0,2,6,3,0,4,0,6,6,0,6,6,2,6,6,6,0,0,6,0,0,0,0,0,0,0,6,4,4,0,0,5,0,6,6,6,6,0,4,1,6,0,6,0,6,6,0,6,6,1,0,6,6,6,4,2,6,6,0,0,6,5,2,5,0,2,3,4,6,0,0,2,0,6,6,6,6,3,6,4
103,6,0,6,0,6,6,4,6,0,0,6,0,6,3,0,6,6,6,6,3,3,0,6,6,0,0,3,3,6,0,1,0,6,0,3,0,6,4,4,6,0,6,6,3,6,4,0,3,4,0,0,0,5,2,1,0,0,0,5,3,0,0,6,0,0,6,6,4,4,2,0,6,0,6,0,4,6,4,0,0,6,4,6,6,6,6,0,6,6,6,0,6,6,6,4,0,6,0,0,0,3,0,6,4,0,2,0,4,6,0,3,3,0,6,6,6,6,0,6,6
104,1,0,6,0,6,6,6,6,0,0,6,0,6,6,0,6,6,3,4,4,0,0,6,6,0,5,4,2,6,6,3,0,6,0,4,0,6,6,6,6,0,6,6,0,6,4,0,0,6,0,6,0,6,5,2,1,0,6,6,6,0,0,6,3,0,6,3,4,4,0,0,6,0,6,0,6,6,0,0,6,6,4,6,6,6,6,0,6,6,6,0,3,6,6,4,0,6,3,0,0,4,2,6,6,0,0,6,4,6,0,2,0,0,6,6,5,6,0,6,6
