,eccen_num,height_num,blackand_num,p_black_num,class_cat,mean_tr_num
2692,2.6,10,245,0.296,1,2.2
2693,2.8,10,224,0.293,1,2.0
2694,1.9,10,173,0.337,1,2.0
2695,1.8,10,180,0.383,1,2.3
2696,4.778,9,276,0.3,1,1.78
2697,1.4,5,31,0.6,1,3.5
2698,5.333,6,185,0.417,1,2.11
2699,1.333,6,46,0.563,1,3.38
2700,19.364,11,1635,0.264,1,1.95
2701,5.3,10,471,0.306,1,1.84
2702,22.583,12,1782,0.232,1,1.93
2703,8.727,11,718,0.277,1,1.83
2704,3.0,10,282,0.307,1,1.96
2705,6.909,11,575,0.254,1,2.08
2706,2.0,8,110,0.43,1,2.2
2707,3.778,9,283,0.356,1,2.06
2708,5.545,11,493,0.294,1,2.21
2709,2.375,8,152,0.368,1,1.75
2710,5.0,10,382,0.268,1,1.94
2711,2.7,10,217,0.344,1,2.38
2712,6.4,10,256,0.189,1,2.12
2713,6.875,8,284,0.225,1,1.77
2714,1.0,8,59,0.344,1,1.83
2715,1.5,8,90,0.458,1,2.59
2716,8.625,8,495,0.366,1,1.94
2717,1.75,8,85,0.42,1,2.04
2718,2.75,8,176,0.477,1,2.27
2719,2.625,8,162,0.357,1,2.07
2720,5.875,8,283,0.34,1,2.0
2721,2.143,7,87,0.448,1,1.74
2722,1.364,11,147,0.352,1,2.07
2723,1.9,10,190,0.311,1,1.69
2724,6.1,10,581,0.305,1,1.98
2725,5.0,10,434,0.326,1,2.01
2726,6.0,6,215,0.495,1,1.91
2727,2.75,8,176,0.403,1,2.03
2728,3.6,10,294,0.319,1,1.98
2729,2.889,9,192,0.342,1,2.35
2730,0.778,9,59,0.365,1,1.77
2731,2.667,9,156,0.352,1,2.17
2732,2.75,8,161,0.392,1,2.56
2733,3.875,8,248,0.415,1,1.87
2734,4.545,11,308,0.255,1,1.89
2735,6.0,9,397,0.391,1,1.98
2736,1.333,9,96,0.491,1,2.41
2737,4.1,10,301,0.312,1,1.94
2738,0.7,10,69,0.329,1,1.77
2739,5.2,10,417,0.319,1,1.87
2740,1.0,8,64,0.438,1,2.33
2741,1.5,8,72,0.396,1,2.38
2742,0.875,8,56,0.429,1,2.18
2743,1.5,8,86,0.406,1,1.86
2744,2.0,8,128,0.43,1,2.04
2745,2.0,8,119,0.461,1,2.57
2746,3.25,8,203,0.399,1,1.93
2747,6.9,10,469,0.277,1,1.85
2748,11.091,11,881,0.256,1,1.94
2749,14.5,10,1050,0.278,1,1.9
2750,24.727,11,2038,0.26,1,1.82
2751,5.444,9,341,0.306,1,1.82
2752,0.875,8,56,0.411,1,2.09
2753,2.0,9,146,0.352,1,1.84
2754,1.5,8,93,0.417,1,2.11
2755,5.25,8,336,0.369,1,1.85
2756,6.556,9,436,0.335,1,1.96
2757,5.4,10,445,0.319,1,1.83
2758,11.455,11,900,0.273,1,2.11
2759,4.875,8,233,0.282,1,2.0
2760,4.0,11,363,0.314,1,1.92
2761,0.875,8,56,0.464,1,2.36
2762,3.7,10,256,0.324,1,1.85
2763,1.875,8,75,0.433,1,2.74
2764,4.0,8,249,0.352,1,1.8
2765,5.625,8,282,0.367,1,1.89
2766,4.556,9,325,0.374,1,2.26
2767,2.5,10,147,0.268,1,1.91
2768,2.0,8,95,0.344,1,1.52
2769,1.25,8,68,0.375,1,1.88
2770,1.8,5,41,0.533,1,2.0
2771,21.75,12,1810,0.223,1,1.92
2772,21.182,11,1734,0.245,1,1.8
2773,5.0,7,185,0.408,1,2.38
2774,1.0,8,49,0.359,1,1.64
2775,3.875,8,194,0.371,1,2.0
2776,2.75,8,137,0.392,1,2.3
2777,4.125,8,229,0.424,1,2.24
2778,3.636,11,272,0.27,1,1.8
2779,1.0,8,62,0.359,1,1.53
2780,1.5,8,89,0.438,1,2.1
2781,2.222,9,157,0.361,1,1.86
2782,1.125,8,70,0.361,1,1.73
2783,1.875,8,102,0.375,1,1.88
2784,1.5,8,89,0.396,1,1.65
2785,2.5,10,207,0.328,1,2.05
2786,1.25,8,80,0.4,1,1.88
2787,0.5,8,21,0.438,1,4.67
2788,1.5,8,84,0.427,1,2.56
2789,2.6,10,248,0.3,1,1.59
2790,0.6,10,49,0.333,1,2.5
2791,5.182,11,362,0.271,1,1.87
2792,3.5,8,174,0.406,1,2.07
2793,2.3,10,156,0.248,1,2.19
2794,2.909,11,188,0.256,1,2.0
2795,1.5,8,66,0.385,1,1.95
2796,2.125,8,113,0.36,1,1.96
2797,3.818,11,302,0.284,1,1.93
2798,1.75,8,94,0.375,1,2.1
2799,4.625,8,273,0.375,1,1.61
2800,3.25,8,189,0.346,1,1.85
2801,3.5,8,177,0.46,1,2.58
2802,4.4,10,274,0.314,1,1.92
2803,1.2,10,112,0.4,1,2.29
2804,4.0,10,313,0.333,1,1.82
2805,2.333,6,78,0.56,1,2.24
2806,4.714,7,213,0.385,1,2.23
2807,1.125,8,52,0.361,1,1.86
2808,5.375,8,336,0.343,1,1.71
2809,1.625,8,104,0.413,1,1.95
2810,3.0,11,265,0.278,1,2.1
2811,4.625,8,223,0.392,1,1.93
2812,2.636,11,197,0.32,1,2.22
2813,6.25,8,397,0.405,1,1.93
2814,4.75,8,293,0.408,1,1.65
2815,3.25,8,194,0.409,1,2.18
2816,5.2,10,358,0.306,1,1.96
2817,6.5,6,217,0.393,1,1.77
2818,1.167,6,41,0.5,1,2.1
2819,21.75,12,1768,0.207,1,1.81
2820,13.273,11,932,0.238,1,1.83
2821,2.375,8,145,0.355,1,2.0
2822,3.5,10,204,0.326,1,2.24
2823,7.125,8,382,0.309,1,1.81
2824,22.667,12,1922,0.219,1,1.8
2825,2.364,11,230,0.262,1,1.79
2826,1.111,9,71,0.344,1,2.07
2827,3.111,9,246,0.317,1,1.95
2828,2.273,11,223,0.298,1,2.05
2829,1.0,8,64,0.391,1,2.5
2830,3.375,8,168,0.343,1,1.76
2831,1.0,8,61,0.406,1,2.17
2832,1.6,10,123,0.375,1,2.14
2833,1.9,10,172,0.3,1,1.68
2834,0.7,10,61,0.357,1,2.08
2835,1.3,10,119,0.315,1,2.41
2836,1.4,5,35,0.457,1,1.45
2837,1.667,6,52,0.433,1,1.86
2838,1.625,8,84,0.365,1,1.9
2839,5.25,8,302,0.375,1,2.07
2840,4.4,10,383,0.318,1,1.75
2841,2.6,10,212,0.273,1,1.87
2842,3.0,10,219,0.3,1,2.14
2843,2.455,11,177,0.303,1,2.43
2844,6.5,8,365,0.325,1,1.75
2845,9.5,8,432,0.314,1,1.87
2846,1.5,10,122,0.36,1,2.08
2847,1.8,10,164,0.294,1,1.89
2848,2.143,7,79,0.4,1,1.83
2849,5.0,7,204,0.339,1,1.93
2850,3.714,7,182,0.396,1,2.0
2851,1.143,7,54,0.429,1,1.85
2852,6.375,8,260,0.306,1,1.95
2853,12.667,9,760,0.272,1,1.86
2854,1.125,8,72,0.417,1,2.31
2855,3.625,8,158,0.345,1,2.0
2856,11.667,9,547,0.236,1,1.91
2857,11.222,9,625,0.256,1,1.71
2858,8.0,8,467,0.385,1,1.93
2859,3.2,10,252,0.306,1,1.69
2860,2.0,7,95,0.378,1,1.95
2861,6.1,10,401,0.29,1,2.16
2862,25.0,1,25,1.0,1,25.0
2863,3.5,6,32,0.246,2,31.0
2864,15.571,7,414,0.283,1,1.93
2865,36.833,6,711,0.268,1,1.95
2866,24.333,6,605,0.325,1,1.83
2867,2.0,5,42,0.5,1,2.08
2868,2.0,8,89,0.398,2,2.55
2869,2.375,8,101,0.388,1,2.19
2870,4.6,10,268,0.278,1,1.66
2871,3.125,8,156,0.355,1,1.73
2872,3.75,8,180,0.354,1,2.02
2873,1.75,8,85,0.482,1,3.38
2874,0.625,8,24,0.35,1,3.5
2875,0.5,68,1215,0.224,5,2.44
2876,0.448,67,924,0.169,5,2.26
2877,2.0,6,68,0.486,1,2.19
2878,1.0,7,28,0.286,1,3.5
2879,1.0,7,30,0.265,1,3.25
2880,2.4,5,54,0.6,1,3.0
2881,23.727,11,1830,0.233,1,1.75
2882,14.0,11,884,0.187,1,1.94
2883,15.5,10,1244,0.275,1,1.85
2884,1.95,20,316,0.14,5,3.21
2885,2.833,6,64,0.137,5,2.8
2886,3.0,8,183,0.417,1,1.9
2887,4.1,10,284,0.276,1,1.61
2888,1.5,10,142,0.273,1,1.41
2889,1.2,10,104,0.35,1,2.33
2890,5.5,10,416,0.295,1,1.98
2891,0.857,7,39,0.405,1,1.89
2892,2.714,7,117,0.398,1,1.83
2893,1.143,7,56,0.482,1,2.25
2894,1.0,7,47,0.592,1,2.42
2895,3.625,8,232,0.444,1,2.15
2896,4.818,11,428,0.249,1,1.93
2897,2.111,9,126,0.298,1,2.68
2898,1.3,10,115,0.285,1,1.61
2899,14.4,10,900,0.256,1,1.8
2900,1.714,7,68,0.476,1,2.11
2901,0.286,7,12,0.857,1,12.0
2902,4.909,11,464,0.273,1,2.19
2903,5.1,10,415,0.28,1,1.66
2904,0.7,10,60,0.314,1,1.83
2905,3.7,10,353,0.327,1,1.83
2906,1.1,10,105,0.409,1,2.5
2907,3.0,2,11,0.583,1,7.0
2908,5.375,8,262,0.387,1,1.93
2909,3.5,8,178,0.442,1,2.48
2910,1.0,3,7,0.778,1,7.0
2911,7.0,1,7,1.0,1,7.0
2912,0.4,5,7,0.7,1,7.0
2913,0.5,4,7,0.875,1,7.0
2914,0.75,4,11,0.667,1,2.67
2915,0.286,7,10,0.714,1,10.0
2916,7.2,10,480,0.292,1,1.81
2917,15.0,10,878,0.252,1,2.07
2918,0.9,10,79,0.333,1,2.5
2919,3.4,10,290,0.321,1,2.02
2920,1.0,10,89,0.35,1,1.94
2921,1.125,8,49,0.375,1,1.69
2922,2.143,7,94,0.438,1,2.3
2923,3.0,10,253,0.33,1,1.9
2924,2.222,9,129,0.322,1,2.15
2925,1.444,9,117,0.368,1,2.69
2926,1.429,7,64,0.386,1,2.08
2927,2.857,7,140,0.4,1,1.87
2928,2.167,6,59,0.436,1,2.27
2929,3.0,5,59,0.507,1,3.17
2930,2.4,5,36,0.467,1,4.67
2931,2.6,5,44,0.462,1,4.29
2932,8.167,6,155,0.32,1,2.94
2933,2.833,6,76,0.451,1,2.56
2934,4.556,9,256,0.336,1,1.91
2935,1.556,9,126,0.278,1,2.06
2936,0.5,8,23,0.469,1,3.75
2937,4.875,8,300,0.378,1,1.64
2938,2.3,10,149,0.27,1,2.0
2939,2.0,8,123,0.328,1,1.91
2940,4.875,8,275,0.362,1,1.74
2941,4.0,5,73,0.47,1,2.35
2942,2.5,4,36,0.5,1,4.0
2943,2.5,4,32,0.6,1,4.0
2944,2.6,5,52,0.554,1,2.57
2945,2.8,5,35,0.329,1,2.56
2946,2.857,7,116,0.421,1,2.46
2947,3.4,5,81,0.576,1,2.33
2948,14.5,10,1083,0.268,1,1.83
2949,6.2,10,407,0.265,1,2.19
2950,2.0,8,124,0.328,1,1.91
2951,3.0,8,166,0.297,1,1.84
2952,1.5,6,39,0.37,1,2.0
2953,26.1,10,2001,0.259,1,1.74
2954,2.5,8,138,0.394,1,2.1
2955,3.9,10,354,0.295,1,2.09
2956,6.1,10,582,0.333,1,1.85
2957,7.0,2,15,0.464,2,13.0
2958,4.667,9,336,0.312,1,1.97
2959,0.541,37,143,0.131,5,4.22
2960,4.0,8,205,0.375,1,2.04
2961,2.333,6,84,0.512,1,3.07
2962,2.875,8,133,0.348,1,2.0
2963,0.735,34,454,0.256,5,2.06
2964,0.794,34,509,0.219,5,3.09
2965,1.194,36,283,0.117,5,3.07
2966,4.444,9,246,0.344,1,2.07
2967,1.75,8,111,0.411,1,2.56
2968,4.0,8,198,0.395,1,2.1
2969,3.1,10,233,0.316,1,1.66
2970,4.125,8,259,0.375,1,1.6
2971,2.5,8,145,0.406,1,1.86
2972,1.5,8,88,0.406,1,1.56
2973,1.813,16,230,0.144,5,2.58
2974,4.857,7,202,0.403,1,1.81
2975,9.909,11,743,0.234,1,1.92
2976,10.3,10,628,0.25,1,1.77
2977,10.111,9,360,0.161,1,1.86
2978,1.0,9,59,0.358,1,2.23
2979,1.5,8,89,0.375,1,1.8
2980,5.0,8,290,0.35,1,1.81
2981,5.7,10,396,0.326,1,1.98
2982,2.8,10,273,0.343,1,2.13
2983,0.8,10,72,0.313,1,1.56
2984,1.5,10,117,0.313,1,2.24
2985,0.5,6,10,0.556,1,10.0
2986,2.857,7,137,0.493,1,1.82
2987,2.857,7,120,0.457,1,2.46
2988,1.333,6,43,0.604,1,3.22
2989,0.6,5,9,0.6,1,9.0
2990,0.222,9,13,0.611,4,11.0
2991,0.4,5,7,0.7,1,7.0
2992,20.091,11,1323,0.25,1,1.95
2993,5.0,7,189,0.445,1,2.48
2994,3.3,10,246,0.352,1,2.07
2995,0.875,8,44,0.5,1,3.11
2996,1.5,8,78,0.531,1,2.83
2997,2.0,8,109,0.422,1,1.8
2998,2.857,7,139,0.429,1,2.0
2999,0.571,7,28,0.5,1,2.33
3000,5.0,7,245,0.494,1,2.2
3001,3.667,9,187,0.357,1,2.47
3002,5.0,6,150,0.45,1,3.12
3003,4.333,6,149,0.519,1,2.25
3004,5.2,5,102,0.492,1,2.37
3005,4.4,5,100,0.536,1,2.19
3006,2.5,6,64,0.467,1,3.23
3007,3.8,5,76,0.505,1,2.18
3008,6.167,6,168,0.392,1,2.23
3009,2.2,5,45,0.6,1,2.75
3010,2.6,5,52,0.554,1,3.0
3011,2.8,5,52,0.443,1,2.21
3012,2.778,9,113,0.329,1,2.55
3013,1.25,8,61,0.35,1,1.75
3014,4.909,11,414,0.316,1,2.07
3015,2.9,10,212,0.303,1,2.1
3016,1.6,10,119,0.288,1,2.19
3017,3.9,10,230,0.344,1,2.79
3018,1.75,8,76,0.482,1,3.0
3019,1.5,8,64,0.458,1,3.67
3020,4.375,8,236,0.425,1,2.09
3021,1.125,8,59,0.361,1,1.73
3022,2.75,8,85,0.295,1,2.6
3023,4.5,8,153,0.299,1,2.21
3024,2.667,6,52,0.281,1,2.45
3025,3.875,8,208,0.351,1,1.98
3026,5.625,8,203,0.297,1,1.88
3027,4.6,5,90,0.504,1,2.42
3028,4.25,8,195,0.36,1,1.88
3029,1.5,8,95,0.396,1,1.9
3030,2.8,10,268,0.311,1,1.78
3031,4.1,10,392,0.356,1,2.15
3032,1.875,8,120,0.475,1,2.38
3033,1.5,8,96,0.438,1,2.1
3034,0.9,10,84,0.356,1,1.6
3035,3.6,10,284,0.367,1,2.28
3036,4.333,6,120,0.423,1,2.36
3037,6.0,4,92,0.573,1,2.04
3038,6.0,5,144,0.587,1,2.44
3039,8.875,8,326,0.289,1,1.64
3040,1.6,10,160,0.444,1,2.22
3041,1.4,10,124,0.371,1,2.89
3042,1.6,10,160,0.3,1,1.85
3043,1.5,10,150,0.3,1,1.88
3044,0.7,10,53,0.357,1,2.78
3045,7.4,10,524,0.303,1,2.17
3046,3.75,8,207,0.296,1,2.09
3047,5.1,10,394,0.337,1,2.12
3048,7.9,10,586,0.244,1,1.79
3049,11.545,11,959,0.266,1,2.23
3050,2.0,10,122,0.32,1,2.13
3051,2.857,7,126,0.464,1,2.71
3052,2.0,9,106,0.321,1,2.26
3053,3.5,10,252,0.311,1,1.88
3054,2.375,8,101,0.434,1,3.0
3055,5.818,11,420,0.25,1,2.0
3056,3.3,10,306,0.342,1,1.66
3057,1.6,10,142,0.338,1,2.08
3058,1.75,8,86,0.438,1,2.23
3059,7.6,10,524,0.322,1,1.99
3060,1.125,8,53,0.375,1,2.45
3061,2.625,8,154,0.435,1,2.35
3062,0.714,7,33,0.486,1,4.25
3063,1.0,7,31,0.347,1,2.83
3064,3.571,7,106,0.354,1,2.14
3065,5.889,9,287,0.335,1,2.42
3066,1.0,5,25,0.52,1,2.17
3067,2.8,5,61,0.557,1,2.79
3068,2.0,6,69,0.375,1,1.93
3069,4.0,5,95,0.54,1,2.35
3070,1.727,11,165,0.306,1,2.46
3071,7.375,8,366,0.307,1,1.84
3072,0.625,8,38,0.375,1,2.14
3073,0.75,8,47,0.333,1,1.78
3074,1.0,8,54,0.469,1,2.73
3075,4.1,10,283,0.302,1,2.07
3076,3.625,8,205,0.401,1,2.38
3077,2.375,8,152,0.454,1,2.16
3078,4.125,8,210,0.371,1,1.92
3079,0.857,7,42,0.5,1,2.33
3080,11.5,8,672,0.359,1,1.75
3081,2.0,5,48,0.56,1,2.33
3082,22.8,10,1390,0.26,1,1.87
3083,1.8,10,127,0.311,1,1.93
3084,1.2,10,115,0.333,1,1.82
3085,1.8,10,159,0.294,1,1.96
3086,2.3,10,205,0.348,1,2.22
3087,3.0,8,187,0.318,1,1.56
3088,6.6,10,421,0.27,1,1.87
3089,8.857,7,378,0.392,1,1.87
3090,1.75,8,79,0.393,1,2.32
3091,1.4,5,35,0.571,1,2.5
3092,23.818,11,2271,0.259,1,1.94
3093,1.875,8,109,0.458,1,2.5
3094,2.5,10,204,0.34,1,1.89
3095,0.875,8,53,0.482,1,2.7
3096,1.5,8,86,0.385,1,1.68
3097,1.625,8,104,0.471,1,1.81
3098,0.75,8,43,0.375,1,1.8
3099,3.0,10,261,0.357,1,2.14
3100,1.0,10,93,0.34,1,1.89
3101,1.5,8,93,0.396,1,1.81
3102,2.5,8,151,0.394,1,2.25
3103,2.0,8,95,0.383,1,2.33
3104,3.0,6,95,0.491,1,2.04
3105,0.667,6,24,0.583,1,4.67
3106,3.125,8,173,0.405,1,1.84
3107,3.0,8,132,0.318,1,2.65
3108,2.375,8,107,0.395,1,1.94
3109,1.0,8,52,0.438,1,4.67
3110,26.2,10,1945,0.288,1,1.79
3111,4.875,8,298,0.423,1,1.83
3112,2.3,10,142,0.287,1,2.2
3113,3.857,7,141,0.402,1,1.81
3114,5.4,5,134,0.607,1,2.34
3115,2.857,7,103,0.436,1,2.35
3116,2.875,8,178,0.364,1,2.03
3117,2.5,8,160,0.425,1,2.27
3118,4.375,8,258,0.357,1,1.64
3119,3.0,10,279,0.333,1,1.79
3120,1.9,10,146,0.326,1,1.59
3121,4.6,10,314,0.317,1,1.85
3122,2.8,10,238,0.336,1,1.68
3123,5.125,8,310,0.378,1,1.61
3124,1.75,8,112,0.429,1,2.4
3125,3.3,10,257,0.345,1,1.9
3126,5.0,8,294,0.372,1,1.75
3127,2.857,7,140,0.464,1,2.24
3128,4.5,10,251,0.296,1,2.25
3129,3.0,6,107,0.444,1,1.71
3130,2.333,6,84,0.536,1,2.05
3131,0.8,5,20,0.7,1,2.33
3132,1.556,9,113,0.333,1,2.47
3133,7.5,8,439,0.335,1,1.85
3134,0.625,8,40,0.4,1,2.67
3135,4.1,10,259,0.278,1,1.93
3136,1.75,8,86,0.509,1,3.0
3137,2.875,8,153,0.451,1,2.08
3138,1.125,8,65,0.361,1,1.63
3139,1.5,8,91,0.385,1,1.48
3140,2.5,8,149,0.363,1,1.93
3141,2.0,8,100,0.359,1,2.0
3142,1.5,8,93,0.396,1,1.65
3143,1.75,8,89,0.384,1,1.72
3144,4.125,8,234,0.345,1,1.57
3145,4.6,10,278,0.3,1,2.09
3146,0.667,6,24,0.667,1,4.0
3147,6.125,8,298,0.413,1,1.93
3148,4.25,8,204,0.357,1,1.87
3149,1.667,6,56,0.483,1,2.07
3150,2.8,5,66,0.586,1,2.28
3151,23.727,11,1505,0.243,1,1.93
3152,26.2,10,1984,0.274,1,1.8
3153,26.0,10,1916,0.282,1,1.78
3154,26.2,10,2163,0.29,1,1.76
3155,1.375,8,85,0.477,1,2.0
3156,4.625,8,246,0.334,1,1.87
3157,3.0,8,129,0.26,1,1.85
3158,2.375,8,148,0.421,1,1.83
3159,4.125,8,224,0.326,1,2.0
3160,3.0,10,213,0.363,1,2.42
3161,0.875,8,53,0.482,1,2.45
3162,5.857,7,246,0.355,1,1.85
3163,3.75,8,215,0.342,1,2.0
3164,26.2,10,1841,0.273,1,1.83
3165,6.625,8,325,0.347,1,1.93
3166,3.75,8,204,0.363,1,2.29
3167,2.25,8,141,0.438,1,2.74
3168,5.778,9,305,0.286,1,1.84
3169,2.9,10,233,0.29,1,1.83
3170,1.625,8,98,0.356,1,1.76
3171,1.125,8,57,0.361,1,2.17
3172,1.5,8,95,0.396,1,1.9
3173,2.2,10,128,0.309,1,2.34
3174,9.889,9,448,0.3,1,2.18
3175,2.6,10,213,0.35,1,2.33
3176,2.0,9,148,0.327,1,1.89
3177,0.444,9,36,0.444,1,8.0
3178,5.8,10,487,0.3,1,2.17
3179,2.25,8,134,0.389,1,2.24
3180,7.625,8,427,0.342,1,1.94
3181,2.375,8,146,0.428,1,1.76
3182,4.25,8,264,0.379,1,1.84
3183,2.7,10,224,0.367,1,1.87
3184,3.8,10,240,0.308,1,2.13
3185,1.5,8,96,0.479,1,2.19
3186,2.5,8,157,0.413,1,2.06
3187,2.0,8,127,0.422,1,1.86
3188,1.25,8,73,0.325,1,1.53
3189,2.75,8,144,0.398,1,2.06
3190,3.875,8,179,0.375,1,2.02
3191,3.4,10,277,0.303,1,1.84
3192,3.556,9,256,0.33,1,1.79
3193,3.125,8,200,0.415,1,1.89
3194,2.875,8,184,0.462,1,1.89
3195,1.5,8,89,0.417,1,1.74
3196,2.6,10,200,0.354,1,2.09
3197,23.727,11,1898,0.251,1,2.0
3198,15.909,11,902,0.21,1,1.98
3199,5.0,8,258,0.363,1,1.68
3200,8.75,8,407,0.279,1,1.68
3201,26.2,10,1811,0.281,1,1.89
3202,2.875,8,162,0.375,1,2.09
3203,4.875,8,309,0.369,1,2.05
3204,1.125,8,72,0.431,1,2.38
3205,1.25,8,73,0.363,1,3.22
3206,4.0,10,272,0.295,1,1.9
3207,2.0,7,98,0.5,1,2.72
3208,3.333,9,192,0.304,1,1.86
3209,3.571,7,175,0.434,1,1.81
3210,5.2,5,128,0.523,1,1.89
3211,1.5,8,87,0.427,1,2.16
3212,5.3,10,481,0.294,1,1.75
3213,9.9,10,766,0.264,1,1.92
3214,3.1,10,221,0.339,1,2.14
3215,0.9,10,70,0.3,1,2.25
3216,5.4,10,372,0.306,1,1.94
3217,6.25,8,366,0.378,1,1.7
3218,1.875,8,111,0.417,1,2.17
3219,4.375,8,257,0.393,1,1.96
3220,3.4,10,272,0.279,1,1.86
3221,2.0,8,115,0.344,1,1.91
3222,1.714,7,58,0.393,1,2.36
3223,3.0,8,161,0.438,1,1.95
3224,2.125,8,117,0.382,1,2.48
3225,2.375,8,123,0.388,1,1.97
3226,3.0,8,132,0.323,1,2.21
3227,3.1,10,295,0.329,1,2.08
3228,10.0,8,597,0.347,1,1.75
3229,1.667,9,112,0.244,1,1.57
3230,6.727,11,566,0.247,1,1.97
3231,3.9,10,281,0.308,1,1.69
3232,7.3,10,577,0.273,1,1.84
3233,4.125,8,186,0.356,1,2.0
3234,1.6,5,39,0.675,1,3.0
3235,0.667,6,19,0.583,1,3.5
3236,25.1,10,1776,0.281,1,1.77
3237,5.2,10,391,0.298,1,2.09
3238,3.125,8,134,0.31,1,1.63
3239,1.125,8,71,0.375,1,2.08
3240,4.375,8,276,0.396,1,1.88
3241,2.125,8,130,0.419,1,2.11
3242,2.571,7,109,0.357,1,2.14
3243,5.429,7,240,0.353,1,2.04
3244,0.667,6,24,0.542,1,1.86
3245,3.0,7,98,0.313,1,2.09
3246,24.2,10,1401,0.26,1,2.08
3247,6.3,10,501,0.298,1,1.72
3248,3.222,9,233,0.318,1,1.73
3249,0.625,8,40,0.425,1,1.55
3250,3.125,8,154,0.335,1,1.68
3251,1.125,8,51,0.389,1,2.33
3252,6.222,9,356,0.343,1,1.97
3253,2.0,7,98,0.286,1,1.87
3254,1.167,6,41,0.476,1,2.22
3255,3.833,6,119,0.377,1,2.36
3256,26.1,10,1860,0.269,1,1.81
3257,23.818,11,1781,0.242,1,1.91
3258,23.727,11,1833,0.246,1,1.93
3259,0.875,8,56,0.429,1,2.67
3260,1.75,8,99,0.339,1,1.73
3261,5.2,10,351,0.294,1,2.13
3262,2.571,7,126,0.468,1,2.81
3263,2.125,8,133,0.441,1,1.67
3264,1.5,8,83,0.458,1,2.1
3265,2.875,8,152,0.353,1,1.91
3266,3.1,10,259,0.284,1,1.69
3267,1.625,8,101,0.452,1,1.96
3268,0.5,8,32,0.594,1,2.71
3269,1.625,8,96,0.423,1,1.76
3270,1.5,8,92,0.521,1,2.5
3271,4.1,10,332,0.324,1,1.87
3272,1.0,9,73,0.296,1,1.6
3273,2.75,8,160,0.375,1,1.78
3274,12.0,10,918,0.279,1,1.7
3275,7.111,9,276,0.177,1,2.32
3276,7.571,7,215,0.342,1,2.4
3277,4.125,8,234,0.436,1,1.89
3278,4.667,9,311,0.325,1,1.71
3279,1.857,7,86,0.429,1,2.05
3280,2.571,7,124,0.397,1,1.79
3281,2.714,7,129,0.451,1,2.73
3282,0.571,7,28,0.536,1,5.0
3283,2.857,7,130,0.407,1,1.97
3284,3.222,9,169,0.307,1,1.95
3285,5.111,9,355,0.316,1,1.72
3286,1.625,8,97,0.365,1,1.65
3287,1.5,8,67,0.385,1,2.47
3288,6.25,8,291,0.36,1,1.97
3289,1.286,7,44,0.365,1,1.64
3290,2.7,10,174,0.3,1,1.98
3291,5.857,7,287,0.422,1,1.73
3292,2.0,9,124,0.327,1,1.83
3293,1.4,5,35,0.686,1,3.0
3294,2.8,5,65,0.543,1,2.0
3295,5.4,5,135,0.548,1,2.18
3296,1.4,5,35,0.6,1,2.33
3297,3.0,5,71,0.547,1,2.05
3298,4.0,8,251,0.375,1,2.09
3299,0.625,8,40,0.525,1,3.0
3300,3.25,8,171,0.37,1,1.75
3301,3.125,8,159,0.38,1,1.81
3302,6.5,8,366,0.38,1,1.88
3303,1.875,8,111,0.425,1,1.96
3304,3.0,8,185,0.375,1,1.8
3305,2.75,8,176,0.426,1,2.42
3306,11.9,10,791,0.275,1,1.84
3307,3.4,10,272,0.303,1,1.81
3308,0.875,8,56,0.518,1,2.64
3309,7.875,8,370,0.333,1,1.58
3310,1.333,6,48,0.5,1,2.18
3311,1.167,6,42,0.5,1,1.75
3312,23.727,11,1711,0.231,1,1.87
3313,1.875,8,114,0.458,1,2.2
3314,15.7,10,887,0.233,1,1.65
3315,17.1,10,773,0.126,1,1.78
3316,3.2,5,74,0.563,1,2.65
3317,13.5,8,750,0.348,1,1.65
3318,4.4,10,421,0.35,1,1.9
3319,3.0,8,186,0.385,1,1.8
3320,3.25,8,117,0.24,1,2.5
3321,5.2,10,442,0.269,1,2.0
3322,5.375,8,307,0.34,1,1.83
3323,0.625,8,40,0.475,1,2.38
3324,0.75,8,44,0.417,1,2.22
3325,1.125,8,57,0.389,1,2.0
3326,1.5,8,81,0.396,1,2.11
3327,2.857,7,140,0.429,1,1.94
3328,2.286,7,96,0.438,1,2.04
3329,3.6,10,256,0.264,1,1.86
3330,6.222,9,347,0.327,1,1.94
3331,1.167,6,35,0.452,1,2.11
3332,8.818,11,678,0.266,1,2.04
3333,0.9,10,77,0.344,1,1.72
3334,3.7,10,332,0.33,1,2.0
3335,1.4,10,126,0.314,1,1.91
3336,4.0,10,273,0.295,1,2.07
3337,4.1,10,221,0.266,1,1.98
3338,21.2,10,1293,0.24,1,1.85
3339,4.5,10,323,0.282,1,1.84
3340,2.25,8,144,0.403,1,1.61
3341,4.75,8,233,0.339,1,1.75
3342,6.429,7,243,0.381,1,2.22
3343,2.667,6,81,0.49,1,1.96
3344,4.444,9,315,0.275,1,1.6
3345,2.0,10,171,0.375,1,2.27
3346,2.0,8,119,0.406,1,1.68
3347,2.625,8,161,0.417,1,1.94
3348,0.875,8,54,0.357,1,1.82
3349,0.5,8,25,0.406,1,2.17
3350,4.0,8,229,0.387,1,1.62
3351,2.3,10,182,0.343,1,1.88
3352,1.286,7,53,0.397,1,2.78
3353,3.667,9,243,0.36,1,2.02
3354,0.667,6,18,0.5,1,6.0
