,bknwy_cat,stlmt_cat,bkon8_cat,rkxwp_cat,skach_cat,skrxp_cat,rimmx_cat,wkpos_cat,reskd_cat,simpl_cat,thrsk_cat,qxmsq_cat,spcop_cat,wkovl_cat,wkcti_cat,skewr_cat,bkona_cat,hdchk_cat
1442,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1443,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1444,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1445,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1446,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1447,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,t,f
1448,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1449,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1450,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1451,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1452,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1453,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1454,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1455,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1456,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1457,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,t,f
1458,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1459,f,f,t,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1460,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1461,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1462,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,t,f
1463,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1464,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1465,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1466,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1467,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1468,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f
1469,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1470,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1471,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1472,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1473,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1474,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1475,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1476,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1477,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1478,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1479,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1480,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1481,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1482,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1483,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1484,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1485,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1486,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1487,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1488,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1489,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1490,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1491,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1492,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1493,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1494,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f,f,f
1495,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f,f,f
1496,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1497,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1498,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1499,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1500,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1501,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1502,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1503,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,t,f
1504,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1505,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1506,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,t,f
1507,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1508,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1509,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1510,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1511,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1512,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
1513,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1514,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1515,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1516,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1517,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1518,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1519,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f
1520,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1521,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1522,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1523,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1524,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1525,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1526,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1527,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1528,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1529,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1530,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1531,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1532,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1533,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1534,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
1535,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1536,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1537,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
1538,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
1539,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1540,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
1541,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1542,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
1543,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1544,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1545,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1546,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
1547,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1548,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1549,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1550,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1551,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f
1552,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1553,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1554,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1555,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f
1556,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1557,t,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1558,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f,f,f
1559,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1560,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f
1561,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1562,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1563,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1564,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f
1565,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,t,f
1566,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1567,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1568,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1569,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1570,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1571,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1572,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1573,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1574,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1575,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1576,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1577,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1578,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1579,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1580,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1581,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1582,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1583,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1584,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1585,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1586,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1587,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1588,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1589,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1590,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1591,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
1592,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1593,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1594,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1595,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1596,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1597,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1598,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1599,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1600,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f
1601,f,f,f,t,f,f,f,f,f,t,f,f,f,t,f,t,f,f
1602,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f
1603,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,f
1604,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1605,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f
1606,f,f,f,f,f,f,f,t,f,t,t,f,f,t,f,t,f,f
1607,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f
1608,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,f
1609,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1610,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f
1611,t,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f
1612,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,t,f
1613,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,t,f,f
1614,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f
1615,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1616,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1617,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1618,f,f,f,f,f,f,f,t,f,t,f,t,f,t,f,t,f,f
1619,f,f,f,t,f,f,f,t,f,f,f,t,f,t,f,t,f,f
1620,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1621,f,f,t,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
1622,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,t,f
1623,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1624,f,f,t,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
1625,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1626,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1627,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,t,f
1628,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
1629,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1630,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1631,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1632,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1633,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
1634,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1635,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1636,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,t,f
1637,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,t,f
1638,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,t,f
1639,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,t,f
1640,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1641,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1642,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
1643,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1644,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f
1645,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1646,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
1647,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,t,f
1648,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
1649,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
1650,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,t,f,f
1651,f,f,f,t,f,f,f,t,f,f,f,t,f,t,f,t,f,f
1652,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1653,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1654,f,f,f,f,f,f,f,t,f,t,f,t,f,t,f,f,f,f
1655,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f,f,f
1656,f,f,f,t,f,f,f,t,f,f,f,t,f,t,f,f,f,f
1657,f,f,t,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f
1658,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,t,f
1659,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,t,f
1660,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,t,f
1661,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1662,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f
1663,f,f,f,f,f,f,f,f,f,t,f,f,f,t,t,t,f,f
1664,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,f,f
1665,t,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,f,f
1666,f,f,f,t,f,f,f,t,f,t,f,f,f,t,t,t,f,f
1667,f,f,f,t,f,f,f,t,f,t,f,f,f,t,t,t,f,f
1668,f,f,f,f,f,f,f,t,f,f,f,f,f,t,t,t,f,f
1669,f,f,f,t,f,f,f,t,f,f,f,f,f,t,t,t,f,f
1670,f,f,f,t,f,f,f,t,f,f,f,f,f,t,t,t,f,f
1671,f,f,f,f,f,f,f,f,f,t,t,f,f,t,f,t,f,f
1672,f,f,f,t,f,f,f,f,f,t,f,f,f,t,f,t,f,f
1673,f,f,f,f,f,f,f,t,f,t,t,f,f,t,f,t,f,f
1674,f,f,f,f,f,f,f,f,f,t,f,f,f,t,t,t,f,f
1675,f,f,f,f,t,f,f,f,f,t,f,f,f,t,t,t,f,f
1676,f,f,f,f,f,f,f,f,f,t,f,f,f,t,t,t,f,f
1677,f,f,f,f,f,t,f,f,f,t,f,f,f,t,t,t,f,f
1678,f,f,f,f,f,f,f,f,f,t,t,f,f,t,f,t,f,f
1679,f,f,f,f,f,f,f,f,f,t,t,f,f,t,f,t,f,f
1680,f,f,f,f,f,f,f,f,f,t,t,f,f,t,t,t,f,f
1681,f,f,f,f,f,f,f,f,f,t,t,f,f,t,t,t,f,f
1682,f,f,f,f,f,f,f,f,f,t,t,f,f,t,t,t,f,f
1683,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,f,f
1684,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,f,f
1685,f,f,f,f,f,t,f,f,f,f,f,f,f,t,t,t,f,f
1686,f,f,f,f,t,t,f,f,f,f,f,f,f,t,t,t,f,f
1687,f,f,f,f,f,f,f,t,f,t,t,f,f,t,f,t,f,f
1688,f,f,f,f,f,f,f,t,f,t,t,f,f,t,t,t,f,f
1689,f,f,f,f,f,f,f,t,f,t,t,f,f,t,t,t,f,f
1690,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,t,f,f
1691,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,t,f,f
1692,t,f,f,f,f,f,f,f,f,t,f,f,f,t,t,t,f,f
1693,f,f,f,f,f,f,f,f,t,t,t,f,f,f,t,t,f,f
1694,f,f,f,f,f,f,f,f,t,t,t,f,f,f,t,t,f,f
1695,t,f,f,f,f,f,f,f,t,t,t,f,f,f,t,t,f,f
1696,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f
1697,t,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,f,f
1698,t,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f
1699,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f
1700,t,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,f,f
1701,t,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f
1702,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f
1703,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f
1704,t,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,f,f
1705,t,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f
1706,f,f,f,f,f,f,f,t,f,t,f,f,f,t,t,t,f,f
1707,f,f,f,f,f,f,f,t,t,t,t,f,f,f,t,t,f,f
1708,f,f,f,f,f,f,f,t,t,t,t,f,f,f,t,t,f,f
1709,f,f,f,f,f,f,f,t,t,t,t,f,f,f,t,t,f,f
1710,f,f,f,t,f,f,f,t,f,t,f,f,f,t,t,t,f,f
1711,f,f,f,t,f,f,f,t,f,t,f,f,f,f,t,t,f,f
1712,f,f,f,t,f,f,f,t,f,t,f,f,f,f,f,t,f,f
1713,f,f,f,f,f,f,f,t,f,f,f,f,f,f,t,t,f,f
1714,f,f,f,f,f,f,f,t,f,f,f,f,f,f,t,t,f,f
1715,f,f,f,t,f,f,f,t,f,f,f,f,f,t,t,t,f,f
1716,f,f,f,t,f,f,f,t,f,f,f,f,f,f,t,t,f,f
1717,f,f,f,t,f,f,f,t,f,f,f,f,f,f,t,t,f,f
1718,f,f,f,t,f,f,f,t,f,f,f,f,f,f,t,t,t,f
1719,t,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f
1720,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,t,f
1721,t,f,f,f,f,f,f,f,f,t,t,f,f,f,f,t,f,f
1722,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,t,f,f
1723,f,f,f,t,f,f,f,f,f,t,t,f,f,f,f,t,f,f
1724,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f
1725,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f
1726,f,f,f,f,f,f,f,f,f,t,f,t,f,f,t,t,f,f
1727,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,t,f,f
1728,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1729,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1730,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1731,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1732,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1733,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1734,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1735,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1736,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1737,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f
1738,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1739,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f
1740,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f
1741,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
1742,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
1743,f,f,f,f,f,f,f,t,f,t,f,t,f,t,t,t,f,f
1744,f,f,f,f,f,f,f,t,f,f,f,t,f,t,t,t,f,f
1745,f,f,f,t,f,f,f,t,f,f,f,t,f,t,t,t,f,f
1746,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,t,f,f
1747,f,f,f,f,f,f,f,t,f,f,f,t,f,f,t,t,f,f
1748,f,f,f,f,f,f,f,f,f,t,f,f,f,t,t,t,f,f
1749,f,f,f,t,f,f,f,f,f,t,f,f,f,t,t,t,f,f
1750,f,f,f,t,f,f,f,f,f,t,f,f,f,t,f,t,f,f
1751,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,f,f
1752,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f
1753,t,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f
1754,t,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,f,f
1755,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f
1756,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f
1757,f,f,f,t,f,f,f,f,f,f,f,f,f,t,t,t,f,f
1758,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1759,f,f,f,t,f,f,f,f,f,f,f,f,f,t,t,t,f,f
1760,f,f,f,t,f,f,f,t,f,t,f,f,f,t,t,t,f,f
1761,f,f,f,t,f,f,f,t,f,t,f,f,f,t,t,t,f,f
1762,f,f,f,f,f,f,f,t,f,f,f,f,f,t,t,t,t,f
1763,f,f,f,f,f,f,f,t,f,f,f,f,f,f,t,t,t,f
1764,f,f,f,f,f,f,f,t,f,f,f,f,f,f,t,t,f,f
1765,f,f,f,t,f,f,f,t,f,f,f,f,f,t,t,t,f,f
1766,f,f,f,t,f,f,f,t,f,f,f,f,f,f,t,t,f,f
1767,f,f,f,t,f,f,f,t,f,f,f,f,f,t,t,t,t,f
1768,f,f,f,t,f,f,f,t,f,f,f,f,f,t,t,t,f,f
1769,f,f,f,t,f,f,f,t,f,f,f,f,f,f,t,t,f,f
1770,f,f,f,t,f,f,f,t,f,f,f,f,f,t,t,t,f,f
1771,t,f,t,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
1772,t,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,t,f
1773,f,f,t,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
1774,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1775,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1776,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,t,f
1777,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1778,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1779,f,f,f,f,f,f,f,f,f,t,f,f,f,t,t,t,f,f
1780,f,f,f,f,f,f,f,f,f,t,f,f,f,t,t,t,f,f
1781,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f
1782,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,f,f
1783,f,f,f,t,f,f,f,f,f,f,f,f,f,t,t,t,f,f
1784,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1785,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1786,t,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,t,f
1787,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,t,f
1788,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1789,f,f,f,f,f,f,f,f,t,t,f,f,f,f,t,t,f,f
1790,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,t,f,f
1791,f,f,f,f,f,f,f,f,t,t,f,f,f,f,t,t,f,f
1792,f,f,f,f,f,f,f,f,t,t,f,f,f,f,t,t,f,f
1793,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,t,f,f
1794,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,t,f,f
1795,t,f,f,f,f,f,f,f,f,t,f,f,f,f,t,t,f,f
1796,f,f,f,f,f,f,f,f,t,t,f,f,f,f,t,t,f,f
