,spore-print-color_cat,veil-color_cat,cap-color_cat,stalk-surface-below-ring_cat,ring-type_cat,veil-type_cat,stalk-shape_cat,bruises%3F_cat,cap-surface_cat,ring-number_cat,gill-attachment_cat,gill-spacing_cat
529,n,w,y,y,p,p,e,t,y,o,f,c
530,n,w,n,y,p,p,e,t,y,o,f,c
531,k,w,w,s,p,p,e,t,s,o,f,c
532,k,w,w,s,p,p,e,t,y,o,f,c
533,k,w,n,y,p,p,e,t,y,o,f,c
534,k,w,n,s,p,p,e,t,s,o,f,c
535,k,w,w,s,e,p,t,f,f,o,f,w
536,k,w,w,s,p,p,e,t,y,o,f,c
537,k,w,n,s,p,p,e,f,f,o,f,c
538,n,w,y,s,p,p,e,t,y,o,f,c
539,u,w,w,s,p,p,t,t,s,o,f,w
540,k,w,y,s,p,p,e,t,s,o,f,c
541,k,w,g,f,e,p,t,f,f,o,f,w
542,n,w,w,s,p,p,e,t,y,o,f,c
543,k,w,y,y,p,p,e,t,y,o,f,c
544,k,w,n,s,e,p,t,f,f,o,f,w
545,k,w,w,s,p,p,e,t,s,o,f,c
546,n,w,y,s,p,p,e,t,y,o,f,c
547,n,w,g,s,p,p,e,f,f,o,f,c
548,u,w,y,s,p,p,t,t,f,o,f,w
549,n,w,y,s,p,p,e,t,s,o,f,c
550,n,w,n,s,p,p,e,f,f,o,f,c
551,n,w,g,s,e,p,t,f,f,o,f,w
552,k,w,y,y,p,p,e,t,y,o,f,c
553,n,w,w,s,p,p,t,t,s,o,f,w
554,k,w,y,s,p,p,e,t,s,o,f,c
555,k,w,y,y,p,p,e,t,y,o,f,c
556,k,w,n,s,p,p,e,t,y,o,f,c
557,u,w,w,s,p,p,t,t,f,o,f,w
558,k,w,w,s,p,p,e,t,s,o,f,c
559,n,w,y,s,p,p,e,t,y,o,f,c
560,n,w,y,s,p,p,e,t,s,o,f,c
561,u,w,y,s,p,p,t,t,s,o,f,w
562,u,w,y,s,p,p,t,t,s,o,f,w
563,k,w,w,s,e,p,t,f,f,o,f,w
564,n,w,w,s,p,p,e,t,s,o,f,c
565,k,w,w,s,p,p,e,t,y,o,f,c
566,n,w,y,s,p,p,e,t,y,o,f,c
567,k,w,g,f,e,p,t,f,s,o,f,w
568,n,w,n,s,p,p,e,t,s,o,f,c
569,k,w,w,s,p,p,e,t,y,o,f,c
570,k,w,w,s,p,p,e,t,s,o,f,c
571,n,w,y,s,p,p,t,t,f,o,f,w
572,k,w,y,s,p,p,e,t,s,o,f,c
573,k,w,w,s,p,p,e,t,y,o,f,c
574,n,w,n,y,p,p,e,t,y,o,f,c
575,n,w,y,s,p,p,e,t,s,o,f,c
576,n,w,n,s,p,p,e,f,f,o,f,c
577,n,w,y,s,p,p,e,t,s,o,f,c
578,n,w,y,y,p,p,e,t,y,o,f,c
579,n,w,n,s,p,p,e,t,s,o,f,c
580,n,w,w,s,p,p,e,t,s,o,f,c
581,n,w,y,s,p,p,e,t,s,o,f,c
582,k,w,w,s,p,p,e,t,y,o,f,c
583,n,w,y,y,p,p,e,t,y,o,f,c
584,k,w,y,y,p,p,e,t,y,o,f,c
585,n,w,w,s,p,p,e,t,y,o,f,c
586,k,w,g,s,p,p,e,f,f,o,f,c
587,k,w,n,s,p,p,e,f,f,o,f,c
588,k,w,g,s,p,p,e,f,f,o,f,c
589,k,w,w,s,p,p,e,t,y,o,f,c
590,k,w,w,s,p,p,e,t,s,o,f,c
591,k,w,g,f,e,p,t,f,s,o,f,w
592,k,w,y,s,p,p,e,t,y,o,f,c
593,n,w,w,s,p,p,e,t,y,o,f,c
594,k,w,y,s,p,p,e,t,s,o,f,c
595,k,w,n,s,p,p,e,t,s,o,f,c
596,k,w,y,s,p,p,e,t,s,o,f,c
597,k,w,w,s,p,p,e,t,y,o,f,c
598,n,w,w,s,p,p,e,t,y,o,f,c
599,k,w,n,s,p,p,e,t,s,o,f,c
600,n,w,g,f,e,p,t,f,s,o,f,w
601,n,w,n,y,p,p,e,t,y,o,f,c
602,n,w,w,f,e,p,t,f,f,o,f,w
603,n,w,n,y,p,p,e,t,y,o,f,c
604,k,w,w,s,p,p,e,t,y,o,f,c
605,k,w,w,s,p,p,e,t,s,o,f,c
606,n,w,g,f,e,p,t,f,s,o,f,w
607,k,w,n,y,p,p,e,t,y,o,f,c
608,k,w,w,s,p,p,e,t,s,o,f,c
609,k,w,g,s,p,p,e,f,f,o,f,c
610,n,w,n,s,e,p,t,f,s,o,f,w
611,n,w,g,f,e,p,t,f,f,o,f,w
612,k,w,w,f,e,p,t,f,s,o,f,w
613,n,w,w,s,p,p,e,t,s,o,f,c
614,k,w,y,y,p,p,e,t,y,o,f,c
615,k,w,w,s,p,p,e,t,s,o,f,c
616,k,w,g,s,e,p,t,f,f,o,f,w
617,k,w,w,s,p,p,e,t,y,o,f,c
618,n,w,y,s,p,p,e,t,s,o,f,c
619,n,w,g,s,p,p,e,f,f,o,f,c
620,k,w,y,y,p,p,e,t,y,o,f,c
621,n,w,w,s,p,p,e,t,s,o,f,c
622,u,w,w,s,p,p,t,t,f,o,f,w
623,k,w,y,y,p,p,e,t,y,o,f,c
624,k,w,g,s,p,p,e,f,f,o,f,c
625,k,w,w,s,p,p,e,t,s,o,f,c
626,u,w,y,s,p,p,t,t,f,o,f,w
627,k,w,g,s,p,p,e,f,f,o,f,c
628,n,w,w,s,p,p,e,t,y,o,f,c
629,k,w,w,s,p,p,e,t,s,o,f,c
630,n,w,n,s,e,p,t,f,f,o,f,w
631,k,w,y,s,p,p,e,t,y,o,f,c
632,k,w,n,s,p,p,t,t,f,o,f,c
633,k,w,n,y,p,p,e,t,y,o,f,c
634,n,w,n,y,p,p,e,t,y,o,f,c
635,n,w,y,s,p,p,e,t,y,o,f,c
636,k,w,y,y,p,p,e,t,y,o,f,c
637,k,w,y,s,p,p,e,t,y,o,f,c
638,k,w,n,s,e,p,t,f,s,o,f,w
639,k,w,w,s,p,p,e,t,y,o,f,c
640,k,w,y,s,p,p,e,t,y,o,f,c
641,n,w,n,y,p,p,e,t,y,o,f,c
642,k,w,n,y,p,p,e,t,y,o,f,c
643,k,w,n,y,p,p,e,t,y,o,f,c
644,k,w,y,y,p,p,e,t,y,o,f,c
645,u,w,y,s,p,p,t,t,s,o,f,w
646,k,w,w,s,p,p,e,t,y,o,f,c
647,k,w,w,s,p,p,e,t,s,o,f,c
648,k,w,y,s,p,p,e,t,y,o,f,c
649,u,w,w,s,p,p,t,t,f,o,f,w
650,k,w,y,s,p,p,e,t,s,o,f,c
651,n,w,y,s,p,p,e,t,s,o,f,c
652,k,w,y,y,p,p,e,t,y,o,f,c
653,k,w,n,s,p,p,e,t,y,o,f,c
654,k,w,w,s,p,p,e,t,y,o,f,c
655,n,w,y,s,p,p,e,t,s,o,f,c
656,n,w,w,s,e,p,t,f,f,o,f,w
657,k,w,y,s,p,p,e,t,s,o,f,c
658,k,w,y,y,p,p,e,t,y,o,f,c
659,n,w,g,s,p,p,e,f,f,o,f,c
660,k,w,w,s,p,p,e,t,s,o,f,c
661,k,w,w,s,p,p,e,t,s,o,f,c
662,k,w,n,s,p,p,e,t,y,o,f,c
663,n,w,n,s,p,p,e,t,s,o,f,c
664,n,w,w,s,p,p,e,t,s,o,f,c
665,n,w,y,s,p,p,e,t,s,o,f,c
666,n,w,n,y,p,p,e,t,y,o,f,c
667,n,w,y,y,p,p,e,t,y,o,f,c
668,n,w,y,y,p,p,e,t,y,o,f,c
669,n,w,w,s,p,p,e,t,y,o,f,c
670,k,w,y,s,p,p,e,t,s,o,f,c
671,n,w,n,s,p,p,e,f,f,o,f,c
672,k,w,n,s,e,p,t,f,f,o,f,w
673,u,w,y,s,p,p,t,t,f,o,f,w
674,n,w,y,y,p,p,e,t,y,o,f,c
675,k,w,n,s,p,p,e,f,f,o,f,c
676,n,w,g,s,p,p,e,f,f,o,f,c
677,n,w,n,y,p,p,e,t,y,o,f,c
678,n,w,y,y,p,p,e,t,y,o,f,c
679,k,w,w,s,p,p,e,t,s,o,f,c
680,n,w,w,s,p,p,t,t,s,o,f,w
681,n,w,w,s,p,p,e,t,y,o,f,c
682,u,w,y,s,p,p,t,t,f,o,f,w
683,k,w,y,s,p,p,e,t,s,o,f,c
684,n,w,n,s,p,p,t,t,f,o,f,c
685,k,w,w,s,p,p,e,t,y,o,f,c
686,k,w,g,s,p,p,e,f,f,o,f,c
687,n,w,w,s,p,p,e,t,y,o,f,c
688,k,w,y,s,p,p,e,t,y,o,f,c
689,k,w,w,s,p,p,e,t,s,o,f,c
690,k,w,y,s,p,p,e,t,s,o,f,c
691,k,w,w,s,p,p,e,t,y,o,f,c
692,n,w,n,y,p,p,e,t,y,o,f,c
693,n,w,g,s,e,p,t,f,s,o,f,w
694,n,w,n,s,p,p,e,t,y,o,f,c
695,n,w,w,s,p,p,e,t,y,o,f,c
696,n,w,y,s,p,p,e,t,s,o,f,c
697,k,w,n,s,p,p,e,t,y,o,f,c
698,n,w,n,s,p,p,e,t,s,o,f,c
699,n,w,n,s,e,p,t,f,s,o,f,w
700,k,w,n,s,p,p,e,t,s,o,f,c
701,n,w,g,f,e,p,t,f,f,o,f,w
702,k,w,y,y,p,p,e,t,y,o,f,c
703,k,w,w,s,p,p,e,t,y,o,f,c
704,n,w,y,y,p,p,e,t,y,o,f,c
705,k,w,y,y,p,p,e,t,y,o,f,c
706,k,w,y,s,p,p,e,t,y,o,f,c
707,k,w,n,s,p,p,e,f,f,o,f,c
708,n,w,w,s,p,p,e,t,s,o,f,c
709,k,w,y,s,p,p,e,t,y,o,f,c
710,k,w,y,y,p,p,e,t,y,o,f,c
711,n,w,n,f,e,p,t,f,s,o,f,w
712,n,w,w,s,p,p,e,t,s,o,f,c
713,n,w,y,s,p,p,e,t,y,o,f,c
714,k,w,y,s,p,p,e,t,y,o,f,c
715,n,w,y,s,p,p,e,t,y,o,f,c
716,n,w,w,s,p,p,e,t,s,o,f,c
717,k,w,y,y,p,p,e,t,y,o,f,c
718,n,w,n,y,p,p,e,t,y,o,f,c
719,k,w,n,s,p,p,e,f,f,o,f,c
720,n,w,n,y,p,p,e,t,y,o,f,c
721,k,w,w,s,p,p,e,t,s,o,f,c
722,n,w,y,s,p,p,t,t,s,o,f,w
723,n,w,n,s,e,p,t,f,s,o,f,w
724,k,w,y,y,p,p,e,t,y,o,f,c
725,n,w,n,s,p,p,e,t,y,o,f,c
726,n,w,w,s,p,p,e,t,s,o,f,c
727,n,w,w,s,e,p,t,f,f,o,f,w
728,n,w,w,s,p,p,e,t,s,o,f,c
729,k,w,w,s,p,p,e,t,y,o,f,c
730,k,w,y,y,p,p,e,t,y,o,f,c
731,n,w,n,s,e,p,t,f,f,o,f,w
732,n,w,w,s,p,p,e,t,s,o,f,c
733,k,w,w,s,p,p,e,t,y,o,f,c
734,k,w,w,s,p,p,e,t,y,o,f,c
735,n,w,w,s,p,p,e,t,y,o,f,c
736,n,w,w,s,p,p,t,t,f,o,f,w
737,k,w,w,s,p,p,e,t,y,o,f,c
738,k,w,w,s,p,p,e,t,s,o,f,c
739,k,w,g,s,p,p,e,f,f,o,f,c
740,k,w,n,s,p,p,e,f,f,o,f,c
741,k,w,w,s,p,p,e,t,s,o,f,c
742,k,w,n,y,p,p,e,t,y,o,f,c
743,n,w,w,s,p,p,e,t,y,o,f,c
744,n,w,y,y,p,p,e,t,y,o,f,c
745,n,w,w,s,p,p,e,t,y,o,f,c
746,n,w,w,s,p,p,e,t,y,o,f,c
747,k,w,w,s,p,p,e,t,y,o,f,c
748,n,w,n,s,p,p,e,t,s,o,f,c
749,u,w,y,s,p,p,t,t,s,o,f,w
750,n,w,n,y,p,p,e,t,y,o,f,c
751,n,w,y,s,p,p,e,t,s,o,f,c
752,u,w,w,s,p,p,t,t,s,o,f,w
753,k,w,y,s,p,p,e,t,y,o,f,c
754,n,w,y,s,p,p,e,t,y,o,f,c
755,k,w,y,s,p,p,e,t,s,o,f,c
756,n,w,y,y,p,p,e,t,y,o,f,c
757,n,w,w,f,e,p,t,f,s,o,f,w
758,n,w,y,s,p,p,e,t,y,o,f,c
759,k,w,n,y,p,p,e,t,y,o,f,c
760,n,w,w,s,p,p,e,t,s,o,f,c
761,k,w,n,y,p,p,e,t,y,o,f,c
762,n,w,w,s,p,p,e,t,s,o,f,c
763,n,w,n,s,p,p,e,f,f,o,f,c
764,k,w,n,y,p,p,e,t,y,o,f,c
765,k,w,g,f,e,p,t,f,f,o,f,w
766,n,w,w,s,p,p,t,t,s,o,f,w
767,n,w,n,s,p,p,e,f,f,o,f,c
768,n,w,y,s,p,p,e,t,y,o,f,c
769,k,w,w,s,p,p,e,t,s,o,f,c
770,n,w,w,s,p,p,e,t,s,o,f,c
771,n,w,y,s,p,p,e,t,s,o,f,c
772,k,w,y,s,p,p,e,t,y,o,f,c
773,n,w,y,s,p,p,t,t,s,o,f,w
774,k,w,g,s,e,p,t,f,f,o,f,w
775,n,w,y,y,p,p,e,t,y,o,f,c
776,n,w,n,s,p,p,e,t,y,o,f,c
777,n,w,n,y,p,p,e,t,y,o,f,c
778,n,w,y,s,p,p,e,t,s,o,f,c
779,n,w,w,s,p,p,e,t,y,o,f,c
780,k,w,y,s,p,p,e,t,y,o,f,c
781,k,w,n,s,p,p,e,f,f,o,f,c
782,k,w,y,s,p,p,e,t,y,o,f,c
783,k,w,w,s,p,p,e,t,s,o,f,c
784,k,w,w,s,p,p,e,t,s,o,f,c
785,k,w,n,s,p,p,e,t,s,o,f,c
786,k,w,n,s,p,p,e,f,f,o,f,c
787,n,w,y,s,p,p,e,t,y,o,f,c
788,n,w,n,s,p,p,e,t,y,o,f,c
789,k,w,y,y,p,p,e,t,y,o,f,c
790,n,w,y,s,p,p,e,t,y,o,f,c
791,k,w,n,y,p,p,e,t,y,o,f,c
792,k,w,w,s,p,p,e,t,y,o,f,c
793,n,w,y,s,p,p,e,t,s,o,f,c
794,n,w,n,s,p,p,e,t,y,o,f,c
795,n,w,n,s,p,p,e,t,y,o,f,c
796,k,w,y,s,p,p,e,t,y,o,f,c
797,k,w,w,s,e,p,t,f,s,o,f,w
798,n,w,w,s,p,p,e,t,s,o,f,c
799,n,w,n,y,p,p,e,t,y,o,f,c
800,k,w,w,s,p,p,e,t,s,o,f,c
801,n,w,y,s,p,p,e,t,y,o,f,c
802,n,w,n,s,p,p,e,t,s,o,f,c
803,k,w,y,s,p,p,e,t,y,o,f,c
804,n,w,w,s,p,p,e,t,y,o,f,c
805,k,w,y,y,p,p,e,t,y,o,f,c
806,k,w,w,s,p,p,e,t,y,o,f,c
807,k,w,y,y,p,p,e,t,y,o,f,c
808,n,w,y,s,p,p,e,t,s,o,f,c
809,n,w,y,s,p,p,t,t,s,o,f,w
810,k,w,y,s,p,p,e,t,s,o,f,c
811,k,w,y,s,p,p,e,t,s,o,f,c
812,k,w,w,s,p,p,e,t,y,o,f,c
813,n,w,w,s,p,p,e,t,y,o,f,c
814,k,w,n,s,p,p,e,t,s,o,f,c
815,k,w,w,s,p,p,e,t,s,o,f,c
816,k,w,n,y,p,p,e,t,y,o,f,c
817,k,w,y,y,p,p,e,t,y,o,f,c
818,n,w,w,s,p,p,t,t,s,o,f,w
819,n,w,w,s,p,p,e,t,y,o,f,c
820,n,w,y,s,p,p,e,t,s,o,f,c
821,k,w,g,s,p,p,e,f,f,o,f,c
822,k,w,y,s,p,p,e,t,s,o,f,c
823,n,w,w,s,p,p,e,t,s,o,f,c
824,k,w,n,y,p,p,e,t,y,o,f,c
825,k,w,y,s,p,p,e,t,y,o,f,c
826,n,w,w,s,p,p,t,t,f,o,f,w
827,u,w,w,s,p,p,t,t,f,o,f,w
828,n,w,w,s,p,p,e,t,s,o,f,c
829,u,w,y,s,p,p,t,t,s,o,f,w
830,k,w,g,s,p,p,e,f,f,o,f,c
831,n,w,y,s,p,p,t,t,f,o,f,w
832,k,w,n,y,p,p,e,t,y,o,f,c
833,n,w,y,y,p,p,e,t,y,o,f,c
834,n,w,y,y,p,p,e,t,y,o,f,c
835,n,w,n,s,p,p,e,t,s,o,f,c
836,n,w,y,s,p,p,e,t,s,o,f,c
837,n,w,w,s,p,p,e,t,y,o,f,c
838,k,w,y,s,p,p,e,t,y,o,f,c
839,k,w,w,s,p,p,e,t,y,o,f,c
840,u,w,y,s,p,p,t,t,s,o,f,w
841,n,w,n,s,p,p,e,t,y,o,f,c
842,n,w,w,s,p,p,e,t,s,o,f,c
843,k,w,g,s,p,p,e,f,f,o,f,c
844,k,w,y,s,p,p,e,t,s,o,f,c
845,n,w,g,f,e,p,t,f,f,o,f,w
846,n,w,y,s,p,p,e,t,y,o,f,c
847,n,w,w,s,p,p,e,t,y,o,f,c
848,n,w,y,s,p,p,e,t,s,o,f,c
849,u,w,w,s,p,p,t,t,s,o,f,w
850,n,w,w,s,p,p,e,t,s,o,f,c
851,k,w,n,y,p,p,e,t,y,o,f,c
852,n,w,g,s,p,p,e,f,f,o,f,c
853,n,w,w,s,e,p,t,f,f,o,f,w
854,k,w,n,s,p,p,e,f,f,o,f,c
855,k,w,n,y,p,p,e,t,y,o,f,c
856,u,w,y,s,p,p,t,t,s,o,f,w
857,n,w,y,s,p,p,e,t,s,o,f,c
858,k,w,y,s,p,p,e,t,s,o,f,c
859,k,w,n,s,p,p,e,t,s,o,f,c
860,n,w,n,y,p,p,e,t,y,o,f,c
861,n,w,y,s,p,p,e,t,s,o,f,c
862,n,w,y,y,p,p,e,t,y,o,f,c
863,n,w,w,s,p,p,e,t,y,o,f,c
864,n,w,y,s,p,p,e,t,y,o,f,c
865,k,w,y,s,p,p,e,t,y,o,f,c
866,n,w,n,s,p,p,e,f,f,o,f,c
867,n,w,y,y,p,p,e,t,y,o,f,c
868,n,w,g,s,p,p,e,f,f,o,f,c
869,n,w,y,s,p,p,e,t,s,o,f,c
870,k,w,n,y,p,p,e,t,y,o,f,c
871,n,w,y,s,p,p,e,t,s,o,f,c
872,n,w,y,s,p,p,e,t,y,o,f,c
873,k,w,n,s,p,p,t,t,f,o,f,c
874,n,w,w,s,p,p,e,t,s,o,f,c
875,n,w,y,y,p,p,e,t,y,o,f,c
876,n,w,w,s,p,p,e,t,y,o,f,c
877,k,w,w,s,p,p,e,t,s,o,f,c
878,n,w,y,y,p,p,e,t,y,o,f,c
879,n,w,y,s,p,p,e,t,s,o,f,c
880,n,w,w,s,p,p,t,t,f,o,f,w
881,n,w,g,f,e,p,t,f,s,o,f,w
882,k,w,w,s,p,p,e,t,y,o,f,c
883,k,w,w,s,p,p,e,t,y,o,f,c
884,k,w,y,y,p,p,e,t,y,o,f,c
885,u,w,w,s,p,p,t,t,s,o,f,w
886,n,w,y,s,p,p,e,t,s,o,f,c
887,n,w,y,y,p,p,e,t,y,o,f,c
888,k,w,y,y,p,p,e,t,y,o,f,c
889,n,w,y,s,p,p,e,t,s,o,f,c
890,n,w,n,s,p,p,t,t,f,o,f,c
891,k,w,y,y,p,p,e,t,y,o,f,c
892,k,w,w,s,p,p,e,t,s,o,f,c
893,n,w,y,s,p,p,e,t,s,o,f,c
894,n,w,y,s,p,p,e,t,s,o,f,c
895,n,w,n,y,p,p,e,t,y,o,f,c
896,k,w,y,s,p,p,e,t,y,o,f,c
897,k,w,w,s,p,p,e,t,s,o,f,c
898,k,w,w,s,p,p,e,t,y,o,f,c
899,k,w,y,s,p,p,e,t,s,o,f,c
900,k,w,y,y,p,p,e,t,y,o,f,c
901,n,w,w,f,e,p,t,f,f,o,f,w
902,k,w,n,f,e,p,t,f,s,o,f,w
903,n,w,w,s,e,p,t,f,s,o,f,w
904,n,w,y,s,p,p,e,t,s,o,f,c
905,k,w,w,s,e,p,t,f,f,o,f,w
906,k,w,n,s,p,p,e,t,s,o,f,c
907,n,w,g,f,e,p,t,f,f,o,f,w
908,n,w,n,s,p,p,e,t,y,o,f,c
909,n,w,n,s,p,p,e,t,s,o,f,c
910,k,w,w,s,p,p,e,t,s,o,f,c
911,k,w,g,f,e,p,t,f,f,o,f,w
912,k,w,w,s,p,p,e,t,s,o,f,c
913,k,w,g,s,e,p,t,f,f,o,f,w
914,k,w,g,s,e,p,t,f,s,o,f,w
915,n,w,w,s,p,p,e,t,s,o,f,c
916,n,w,w,s,p,p,e,t,s,o,f,c
917,n,w,g,s,p,p,t,t,y,o,f,c
918,n,w,n,f,e,p,t,f,f,o,f,w
919,k,w,w,f,e,p,t,f,s,o,f,w
920,k,w,n,s,e,p,t,f,f,o,f,w
921,n,w,n,f,e,p,t,f,s,o,f,w
922,k,w,y,s,p,p,e,t,y,o,f,c
923,u,w,y,s,p,p,t,t,s,o,f,w
924,n,w,w,s,e,p,t,f,f,o,f,w
925,n,w,n,s,e,p,t,f,s,o,f,w
926,k,w,g,s,e,p,t,f,s,o,f,w
927,k,w,n,s,p,p,e,t,y,o,f,c
928,n,w,g,s,p,p,e,f,f,o,f,c
929,n,w,w,s,p,p,e,t,s,o,f,c
930,k,w,g,s,e,p,t,f,s,o,f,w
931,n,w,g,f,e,p,t,f,f,o,f,w
932,n,w,n,s,p,p,e,t,s,o,f,c
933,n,w,y,s,p,p,e,t,s,o,f,c
934,k,w,n,s,p,p,e,f,f,o,f,c
935,k,w,w,f,e,p,t,f,s,o,f,w
936,k,w,y,s,p,p,e,t,y,o,f,c
937,k,w,n,s,e,p,t,f,f,o,f,w
938,k,w,g,s,e,p,t,f,s,o,f,w
939,n,w,e,s,p,p,t,t,y,o,f,c
940,n,w,y,s,p,p,e,t,y,o,f,c
941,k,w,w,f,e,p,t,f,f,o,f,w
942,n,w,w,s,p,p,e,t,s,o,f,c
943,n,w,g,s,e,p,t,f,f,o,f,w
944,n,w,g,s,p,p,t,t,f,o,f,c
945,n,w,n,f,e,p,t,f,f,o,f,w
946,k,w,w,f,e,p,t,f,f,o,f,w
947,k,w,w,s,p,p,e,t,y,o,f,c
948,k,w,n,s,e,p,t,f,f,o,f,w
949,n,w,n,s,p,p,e,t,y,o,f,c
950,n,w,w,s,p,p,e,t,y,o,f,c
951,k,w,y,s,p,p,e,t,s,o,f,c
952,n,w,g,f,e,p,t,f,s,o,f,w
953,n,w,g,f,e,p,t,f,f,o,f,w
954,n,w,n,s,e,p,t,f,f,o,f,w
955,k,w,w,s,p,p,e,t,s,o,f,c
956,k,w,w,s,p,p,e,t,s,o,f,c
957,k,w,n,s,p,p,t,t,y,o,f,c
958,u,w,w,s,p,p,t,t,f,o,f,w
959,n,w,y,s,p,p,e,t,y,o,f,c
960,k,w,n,f,e,p,t,f,f,o,f,w
961,k,w,w,s,e,p,t,f,f,o,f,w
962,k,w,n,s,p,p,t,t,f,o,f,c
963,n,w,n,s,p,p,t,t,f,o,f,c
964,k,w,g,f,e,p,t,f,s,o,f,w
965,k,w,g,s,e,p,t,f,s,o,f,w
966,k,w,n,s,p,p,e,t,s,o,f,c
967,k,w,n,s,p,p,t,t,f,o,f,c
968,k,w,n,f,e,p,t,f,s,o,f,w
969,k,w,w,f,e,p,t,f,f,o,f,w
970,n,w,n,s,e,p,t,f,f,o,f,w
971,k,w,n,s,p,p,t,t,f,o,f,c
972,k,w,n,s,p,p,t,t,f,o,f,c
973,k,w,g,f,e,p,t,f,f,o,f,w
974,k,w,n,s,p,p,t,t,f,o,f,c
975,k,w,g,f,e,p,t,f,s,o,f,w
976,k,w,w,s,p,p,e,t,y,o,f,c
977,k,w,n,s,p,p,t,t,f,o,f,c
978,n,w,y,s,p,p,e,t,y,o,f,c
979,k,w,g,f,e,p,t,f,f,o,f,w
980,n,w,n,s,p,p,t,t,f,o,f,c
981,k,w,y,s,p,p,e,t,s,o,f,c
982,k,w,g,s,e,p,t,f,f,o,f,w
983,n,w,n,s,e,p,t,f,f,o,f,w
984,k,w,w,s,p,p,e,t,s,o,f,c
985,n,w,w,f,e,p,t,f,f,o,f,w
986,k,w,w,s,e,p,t,f,f,o,f,w
987,n,w,w,f,e,p,t,f,s,o,f,w
988,k,w,g,f,e,p,t,f,s,o,f,w
989,n,w,y,s,p,p,e,t,y,o,f,c
990,k,w,y,s,p,p,e,t,s,o,f,c
991,k,w,g,f,e,p,t,f,s,o,f,w
992,n,w,n,s,e,p,t,f,s,o,f,w
993,k,w,n,s,p,p,e,f,f,o,f,c
994,k,w,w,f,e,p,t,f,s,o,f,w
995,k,w,w,f,e,p,t,f,s,o,f,w
996,n,w,y,s,p,p,e,t,y,o,f,c
997,u,w,w,s,p,p,t,t,s,o,f,w
998,n,w,w,s,p,p,e,t,s,o,f,c
999,k,w,w,s,p,p,e,t,y,o,f,c
1000,k,w,g,s,p,p,t,t,f,o,f,c
1001,n,w,n,y,p,p,e,t,y,o,f,c
1002,n,w,n,s,e,p,t,f,s,o,f,w
1003,k,w,w,s,p,p,e,t,s,o,f,c
1004,n,w,n,y,p,p,e,t,y,o,f,c
1005,n,w,g,f,e,p,t,f,s,o,f,w
1006,n,w,w,s,e,p,t,f,s,o,f,w
1007,n,w,w,s,e,p,t,f,f,o,f,w
1008,n,w,n,s,e,p,t,f,f,o,f,w
1009,n,w,w,s,p,p,e,t,s,o,f,c
1010,n,w,w,s,p,p,e,t,y,o,f,c
1011,k,w,w,s,e,p,t,f,s,o,f,w
1012,n,w,y,y,p,p,e,t,y,o,f,c
1013,k,w,n,f,e,p,t,f,s,o,f,w
1014,k,w,g,f,e,p,t,f,f,o,f,w
1015,u,w,y,s,p,p,t,t,f,o,f,w
1016,n,w,n,y,p,p,e,t,y,o,f,c
1017,n,w,n,s,p,p,t,t,f,o,f,c
1018,n,w,n,s,p,p,e,t,s,o,f,c
1019,k,w,n,s,p,p,t,t,f,o,f,c
1020,n,w,n,f,e,p,t,f,f,o,f,w
1021,k,w,y,s,p,p,e,t,s,o,f,c
1022,k,w,w,s,p,p,e,t,y,o,f,c
1023,n,w,w,s,p,p,e,t,y,o,f,c
1024,k,w,w,s,p,p,e,t,y,o,f,c
1025,n,w,w,s,p,p,e,t,y,o,f,c
1026,n,w,n,s,p,p,e,f,f,o,f,c
1027,u,w,y,s,p,p,t,t,s,o,f,w
1028,k,w,y,s,p,p,e,t,y,o,f,c
1029,k,w,w,s,e,p,t,f,s,o,f,w
1030,n,w,g,s,p,p,t,t,f,o,f,c
1031,k,w,n,s,p,p,e,t,y,o,f,c
1032,n,w,g,f,e,p,t,f,f,o,f,w
1033,n,w,n,f,e,p,t,f,f,o,f,w
1034,n,w,w,s,e,p,t,f,s,o,f,w
1035,k,w,w,f,e,p,t,f,f,o,f,w
1036,k,w,y,s,p,p,e,t,y,o,f,c
1037,n,w,y,s,p,p,t,t,f,o,f,w
1038,k,w,g,s,p,p,e,f,f,o,f,c
1039,k,w,n,s,p,p,e,t,s,o,f,c
1040,n,w,y,y,p,p,e,t,y,o,f,c
1041,k,w,n,y,p,p,e,t,y,o,f,c
1042,k,w,w,s,e,p,t,f,f,o,f,w
1043,n,w,n,s,p,p,t,t,y,o,f,c
1044,n,w,g,f,e,p,t,f,s,o,f,w
1045,n,w,w,s,p,p,e,t,s,o,f,c
1046,n,w,g,f,e,p,t,f,f,o,f,w
1047,n,w,n,s,p,p,e,t,y,o,f,c
1048,k,w,n,s,p,p,t,t,f,o,f,c
1049,k,w,g,f,e,p,t,f,f,o,f,w
1050,k,w,e,s,p,p,t,t,f,o,f,c
1051,k,w,n,s,p,p,t,t,f,o,f,c
1052,n,w,g,f,e,p,t,f,f,o,f,w
1053,n,w,y,y,p,p,e,t,y,o,f,c
1054,k,w,n,s,e,p,t,f,f,o,f,w
1055,k,w,y,s,p,p,e,t,s,o,f,c
1056,n,w,w,s,p,p,t,t,f,o,f,w
1057,n,w,g,f,e,p,t,f,s,o,f,w
1058,k,w,y,s,p,p,e,t,y,o,f,c
1059,n,w,n,s,e,p,t,f,f,o,f,w
