,spore-print-color_cat,class_cat,population_cat,gill-attachment_cat,stalk-color-above-ring_cat,veil-type_cat,cap-color_cat,stalk-surface-above-ring_cat,gill-color_cat,bruises%3F_cat,stalk-shape_cat,odor_cat
530,n,e,y,f,w,p,n,s,n,t,e,a
531,k,e,s,f,w,p,w,s,n,t,e,a
532,k,p,s,f,w,p,w,s,n,t,e,p
533,k,e,y,f,w,p,n,s,w,t,e,l
534,k,p,s,f,w,p,n,s,k,t,e,p
535,k,e,s,f,w,p,w,f,k,f,t,n
536,k,e,s,f,w,p,w,s,k,t,e,a
537,k,e,v,f,w,p,n,s,p,f,e,n
538,n,e,s,f,w,p,y,s,g,t,e,l
539,u,e,v,f,w,p,w,s,p,t,t,a
540,k,e,s,f,w,p,y,s,n,t,e,a
541,k,e,s,f,w,p,g,s,p,f,t,n
542,n,p,s,f,w,p,w,s,n,t,e,p
543,k,e,s,f,w,p,y,s,p,t,e,a
544,k,e,a,f,w,p,n,s,n,f,t,n
545,k,e,s,f,w,p,w,s,w,t,e,a
546,n,e,s,f,w,p,y,s,g,t,e,l
547,n,e,v,f,w,p,g,s,g,f,e,n
548,u,e,v,f,w,p,y,s,p,t,t,l
549,n,e,n,f,w,p,y,s,g,t,e,a
550,n,e,y,f,w,p,n,s,n,f,e,n
551,n,e,s,f,w,p,g,f,h,f,t,n
552,k,e,s,f,w,p,y,s,p,t,e,l
553,n,e,v,f,w,p,w,s,p,t,t,l
554,k,e,s,f,w,p,y,s,k,t,e,l
555,k,e,y,f,w,p,y,s,p,t,e,a
556,k,p,v,f,w,p,n,s,k,t,e,p
557,u,e,v,f,w,p,w,s,w,t,t,l
558,k,e,n,f,w,p,w,s,w,t,e,l
559,n,e,n,f,w,p,y,s,g,t,e,a
560,n,e,s,f,w,p,y,s,g,t,e,a
561,u,e,v,f,w,p,y,s,w,t,t,a
562,u,e,v,f,w,p,y,s,n,t,t,a
563,k,e,s,f,w,p,w,f,n,f,t,n
564,n,e,s,f,w,p,w,s,w,t,e,a
565,k,p,v,f,w,p,w,s,w,t,e,p
566,n,e,n,f,w,p,y,s,g,t,e,a
567,k,e,s,f,w,p,g,s,k,f,t,n
568,n,p,s,f,w,p,n,s,n,t,e,p
569,k,e,n,f,w,p,w,s,w,t,e,a
570,k,e,n,f,w,p,w,s,k,t,e,a
571,n,e,v,f,w,p,y,s,n,t,t,l
572,k,e,n,f,w,p,y,s,k,t,e,a
573,k,e,n,f,w,p,w,s,w,t,e,l
574,n,e,y,f,w,p,n,s,w,t,e,a
575,n,e,s,f,w,p,y,s,w,t,e,l
576,n,e,v,f,w,p,n,s,p,f,e,n
577,n,e,s,f,w,p,y,s,n,t,e,l
578,n,e,y,f,w,p,y,s,w,t,e,l
579,n,p,s,f,w,p,n,s,w,t,e,p
580,n,e,n,f,w,p,w,s,g,t,e,a
581,n,e,s,f,w,p,y,s,w,t,e,a
582,k,e,n,f,w,p,w,s,k,t,e,l
583,n,e,y,f,w,p,y,s,n,t,e,a
584,k,e,s,f,w,p,y,s,w,t,e,a
585,n,e,s,f,w,p,w,s,k,t,e,a
586,k,e,v,f,w,p,g,s,g,f,e,n
587,k,e,y,f,w,p,n,s,n,f,e,n
588,k,e,v,f,w,p,g,s,n,f,e,n
589,k,e,n,f,w,p,w,s,n,t,e,a
590,k,p,s,f,w,p,w,s,k,t,e,p
591,k,e,s,f,w,p,g,s,h,f,t,n
592,k,e,s,f,w,p,y,s,g,t,e,l
593,n,p,s,f,w,p,w,s,k,t,e,p
594,k,e,n,f,w,p,y,s,g,t,e,a
595,k,p,v,f,w,p,n,s,p,t,e,p
596,k,e,n,f,w,p,y,s,n,t,e,l
597,k,e,s,f,w,p,w,s,g,t,e,l
598,n,p,s,f,w,p,w,s,p,t,e,p
599,k,p,s,f,w,p,n,s,n,t,e,p
600,n,e,a,f,w,p,g,s,n,f,t,n
601,n,e,y,f,w,p,n,s,w,t,e,l
602,n,e,a,f,w,p,w,f,k,f,t,n
603,n,e,s,f,w,p,n,s,n,t,e,l
604,k,e,s,f,w,p,w,s,w,t,e,l
605,k,e,n,f,w,p,w,s,n,t,e,a
606,n,e,s,f,w,p,g,s,n,f,t,n
607,k,e,y,f,w,p,n,s,n,t,e,a
608,k,e,s,f,w,p,w,s,w,t,e,l
609,k,e,v,f,w,p,g,s,n,f,e,n
610,n,e,a,f,w,p,n,f,h,f,t,n
611,n,e,s,f,w,p,g,s,n,f,t,n
612,k,e,a,f,w,p,w,s,p,f,t,n
613,n,p,s,f,w,p,w,s,k,t,e,p
614,k,e,s,f,w,p,y,s,p,t,e,l
615,k,e,s,f,w,p,w,s,g,t,e,l
616,k,e,a,f,w,p,g,s,p,f,t,n
617,k,e,s,f,w,p,w,s,g,t,e,l
618,n,e,n,f,w,p,y,s,n,t,e,a
619,n,e,y,f,w,p,g,s,n,f,e,n
620,k,e,s,f,w,p,y,s,p,t,e,l
621,n,e,n,f,w,p,w,s,w,t,e,l
622,u,e,v,f,w,p,w,s,n,t,t,l
623,k,e,s,f,w,p,y,s,n,t,e,a
624,k,e,y,f,w,p,g,s,p,f,e,n
625,k,e,s,f,w,p,w,s,g,t,e,l
626,u,e,v,f,w,p,y,s,w,t,t,l
627,k,e,y,f,w,p,g,s,p,f,e,n
628,n,e,s,f,w,p,w,s,g,t,e,a
629,k,e,n,f,w,p,w,s,k,t,e,a
630,n,e,s,f,w,p,n,s,n,f,t,n
631,k,e,n,f,w,p,y,s,k,t,e,a
632,k,e,v,f,w,p,n,s,n,t,t,n
633,k,e,s,f,w,p,n,s,n,t,e,l
634,n,e,s,f,w,p,n,s,p,t,e,a
635,n,e,s,f,w,p,y,s,w,t,e,a
636,k,e,s,f,w,p,y,s,p,t,e,a
637,k,e,n,f,w,p,y,s,n,t,e,l
638,k,e,s,f,w,p,n,s,h,f,t,n
639,k,e,s,f,w,p,w,s,g,t,e,a
640,k,e,n,f,w,p,y,s,w,t,e,l
641,n,e,y,f,w,p,n,s,n,t,e,a
642,k,e,s,f,w,p,n,s,w,t,e,l
643,k,e,y,f,w,p,n,s,w,t,e,a
644,k,e,s,f,w,p,y,s,n,t,e,l
645,u,e,v,f,w,p,y,s,n,t,t,l
646,k,e,s,f,w,p,w,s,g,t,e,a
647,k,e,n,f,w,p,w,s,k,t,e,l
648,k,e,s,f,w,p,y,s,n,t,e,a
649,u,e,v,f,w,p,w,s,p,t,t,l
650,k,e,s,f,w,p,y,s,n,t,e,a
651,n,e,n,f,w,p,y,s,n,t,e,l
652,k,e,y,f,w,p,y,s,w,t,e,a
653,k,p,s,f,w,p,n,s,w,t,e,p
654,k,p,v,f,w,p,w,s,w,t,e,p
655,n,e,s,f,w,p,y,s,g,t,e,l
656,n,e,s,f,w,p,w,s,k,f,t,n
657,k,e,n,f,w,p,y,s,g,t,e,a
658,k,e,y,f,w,p,y,s,w,t,e,l
659,n,e,y,f,w,p,g,s,k,f,e,n
660,k,e,s,f,w,p,w,s,n,t,e,a
661,k,e,s,f,w,p,w,s,k,t,e,l
662,k,p,s,f,w,p,n,s,n,t,e,p
663,n,p,s,f,w,p,n,s,k,t,e,p
664,n,e,s,f,w,p,w,s,g,t,e,l
665,n,e,n,f,w,p,y,s,w,t,e,a
666,n,e,s,f,w,p,n,s,w,t,e,a
667,n,e,y,f,w,p,y,s,p,t,e,l
668,n,e,y,f,w,p,y,s,n,t,e,l
669,n,e,n,f,w,p,w,s,w,t,e,a
670,k,e,s,f,w,p,y,s,k,t,e,a
671,n,e,v,f,w,p,n,s,p,f,e,n
672,k,e,a,f,w,p,n,s,p,f,t,n
673,u,e,v,f,w,p,y,s,w,t,t,l
674,n,e,s,f,w,p,y,s,w,t,e,l
675,k,e,y,f,w,p,n,s,g,f,e,n
676,n,e,v,f,w,p,g,s,k,f,e,n
677,n,e,y,f,w,p,n,s,n,t,e,l
678,n,e,y,f,w,p,y,s,w,t,e,l
679,k,e,s,f,w,p,w,s,g,t,e,a
680,n,e,v,f,w,p,w,s,n,t,t,l
681,n,e,n,f,w,p,w,s,n,t,e,a
682,u,e,v,f,w,p,y,s,w,t,t,a
683,k,e,n,f,w,p,y,s,w,t,e,a
684,n,e,v,f,p,p,n,s,p,t,t,n
685,k,e,n,f,w,p,w,s,g,t,e,a
686,k,e,v,f,w,p,g,s,k,f,e,n
687,n,e,s,f,w,p,w,s,n,t,e,a
688,k,e,n,f,w,p,y,s,w,t,e,l
689,k,e,s,f,w,p,w,s,k,t,e,a
690,k,e,s,f,w,p,y,s,w,t,e,a
691,k,e,s,f,w,p,w,s,k,t,e,l
692,n,e,s,f,w,p,n,s,p,t,e,a
693,n,e,a,f,w,p,g,f,k,f,t,n
694,n,p,s,f,w,p,n,s,p,t,e,p
695,n,e,s,f,w,p,w,s,n,t,e,a
696,n,e,s,f,w,p,y,s,w,t,e,a
697,k,p,v,f,w,p,n,s,w,t,e,p
698,n,p,v,f,w,p,n,s,p,t,e,p
699,n,e,a,f,w,p,n,f,n,f,t,n
700,k,p,s,f,w,p,n,s,w,t,e,p
701,n,e,a,f,w,p,g,s,h,f,t,n
702,k,e,s,f,w,p,y,s,n,t,e,l
703,k,e,n,f,w,p,w,s,k,t,e,l
704,n,e,s,f,w,p,y,s,p,t,e,l
705,k,e,y,f,w,p,y,s,p,t,e,l
706,k,e,n,f,w,p,y,s,k,t,e,l
707,k,e,y,f,w,p,n,s,p,f,e,n
708,n,e,n,f,w,p,w,s,k,t,e,a
709,k,e,n,f,w,p,y,s,g,t,e,a
710,k,e,s,f,w,p,y,s,w,t,e,a
711,n,e,a,f,w,p,n,f,p,f,t,n
712,n,e,s,f,w,p,w,s,w,t,e,l
713,n,e,n,f,w,p,y,s,w,t,e,l
714,k,e,s,f,w,p,y,s,k,t,e,l
715,n,e,s,f,w,p,y,s,n,t,e,a
716,n,e,s,f,w,p,w,s,k,t,e,l
717,k,e,s,f,w,p,y,s,n,t,e,a
718,n,e,s,f,w,p,n,s,n,t,e,a
719,k,e,v,f,w,p,n,s,g,f,e,n
720,n,e,s,f,w,p,n,s,n,t,e,a
721,k,e,n,f,w,p,w,s,k,t,e,a
722,n,e,v,f,w,p,y,s,w,t,t,l
723,n,e,a,f,w,p,n,s,p,f,t,n
724,k,e,s,f,w,p,y,s,n,t,e,a
725,n,p,v,f,w,p,n,s,k,t,e,p
726,n,e,n,f,w,p,w,s,w,t,e,l
727,n,e,s,f,w,p,w,f,h,f,t,n
728,n,e,s,f,w,p,w,s,n,t,e,a
729,k,e,s,f,w,p,w,s,w,t,e,l
730,k,e,y,f,w,p,y,s,w,t,e,l
731,n,e,s,f,w,p,n,f,n,f,t,n
732,n,p,s,f,w,p,w,s,k,t,e,p
733,k,p,s,f,w,p,w,s,p,t,e,p
734,k,e,n,f,w,p,w,s,g,t,e,l
735,n,e,s,f,w,p,w,s,w,t,e,a
736,n,e,v,f,w,p,w,s,w,t,t,a
737,k,p,s,f,w,p,w,s,w,t,e,p
738,k,e,s,f,w,p,w,s,g,t,e,l
739,k,e,v,f,w,p,g,s,p,f,e,n
740,k,e,v,f,w,p,n,s,p,f,e,n
741,k,e,s,f,w,p,w,s,n,t,e,a
742,k,e,s,f,w,p,n,s,p,t,e,a
743,n,e,n,f,w,p,w,s,k,t,e,a
744,n,e,s,f,w,p,y,s,n,t,e,l
745,n,e,n,f,w,p,w,s,n,t,e,l
746,n,e,s,f,w,p,w,s,w,t,e,l
747,k,e,s,f,w,p,w,s,w,t,e,a
748,n,p,v,f,w,p,n,s,w,t,e,p
749,u,e,v,f,w,p,y,s,n,t,t,a
750,n,e,s,f,w,p,n,s,n,t,e,a
751,n,e,n,f,w,p,y,s,k,t,e,l
752,u,e,v,f,w,p,w,s,n,t,t,a
753,k,e,s,f,w,p,y,s,w,t,e,l
754,n,e,n,f,w,p,y,s,k,t,e,a
755,k,e,n,f,w,p,y,s,n,t,e,a
756,n,e,y,f,w,p,y,s,n,t,e,l
757,n,e,a,f,w,p,w,f,n,f,t,n
758,n,e,n,f,w,p,y,s,w,t,e,a
759,k,e,y,f,w,p,n,s,n,t,e,a
760,n,e,n,f,w,p,w,s,g,t,e,l
761,k,e,y,f,w,p,n,s,p,t,e,l
762,n,e,n,f,w,p,w,s,g,t,e,l
763,n,e,v,f,w,p,n,s,g,f,e,n
764,k,e,s,f,w,p,n,s,w,t,e,l
765,k,e,a,f,w,p,g,s,k,f,t,n
766,n,e,v,f,w,p,w,s,p,t,t,l
767,n,e,y,f,w,p,n,s,g,f,e,n
768,n,e,s,f,w,p,y,s,g,t,e,a
769,k,e,n,f,w,p,w,s,k,t,e,a
770,n,e,n,f,w,p,w,s,w,t,e,a
771,n,e,s,f,w,p,y,s,k,t,e,l
772,k,e,n,f,w,p,y,s,k,t,e,a
773,n,e,v,f,w,p,y,s,p,t,t,a
774,k,e,a,f,w,p,g,f,h,f,t,n
775,n,e,s,f,w,p,y,s,p,t,e,a
776,n,p,s,f,w,p,n,s,k,t,e,p
777,n,e,y,f,w,p,n,s,p,t,e,a
778,n,e,n,f,w,p,y,s,n,t,e,l
779,n,e,n,f,w,p,w,s,w,t,e,l
780,k,e,s,f,w,p,y,s,w,t,e,a
781,k,e,y,f,w,p,n,s,g,f,e,n
782,k,e,s,f,w,p,y,s,w,t,e,l
783,k,e,s,f,w,p,w,s,n,t,e,l
784,k,e,n,f,w,p,w,s,w,t,e,a
785,k,p,v,f,w,p,n,s,w,t,e,p
786,k,e,v,f,w,p,n,s,n,f,e,n
787,n,e,n,f,w,p,y,s,w,t,e,l
788,n,p,s,f,w,p,n,s,k,t,e,p
789,k,e,y,f,w,p,y,s,p,t,e,l
790,n,e,s,f,w,p,y,s,k,t,e,l
791,k,e,y,f,w,p,n,s,p,t,e,l
792,k,e,n,f,w,p,w,s,k,t,e,a
793,n,e,n,f,w,p,y,s,n,t,e,a
794,n,p,v,f,w,p,n,s,p,t,e,p
795,n,p,s,f,w,p,n,s,n,t,e,p
796,k,e,n,f,w,p,y,s,n,t,e,l
797,k,e,s,f,w,p,w,f,h,f,t,n
798,n,p,v,f,w,p,w,s,k,t,e,p
799,n,e,s,f,w,p,n,s,w,t,e,l
800,k,e,n,f,w,p,w,s,n,t,e,a
801,n,e,n,f,w,p,y,s,w,t,e,a
802,n,p,v,f,w,p,n,s,n,t,e,p
803,k,e,n,f,w,p,y,s,w,t,e,l
804,n,e,n,f,w,p,w,s,k,t,e,a
805,k,e,s,f,w,p,y,s,w,t,e,l
806,k,e,s,f,w,p,w,s,k,t,e,a
807,k,e,y,f,w,p,y,s,p,t,e,a
808,n,e,s,f,w,p,y,s,n,t,e,l
809,n,e,v,f,w,p,y,s,p,t,t,l
810,k,e,n,f,w,p,y,s,g,t,e,a
811,k,e,n,f,w,p,y,s,n,t,e,a
812,k,p,v,f,w,p,w,s,p,t,e,p
813,n,p,v,f,w,p,w,s,w,t,e,p
814,k,p,v,f,w,p,n,s,k,t,e,p
815,k,e,s,f,w,p,w,s,n,t,e,a
816,k,e,y,f,w,p,n,s,p,t,e,a
817,k,e,y,f,w,p,y,s,n,t,e,a
818,n,e,v,f,w,p,w,s,w,t,t,a
819,n,e,n,f,w,p,w,s,k,t,e,l
820,n,e,n,f,w,p,y,s,w,t,e,l
821,k,e,v,f,w,p,g,s,k,f,e,n
822,k,e,s,f,w,p,y,s,n,t,e,a
823,n,e,s,f,w,p,w,s,g,t,e,l
824,k,e,s,f,w,p,n,s,w,t,e,a
825,k,e,s,f,w,p,y,s,w,t,e,l
826,n,e,v,f,w,p,w,s,n,t,t,l
827,u,e,v,f,w,p,w,s,w,t,t,a
828,n,e,s,f,w,p,w,s,g,t,e,l
829,u,e,v,f,w,p,y,s,p,t,t,l
830,k,e,v,f,w,p,g,s,p,f,e,n
831,n,e,v,f,w,p,y,s,w,t,t,a
832,k,e,y,f,w,p,n,s,p,t,e,l
833,n,e,s,f,w,p,y,s,w,t,e,l
834,n,e,y,f,w,p,y,s,p,t,e,l
835,n,p,v,f,w,p,n,s,k,t,e,p
836,n,e,s,f,w,p,y,s,n,t,e,l
837,n,p,s,f,w,p,w,s,p,t,e,p
838,k,e,s,f,w,p,y,s,w,t,e,a
839,k,e,s,f,w,p,w,s,w,t,e,a
840,u,e,v,f,w,p,y,s,w,t,t,a
841,n,p,v,f,w,p,n,s,w,t,e,p
842,n,e,s,f,w,p,w,s,n,t,e,a
843,k,e,y,f,w,p,g,s,n,f,e,n
844,k,e,n,f,w,p,y,s,g,t,e,a
845,n,e,s,f,w,p,g,s,k,f,t,n
846,n,e,s,f,w,p,y,s,n,t,e,a
847,n,e,s,f,w,p,w,s,g,t,e,l
848,n,e,n,f,w,p,y,s,k,t,e,l
849,u,e,v,f,w,p,w,s,w,t,t,l
850,n,e,s,f,w,p,w,s,k,t,e,l
851,k,e,s,f,w,p,n,s,p,t,e,a
852,n,e,y,f,w,p,g,s,g,f,e,n
853,n,e,a,f,w,p,w,f,p,f,t,n
854,k,e,v,f,w,p,n,s,n,f,e,n
855,k,e,s,f,w,p,n,s,p,t,e,l
856,u,e,v,f,w,p,y,s,n,t,t,l
857,n,e,s,f,w,p,y,s,n,t,e,a
858,k,e,n,f,w,p,y,s,k,t,e,a
859,k,p,v,f,w,p,n,s,p,t,e,p
860,n,e,y,f,w,p,n,s,w,t,e,l
861,n,e,s,f,w,p,y,s,w,t,e,a
862,n,e,s,f,w,p,y,s,p,t,e,a
863,n,e,n,f,w,p,w,s,g,t,e,a
864,n,e,s,f,w,p,y,s,w,t,e,a
865,k,e,s,f,w,p,y,s,k,t,e,l
866,n,e,v,f,w,p,n,s,n,f,e,n
867,n,e,y,f,w,p,y,s,p,t,e,l
868,n,e,y,f,w,p,g,s,p,f,e,n
869,n,e,n,f,w,p,y,s,k,t,e,l
870,k,e,y,f,w,p,n,s,p,t,e,a
871,n,e,n,f,w,p,y,s,w,t,e,l
872,n,e,s,f,w,p,y,s,k,t,e,a
873,k,e,v,f,g,p,n,s,n,t,t,n
874,n,e,s,f,w,p,w,s,n,t,e,a
875,n,e,s,f,w,p,y,s,p,t,e,l
876,n,e,n,f,w,p,w,s,k,t,e,a
877,k,e,n,f,w,p,w,s,k,t,e,l
878,n,e,y,f,w,p,y,s,w,t,e,l
879,n,e,n,f,w,p,y,s,n,t,e,l
880,n,e,v,f,w,p,w,s,w,t,t,a
881,n,e,s,f,w,p,g,s,n,f,t,n
882,k,e,n,f,w,p,w,s,w,t,e,a
883,k,e,n,f,w,p,w,s,n,t,e,l
884,k,e,s,f,w,p,y,s,n,t,e,l
885,u,e,v,f,w,p,w,s,p,t,t,a
886,n,e,s,f,w,p,y,s,n,t,e,a
887,n,e,y,f,w,p,y,s,n,t,e,a
888,k,e,y,f,w,p,y,s,w,t,e,a
889,n,e,n,f,w,p,y,s,g,t,e,l
890,n,e,y,f,g,p,n,s,u,t,t,n
891,k,e,y,f,w,p,y,s,p,t,e,l
892,k,e,n,f,w,p,w,s,n,t,e,a
893,n,e,s,f,w,p,y,s,g,t,e,a
894,n,e,s,f,w,p,y,s,k,t,e,l
895,n,e,s,f,w,p,n,s,p,t,e,l
896,k,e,n,f,w,p,y,s,k,t,e,a
897,k,e,n,f,w,p,w,s,k,t,e,l
898,k,e,s,f,w,p,w,s,k,t,e,l
899,k,e,s,f,w,p,y,s,n,t,e,l
900,k,e,y,f,w,p,y,s,n,t,e,l
901,n,e,a,f,w,p,w,f,n,f,t,n
902,k,e,s,f,w,p,n,f,p,f,t,n
903,n,e,s,f,w,p,w,f,h,f,t,n
904,n,e,n,f,w,p,y,s,w,t,e,l
905,k,e,s,f,w,p,w,f,p,f,t,n
906,k,p,s,f,w,p,n,s,n,t,e,p
907,n,e,s,f,w,p,g,f,p,f,t,n
908,n,p,v,f,w,p,n,s,p,t,e,p
909,n,p,v,f,w,p,n,s,w,t,e,p
910,k,e,n,f,w,p,w,s,k,t,e,l
911,k,e,a,f,w,p,g,f,p,f,t,n
912,k,e,n,f,w,p,w,s,g,t,e,l
913,k,e,a,f,w,p,g,s,n,f,t,n
914,k,e,s,f,w,p,g,s,k,f,t,n
915,n,e,n,f,w,p,w,s,k,t,e,a
916,n,e,s,f,w,p,w,s,n,t,e,l
917,n,e,y,f,g,p,g,s,n,t,t,n
918,n,e,a,f,w,p,n,f,k,f,t,n
919,k,e,s,f,w,p,w,s,h,f,t,n
920,k,e,a,f,w,p,n,f,p,f,t,n
921,n,e,a,f,w,p,n,f,p,f,t,n
922,k,e,n,f,w,p,y,s,n,t,e,l
923,u,e,v,f,w,p,y,s,w,t,t,l
924,n,e,s,f,w,p,w,f,k,f,t,n
925,n,e,a,f,w,p,n,f,h,f,t,n
926,k,e,a,f,w,p,g,f,k,f,t,n
927,k,p,s,f,w,p,n,s,w,t,e,p
928,n,e,y,f,w,p,g,s,k,f,e,n
929,n,e,n,f,w,p,w,s,n,t,e,a
930,k,e,a,f,w,p,g,s,h,f,t,n
931,n,e,s,f,w,p,g,s,n,f,t,n
932,n,p,v,f,w,p,n,s,n,t,e,p
933,n,e,s,f,w,p,y,s,k,t,e,l
934,k,e,y,f,w,p,n,s,n,f,e,n
935,k,e,s,f,w,p,w,s,p,f,t,n
936,k,e,n,f,w,p,y,s,w,t,e,a
937,k,e,s,f,w,p,n,s,p,f,t,n
938,k,e,a,f,w,p,g,f,n,f,t,n
939,n,e,y,f,g,p,e,s,u,t,t,n
940,n,e,n,f,w,p,y,s,n,t,e,a
941,k,e,s,f,w,p,w,f,n,f,t,n
942,n,p,s,f,w,p,w,s,w,t,e,p
943,n,e,s,f,w,p,g,s,p,f,t,n
944,n,e,v,f,w,p,g,s,n,t,t,n
945,n,e,a,f,w,p,n,f,h,f,t,n
946,k,e,s,f,w,p,w,f,n,f,t,n
947,k,e,s,f,w,p,w,s,w,t,e,l
948,k,e,a,f,w,p,n,f,n,f,t,n
949,n,p,v,f,w,p,n,s,w,t,e,p
950,n,p,s,f,w,p,w,s,w,t,e,p
951,k,e,s,f,w,p,y,s,n,t,e,l
952,n,e,a,f,w,p,g,s,h,f,t,n
953,n,e,a,f,w,p,g,s,n,f,t,n
954,n,e,s,f,w,p,n,f,h,f,t,n
955,k,e,s,f,w,p,w,s,k,t,e,l
956,k,p,v,f,w,p,w,s,w,t,e,p
957,k,e,v,f,p,p,n,s,n,t,t,n
958,u,e,v,f,w,p,w,s,n,t,t,l
959,n,e,n,f,w,p,y,s,k,t,e,l
960,k,e,a,f,w,p,n,f,n,f,t,n
961,k,e,a,f,w,p,w,f,h,f,t,n
962,k,e,v,f,g,p,n,s,n,t,t,n
963,n,e,y,f,p,p,n,s,n,t,t,n
964,k,e,s,f,w,p,g,f,k,f,t,n
965,k,e,s,f,w,p,g,s,n,f,t,n
966,k,p,s,f,w,p,n,s,w,t,e,p
967,k,e,y,f,w,p,n,s,n,t,t,n
968,k,e,s,f,w,p,n,f,k,f,t,n
969,k,e,s,f,w,p,w,s,k,f,t,n
970,n,e,s,f,w,p,n,f,n,f,t,n
971,k,e,v,f,p,p,n,s,n,t,t,n
972,k,e,v,f,p,p,n,s,n,t,t,n
973,k,e,s,f,w,p,g,s,n,f,t,n
974,k,e,y,f,p,p,n,s,u,t,t,n
975,k,e,s,f,w,p,g,f,p,f,t,n
976,k,e,n,f,w,p,w,s,n,t,e,l
977,k,e,y,f,p,p,n,s,n,t,t,n
978,n,e,s,f,w,p,y,s,k,t,e,l
979,k,e,a,f,w,p,g,f,p,f,t,n
980,n,e,y,f,p,p,n,s,u,t,t,n
981,k,e,s,f,w,p,y,s,g,t,e,l
982,k,e,s,f,w,p,g,s,h,f,t,n
983,n,e,s,f,w,p,n,s,k,f,t,n
984,k,p,s,f,w,p,w,s,n,t,e,p
985,n,e,s,f,w,p,w,f,n,f,t,n
986,k,e,a,f,w,p,w,f,n,f,t,n
987,n,e,a,f,w,p,w,s,n,f,t,n
988,k,e,a,f,w,p,g,s,k,f,t,n
989,n,e,n,f,w,p,y,s,n,t,e,l
990,k,e,n,f,w,p,y,s,n,t,e,l
991,k,e,a,f,w,p,g,s,p,f,t,n
992,n,e,s,f,w,p,n,f,p,f,t,n
993,k,e,v,f,w,p,n,s,n,f,e,n
994,k,e,s,f,w,p,w,s,k,f,t,n
995,k,e,a,f,w,p,w,f,n,f,t,n
996,n,e,s,f,w,p,y,s,n,t,e,l
997,u,e,v,f,w,p,w,s,w,t,t,a
998,n,e,n,f,w,p,w,s,w,t,e,l
999,k,p,v,f,w,p,w,s,p,t,e,p
1000,k,e,y,f,p,p,g,s,n,t,t,n
1001,n,e,y,f,w,p,n,s,p,t,e,l
1002,n,e,s,f,w,p,n,s,k,f,t,n
1003,k,p,v,f,w,p,w,s,w,t,e,p
1004,n,e,y,f,w,p,n,s,p,t,e,l
1005,n,e,a,f,w,p,g,s,p,f,t,n
1006,n,e,a,f,w,p,w,f,k,f,t,n
1007,n,e,s,f,w,p,w,f,p,f,t,n
1008,n,e,a,f,w,p,n,s,k,f,t,n
1009,n,e,s,f,w,p,w,s,k,t,e,l
1010,n,e,s,f,w,p,w,s,g,t,e,a
1011,k,e,s,f,w,p,w,s,k,f,t,n
1012,n,e,s,f,w,p,y,s,p,t,e,a
1013,k,e,s,f,w,p,n,s,n,f,t,n
1014,k,e,s,f,w,p,g,f,h,f,t,n
1015,u,e,v,f,w,p,y,s,p,t,t,a
1016,n,e,s,f,w,p,n,s,n,t,e,l
1017,n,e,y,f,p,p,n,s,p,t,t,n
1018,n,p,s,f,w,p,n,s,w,t,e,p
1019,k,e,v,f,w,p,n,s,n,t,t,n
1020,n,e,a,f,w,p,n,f,n,f,t,n
1021,k,e,n,f,w,p,y,s,w,t,e,a
1022,k,e,n,f,w,p,w,s,k,t,e,a
1023,n,e,s,f,w,p,w,s,w,t,e,a
1024,k,p,v,f,w,p,w,s,n,t,e,p
1025,n,p,s,f,w,p,w,s,p,t,e,p
1026,n,e,v,f,w,p,n,s,n,f,e,n
1027,u,e,v,f,w,p,y,s,w,t,t,l
1028,k,e,n,f,w,p,y,s,k,t,e,l
1029,k,e,a,f,w,p,w,s,k,f,t,n
1030,n,e,y,f,g,p,g,s,u,t,t,n
1031,k,p,v,f,w,p,n,s,n,t,e,p
1032,n,e,s,f,w,p,g,s,p,f,t,n
1033,n,e,s,f,w,p,n,s,p,f,t,n
1034,n,e,s,f,w,p,w,s,p,f,t,n
1035,k,e,a,f,w,p,w,f,p,f,t,n
1036,k,e,s,f,w,p,y,s,k,t,e,a
1037,n,e,v,f,w,p,y,s,n,t,t,a
1038,k,e,y,f,w,p,g,s,k,f,e,n
1039,k,p,s,f,w,p,n,s,p,t,e,p
1040,n,e,y,f,w,p,y,s,w,t,e,a
1041,k,e,s,f,w,p,n,s,n,t,e,a
1042,k,e,a,f,w,p,w,s,h,f,t,n
1043,n,e,v,f,g,p,n,s,u,t,t,n
1044,n,e,a,f,w,p,g,f,h,f,t,n
1045,n,e,s,f,w,p,w,s,w,t,e,a
1046,n,e,s,f,w,p,g,s,h,f,t,n
1047,n,p,s,f,w,p,n,s,n,t,e,p
1048,k,e,v,f,g,p,n,s,p,t,t,n
1049,k,e,a,f,w,p,g,f,k,f,t,n
1050,k,e,v,f,w,p,e,s,w,t,t,n
1051,k,e,y,f,g,p,n,s,u,t,t,n
1052,n,e,a,f,w,p,g,s,p,f,t,n
1053,n,e,s,f,w,p,y,s,w,t,e,l
1054,k,e,s,f,w,p,n,f,k,f,t,n
1055,k,e,s,f,w,p,y,s,k,t,e,l
1056,n,e,v,f,w,p,w,s,p,t,t,l
1057,n,e,s,f,w,p,g,s,k,f,t,n
1058,k,e,n,f,w,p,y,s,w,t,e,l
1059,n,e,s,f,w,p,n,s,h,f,t,n
1060,n,e,a,f,w,p,w,s,h,f,t,n
