,history_num,session_num,user_cat
279,282,cd <1> ls mv <2> vi <1> ftp <1> rlogin <1> cd <1> elm date exit,USER0
280,283,finger <1> talk <1> elm,USER0
281,284,elm exit,USER0
282,285,elm elm,USER0
283,286,cd <1> ls mv <2> vi <1> ls mv <2> vi <1> ls exit,USER0
284,287,finger <1> cd <1> ls ll lp -d <2> lwinfo <1> lp -d <2> exit,USER0
285,288,ps -aux | grep <1> kill -9 <1> ps -aux | grep <1> kill -9 <1> kill -9 <1> ps -aux | grep <1> kill -9 <1> elm rm <1> ls elm finger <1> talk <1> fg elm finger <1> talk <1> talk <1> rlogin -l <2> fg finger <1> finger <1> fg ls cat <1> cp <2> vi <1> ll <1> test pwd cat <1> cd <1> <GENSYM:7>/test pwd cd <1> test pwd vi <1> test pwd cat <1> cd <1> <GENSYM:7>/test pwd back rm <1> pwd ls fg finger <1> fg elm elm,USER0
286,289,elm,USER0
287,290,elm exit,USER0
288,291,elm exit,USER0
289,292,elm exit,USER0
290,293,ssinfo exit,USER0
291,294,ls vi <1> cp <2> vi <1> ftp <1> rlogin <1> rlogin <1> finger <1> vi <1> rlogin <1> vi <1> exit,USER0
292,295,elm ls cd <1> ls cd <1> ls cd <1> cd <1> ls cd <1> ls ls cd <1> rmdir <1> ls more <1> ls more <1> ls Make_c vi <1> ls rm <1> cd <1> ls rmdir <1> ls cd <1> ls cd <1> man <1> ls man <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> tar <3> cd <1> ls mv <2> ls cd <1> ls rm <1> cd <1> rmdir <1> ls cd <1> ls tar <3> rm <1> cd <1> rmdir <1> ls man <1> ls gzip <1> ls ungzip <1> gunzip <1> ls cd <1> gzip <1> man <1> man <1> ls cd <1> ls rm <1> ls cd <1> ls cd <1> back cd <1> ls rm <1> cd <1> ls cd <1> ls quota -v rlogin <1> rlogin <1> man <1> cd <1> ls cd <1> ls man <1> cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls rm <1> quota -v finger <1> rlogin <1> ls cd <1> ls cd <1> ls rm <1>,USER0
293,296,elm exit,USER0
294,297,cd <1> ls finger <1> ftp <1> exit,USER0
295,298,elm,USER0
296,299,elm finger <1> ftp <1> fg finger <1> fg exit,USER0
297,300,cat <1> cls ls elm exit,USER0
298,301,elm ph <2> ph <2> ph <1> ph fg cd <1> ls more <1> cd fg,USER0
299,302,exit,USER0
300,303,elm iq ph <1> ph <3> more <1> ls -al ls -a vi <1> finger <1> finger <1> elm finger <1> finger <1> finger finger <1> finger <1> mail <1> ls finger <1> finger <1> finger <1> elm fg,USER0
301,304,ps -aux | grep <1> kill <1> elm finger <1> mail <1> fg finger <1> cls fg exit,USER0
302,305,elm rm <1> ps -aux | grep <1> kill -9 <1> elm elm talk <1> elm fg finger <1> fg elm rlogin <1> finger <1> fg,USER0
303,306,exit,USER0
304,307,elm rlogin -l <2> exit,USER0
305,308,quota -v ls ll <1> ll <1> quit exit,USER0
306,309,rwho | more who ls cd <1> finger <1> ftp <1> ls vi <1> ls vi <1> ls vi <1> vi <1>,USER0
307,310,cd <1> ls mv <2> mv <2> vi <1> ls vi <1> ls vi <1> :q ls cd elm rm <1> ps -aux | grep <1> kill -9 <1> kill <1> kill -9 <1> ps -aux | grep <1> kill -9 <1> elm exit,USER0
308,311,ls cd <1> ls vi <1> exit,USER0
309,312,cd <1> ls vi <1> vi <1> lp -d <2> lpq -Pmsl21 mail exit,USER0
310,313,ls cd <1> ll lp -dmsl21 -n19 <1> lp -dmsl23 <1> lwinfo <1> lwinfo <1> ls lp -dmsl23 -n9 <1> lpq -Pmsl23 man <1> ls exit,USER0
311,314,elm exit,USER0
312,315,exit,USER0
313,316,ls weather rlogin -l <2> elm exit,USER0
314,317,elm finger <1> exit,USER0
315,318,ssinfo exit,USER0
316,319,exit,USER0
317,321,exit,USER0
318,322,elm exit,USER0
319,323,ls exit,USER0
320,324,elm finger <1> exit,USER0
321,325,exit,USER0
322,326,elm finger <1> elm rlogin -l <2> exit,USER0
323,327,elm exit,USER0
324,328,elm elm exit,USER0
325,329,exit,USER0
326,330,elm finger <1> date finger <1> finger <1> mail <1> finger <1> exit,USER0
327,331,elm exit,USER0
328,332,elm finger <1> exit,USER0
329,333,finger <1> date finger <1> exit,USER0
330,334,exit,USER0
331,335,exit,USER0
332,336,exit,USER0
333,337,exit,USER0
334,338,elm exit,USER0
335,339,elm finger <1> date rlogin -l <2> elm fg exit,USER0
336,340,elm exit,USER0
337,341,exit,USER0
338,342,finger <1> date ssinfo rlogin <1> rlogin <1> finger <1> finger <1> finger <1> finger <1> date exit,USER0
339,343,elm finger <1> talk <1> elm exit,USER0
340,344,elm exit,USER0
341,345,elm exit,USER0
342,346,exit,USER0
343,347,exit,USER0
344,348,finger <1> rlogin <1> exit,USER0
345,349,finger <1> elm exit,USER0
346,350,elm rlogin <1> exit fg exit,USER0
347,351,ls cd <1> ls vi <1> ls,USER0
348,352,elm finger <1> elm fg exit,USER0
349,353,elm exit,USER0
350,354,elm exit,USER0
351,355,ls cd <1> ls vi <1> chmod <2> vi <1> exit,USER0
352,356,cd <1> ls chmod <2> vi <1> exit,USER0
353,357,cd <1> ls vi <1> exit,USER0
354,358,finger finger <1> exit,USER0
355,359,finger <1> ls ls <1> cat <1> cat <1> mail <1> cat <1> rm -f <1> rm -f <1> rm -rf <1> mv <2> mkdir <1> cd <1> tar <3> cd uuencode <2> > <1> ls <1> ll <1> mailx -s <2> < <1> quota -v rlogin <1> who finger <1> finger <1> finger <1> who exit,USER0
356,360,elm exit,USER0
357,361,ssinfo rlogin <1> ping ping <1> exit,USER0
358,362,exit,USER0
359,363,elm finger <1> cal finger <1> date elm date exit,USER0
360,364,elm -f <1> ls ftp <1> quit exit,USER0
361,365,exit,USER0
362,366,ls cd <1> ls ll cd <1> ls ls <1> more <1> more <1> cls exit,USER0
363,367,cd <1> rlogin <1> elm exit,USER0
364,368,elm who rwho | more finger <1> finger <1> finger <1> exit,USER0
365,369,finger <1> exit,USER0
366,370,elm exit,USER0
367,371,elm exit,USER0
368,372,finger <1> finger <1> finger <1> elm ls elm ph exit fg exit,USER0
369,373,cd <1> vi <1> cd exit,USER0
370,374,date elm rlogin <1> fg,USER0
371,375,ps -ef | grep <1> ps -aux | grep <1> elm rm <1> elm elm exit,USER0
372,376,exit,USER0
373,377,elm exit,USER0
374,378,exit,USER0
375,379,elm exit,USER0
376,380,exit,USER0
377,381,exit,USER0
378,382,who ls cat <1> rm -f <1> rm -f <1> rm -rf <1> mv <2> mkdir <1> cd <1> tar <3> cd uuencode <2> > <1> mailx -s <2> < <1> rlogin <1> finger <1> elm exit,USER0
379,383,elm exit,USER0
380,384,mail <1> exit,USER0
381,385,elm cd <1> ls vi <1> vi <1> exit,USER0
382,386,cd <1> ls cd <1> ls cd <1> ls vi <1> ls ls <1> vi <1> cls ls <1>,USER0
383,387,exit,USER0
384,388,elm exit,USER0
385,389,elm exit,USER0
386,390,exit,USER0
387,391,ls more <1> rmt ls mv <2> more <1> ls more <1> rm <1> ls quota -v more <1> ls cd <1> ls ls more <1> rm <1> cd <1> ls more <1> rm <1> more <1> ls exit,USER0
388,392,vi <1> elm exit,USER0
389,393,elm exit,USER0
390,394,elm elm elm vi <1> man <1> ls vi <1> mail <1> < <1> rm <1> ls elm fg date fg exit,USER0
391,395,ls cd <1> ls cd <1> ls vi <1> exit,USER0
392,396,mail <1> elm exit,USER0
393,397,exit,USER0
394,398,exit,USER0
395,399,elm exit,USER0
396,400,mail <1> elm finger <1> uptime ruptime uptime ruptime finger <1> finger <1> finger <1> finger <1> exit fg exit,USER0
397,401,cd <1> ls vi <1> exit,USER0
398,402,cd <1> vi <1> exit,USER0
399,403,elm exit,USER0
400,404,elm exit,USER0
401,405,ssinfo finger <1> date elm finger <1> ls cat <1> rm -f <1> rm -f <1> rm -rf <1> mv <2> mkdir <1> cd <1> tar <3> cd uuencode <2> > <1> mailx -s <2> < <1> mailx <1> exit fg exit,USER0
402,406,cd <1> ls vi <1> vi <1> exit,USER0
403,407,cd <1> ls cd <1> ls ls chmod <2>,USER0
404,408,mail <1> elm,USER0
405,409,elm exit,USER0
406,410,talk <1> ls cd <1> ls cp <2> vi <1> vi <1> vi <1> cp <2> vi <1> exit,USER0
407,411,ls cd <1> cd <1> ls cd <1> ls quota quota -v mkdir <1> mv <2> mv <2> mv <2> mv <2> mv <2> mv <2> mv <2> ls mkdir <1> mv <2> mv <2> mv <2> mv <2> mv <2> mv <2> ls mv <2> mv <2> ls ls cd <1> ls exit,USER0
408,412,elm finger <1> fg finger <1> date fg cd <1> ls chmod <2> ll <1> chmod <2> vi <1> fg vi <1> fg,USER0
409,413,ls cd <1> ll cd <1> ls ll chmod <2> chmod <2> ls,USER0
410,414,elm exit,USER0
411,415,elm exit,USER0
412,416,elm exit,USER0
413,417,elm exit,USER0
414,418,exit,USER0
415,419,alias <1> elm exit,USER0
416,420,elm exit,USER0
417,421,elm exit,USER0
418,422,elm exit,USER0
419,423,elm cd <1> ls quota -v elm -f <1> elm cp <2> rm <1> elm exit,USER0
420,424,elm exit,USER0
421,425,elm exit,USER0
422,426,qutoa -v quota -v ls elm exit,USER0
423,427,elm exit,USER0
424,428,elm ssinfo fg exit,USER0
425,429,finger <1> finger <1> finger <1> elm exit,USER0
426,430,elm elm finger <1> finger <1> finger <1> cls ls ph <2> ph <2> cls ph <2> ssinfo exit,USER0
427,431,elm ls finger <1> finger <1> finger <1> finger <1> finger <1> finger <1> finger <1> ls cls,USER0
428,432,ssinfo,USER0
429,433,exit,USER0
430,434,ls lsa ls cd <1> ls cd <1> lsa vi <1> cp <2> ll <1> elm finger <1> exit,USER0
431,435,elm finger <1> fg rlogin <1> ssinfo exit,USER0
432,436,exit,USER0
433,437,elm exit,USER0
434,438,elm exit,USER0
435,439,lwinfo <1> lwinfo <1> lwinfo <1> lwinfo <1> cd <1> ll chmod <2> elm exit,USER0
436,440,elm exit,USER0
437,441,elm whereis <1> whence <1> where <1> finger <1> finger <1> mail <1> whereis <1> cd <1> ls cd <1> ls cd <1> ls cd <1> cd <1> ls cd <1> ls ls ls | mre ls | more man <1> cd <1> ls cd <1> ls ls | more ls cd <1> ls cd <1> ls cd <1> ls | more cd <1> ls cd <1> ls cd <1> cd <1> ls cd <1> ls ls | more cd <1> ls mail <1> ls cd <1> s ls cd <1> cd <1> ls cd <1> ls whereis <1> whereis <1> elm whereis <1> ls cd ls whereis <1> ls <1> cat <1> rm -f <1> rm -f <1> rm -rf <1> mv <2> mkdir <1> cd <1> tar <3> cd uuencode <2> > <1> mailx -s <2> < <1> elm whereis <1> cd <1> ls <1> ls <1> ssinfo alias <1> lwinfo lwinfo <1> lwinfo <1> lwpages lwinfo <1> elm lwinfo <1> fg exit,USER0
438,442,elm finger <1> finger <1> elm exit,USER0
439,443,elm cd <1> ls ls <1> cd <1> cd <1> ls cd <1> ls cd <1> cd <1> ls cd <1> rlogin <1> exit,USER0
440,444,ls vi <1> source <1> source <1> acroread,USER0
441,445,cd <1> ls cd <1> ls cd <1> ls source <1> cd source <1> source <1> cd <1> ls man <1> man <1> lpq -Pmsl22 man <1> cancel <1> lpq -Pmsl22 cancel <1> cancel <1> man <1> man <1> cancel -u <1> lpq -Pmsl20 lpq -Pmsl20 lwinfo <1> lpq -Pmsl20 lpq -Pmsl20,USER0
442,446,rlogin <1> exit,USER0
443,447,elm exit,USER0
444,448,elm,USER0
445,449,elm,USER0
446,450,elm ls elm finger <1> vi <1> exit,USER0
447,451,elm elm elm exit,USER0
448,452,elm lp -dmsl21 <1> lpq -P <1> cancel <1> lp -dmsl23 lpq -Pmsl23 lp -d <2> lpq -Pmsl23 lpq -Pmsl22 finger <1> finger <1> exit,USER0
449,453,lpq -Pmsl22 lpq -Pmsl23 cancel <1> lpq -Pmsl21 lp -dmsl21 <1> lpq -Pmsl21 lpq -Pmsl21 date lpq -Pmsl21 lpq -Pmsl21 lpq -Pmsl21 cancel <1> cancel <1> lpq -Pmsl21 lpq -Pmsl21 lpq -Pmsl21 lpq -Pmsl21 lpq -Pmsl21 cancel <1> exit,USER0
450,454,elm lpq -Pmsl21 lpq -Pmsl20 lpq -Pmsl22 lpq -Pmsl23 vi <1> lp -d <2> lpq -Pmsl22 lpq -Pmsl23 lpq -Pmsl22 finger <1> mail <1> date ls elm exit,USER0
451,455,elm finger <1> finger <1> finger <1> finger <1> chfg chfn exit,USER0
452,456,elm finger <1> fg vi <1> rm <1> vi <1> fg ls vi <1> fg exit,USER0
453,457,source <1> source <1> rlogin ` <1>,USER0
454,458,elm finger <1> finger <1> finger <1> uptime finger finger <1> finger <1> finger <1> ruptime ls elm fg cd <1> ls ll cd alias | more more <1> more <1> quota -v elm elm elm elm cd <1> vi <1> exit,USER0
455,459,source <1> source <1> source <1> ruptime | more finger <1> finger <1> finger <1> finger <1> finger <1> rlogin <1> 1 more <1> more <1> more <1> finger <1> finger <1> finger <1> ls lwinfo <1> lwinfo <1> lwinfo <1> ls vi <1> ls alias alias | more enscript -2rG -dmsl22 <1> lpq -Pmsl22 lpq -Pmsl23 xlock lwinfo <1> lwinfo <1> lwinfo <1> lwinfo <1> ls <1> vi <1> quota -v ruptime man <1> man <1> ls cd <1> ls cd <1> ls cd <1> ls vi <1> vi <1> back back cd man ` <1>,USER0
456,460,rlogin <1> xterm rlogin <1> xhost xhost <1> rlogin <1>,USER0
457,461,exit,USER0
458,462,netscape,USER0
459,463,source <1> source <1> ls rm <1> rm <1> more <1> rm <1> ls more <1> rm <1> ls rm <1> more <1> ls more <1> ls quota quota -v vi <1> rlogin <1>,USER0
460,464,finger <1> exit,USER0
461,465,rlogin <1> exit,USER0
462,466,elm ls finger <1> finger <1> mail <1> rm <1> ls date ll <1> exit,USER0
463,467,elm exit,USER0
464,468,ssinfo thor thorplus alias exit,USER0
465,469,exit,USER0
466,470,elm vi <1> alias enscript -2rG -dmsl20 <1> finger <1> finger <1> alias <1> fg finger <1> exit,USER0
467,471,elm finger <1> fg ls cd <1> ls cd <1> ls cd <1> ls diff <2> cd <1> cd <1> ls cd <1> cd <1> ls cd <1> cd <1> ls cd <1> ls cd <1> cd <1> ls cd <1> cd <1> ls ls cd <1> cd <1> cd <1> ls elm fg finger <1> fg cd <1> ls cd <1> ls ll ll <1> cd <1> ll fg more <1> more <1> rm <1> vi <1> rm <1> vi <1> more <1> ls <1> ls more <1> rm <1> more <1> ftp <1> elm fg ll chgrp <1> chgrp <2> ls ls finger <1> chgrp <2> chgrp <2> vi <1> more <1> more <1> rm <1> more <1> vi <1> more <1> rm <1> quota -v cd <1> ll cd <1> ll ls elm fg exit,USER0
468,472,elm exit,USER0
469,473,elm exit,USER0
470,474,elm finger <1> finger <1> finger <1> finger <1> fg finger <1> finger <1> finger <1> finger <1> finger <1> finger <1> finger <1> ls finger <1> ls finger <1> fg finger <1> finger <1> finger <1> fg cd <1> ls ll cd <1> ls cd <1> cd <1> cd <1> ls ll cd <1> ls ll more <1> cd <1> ls cd <1> ls cd cd <1> ls cd <1> ls cd <1> ls cp <2> vi <1> fg ls fg exit,USER0
471,475,ls exit,USER0
472,476,exit,USER0
473,477,vi <1> finger <1> exit,USER0
474,478,elm ruptime finger rlogin <1> fg elm elm exit,USER0
475,479,ls cd <1> ls lp -dme244hp1 <1> lp -dme244hp2 <1> rm <1> rm <1> exit,USER0
476,480,mail cd <1> ls ftp <1> ls rm <1> rm <1> exit,USER0
477,481,lpq -Pme244hp lpq -Pme244hp man <1> ls finger <1> finger <1> mail <1> finger <1> finger <1> finger <1> date date date,USER0
478,482,ls cd <1> ls exit,USER0
479,483,elm ls rlogin <1> ls cd <1> ls ll lp -dlaebb280hp1 <1> lp -d <2> lp -d <2> ls rm <1> rm <1> exit,USER0
480,485,finger <1> exit,USER0
481,486,exit,USER0
482,487,exit,USER0
483,488,elm exit,USER0
484,489,finger <1> vi <1> cls r <1> elm exit,USER0
485,490,finger <1> elm exit,USER0
486,491,elm exit,USER0
487,492,elm rlogin <1> fg vi <1> elm fg ls quota -v cp <2> quota -v ls rm <1> exit,USER0
488,493,ls cd <1> ls ftp <1> exit,USER0
489,494,ls vi <1> vi <1> finger <1> finger <1> finger <1> finger <1> finger <1> exit,USER0
490,495,elm finger <1> elm exit,USER0
491,496,finger <1> finger <1> finger <1> finger <1> exit,USER0
492,497,whereis <1> xhost whence <1> exit,USER0
493,498,source <1> source <1> acroread acroread & finger <1> finger <1> lpq -Pmsl22 lpq -Pmsl20 lpq -Pmsl21 lpq -Pmsl21 lpq -Pmsl20 finger <1> finger <1> exit,USER0
494,499,source <1> source <1> ls mail <1> exit,USER0
495,500,elm exit,USER0
496,501,elm exit,USER0
497,502,ls cd <1> ls vi <1> ls exit,USER0
498,503,vi <1> cd <1> vi <1> exit,USER0
499,504,elm exit,USER0
500,505,ls -a cd <1> ls ll cd <1> ls -l ls -a quota -v exit,USER0
501,506,elm exit,USER0
502,507,elm exit,USER0
503,508,elm exit,USER0
504,509,elm exitexit exit,USER0
505,510,source <1> source <1> uptime finger ps -ef | more ps -aux | more rlogin <1> me uptime exit,USER0
506,511,uptime finger finger <1> rlogin <1> ls exit,USER0
507,512,elm exit,USER0
508,513,source <1> source <1> rlogin <1> exit,USER0
509,514,source <1> source <1> ls rm <1> xhost whereis <1> xhost <1> rlogin <1> exit,USER0
510,515,rlogin <1>,USER0
511,516,finger <1> elm lpq -Pmsl2 ftp <1> ls wc <1> lp -d <2> cancel <1> fg alias <1> ls unalias <1> alias alias | more enscript -h enscript -rG -dmsl21 <1> enscript -G -dmsl21 <1> elm ls wc <1> enscript -G -dmsl21 <1> enscript -2rG -dmsl21 <1> fg elm ls cancel <1> lpq -Pmsl22 cancel <1> lpq -Pmsl22 cancel <1> fg,USER0
512,517,rlogin <1> exit,USER0
513,518,ruptime ps -aux | more kill -9 <1> source <1> ssource <1> source <1> netscape,USER0
514,519,elm ls cp <2> ftp <1> finger date elm finger <1> fg finger <1> finger <1> fg exit,USER0
515,520,elm fin finger <1> ls diff <2> rm <1> exit,USER0
516,521,elm exit,USER0
517,522,elm cd <1> cd <1> vi <1> ls cd <1> cd <1> ls ll elm cd <1> cd <1> ls cd <1> chmod <2> cd <1> cd cd <1> chmod <2> vi <1> ls chmod <2> cd <1> chmod <2> ls cp <2> quota -v ls finger <1> exit,USER0
518,523,source <1> source <1> uptime finger finger <1> ruptime | more ls elm ls cd <1> ls ll <1> cd rlogin <1> rlogin <1> exit,USER0
519,524,elm elm ls ls -a vi <1> mkdir <1> exit fg ls <1> exit,USER0
520,525,source <1> source <1> source <1> xhost <1> rlogin <1> exit,USER0
521,526,source <1> source <1> netscape exit,USER0
522,527,source <1> source <1> cd <1> cd <1> ls cd <1> ls cd <1> ls ll xlock uptime who xlock finger <1> cls cd whereis <1> rlogin <1> ls whence <1> alias <1> unalias <1> rm <1> rlogin <1> xhost <1> rlogin <1> xlock man <1> cd <1> ls vi <1> exit,USER0
523,528,ls ls <1> cat <1> cat <1> rm -f <1> rm -f <1> rm -rf <1> mv <2> cd <1> tar <3> cd uuencode <2> > <1> mailx -s <2> < <1> elm ftp <1> enscript_msl21 <1> ls <1> rm <1> fg man <1> fg cd <1> ls vi <1> fg elm elm exit,USER0
524,529,lpq -Pmsl21 cancel <1> cancel <1> ftp <1> cat <1> cat <1> | more enscript -dmsl23 <1> exit,USER0
525,530,who setenv <2> netscape &,USER0
526,531,rlogin <1>,USER0
527,532,elm exit,USER0
528,533,elm lpq -Pmsl21 lpq -Pmsl20 lwinfo <1> lwpages fg date exit,USER0
529,534,elm ssinfo fg ls cd <1> ls vi <1> fg vi <1> fg finger <1> finger <1> finger <1> vi <1> ls ls fg vi <1> cd fg cd <1> ll cd <1> ll exit fg cd fg exit,USER0
530,535,elm finger <1> finger <1> ls cd <1> ls vi <1> lpq -Pmsl22 lpq -Pmsl23 lpq -Pmsl22 exit fg exit,USER0
531,536,elm finger <1> rlogin <1> fg ls gunzip <1> ls quot <1> quota -v elm -f <1> fg elm cat <1> fg elm finger <1> fg ver version rlogin <1> fg ls cd <1> ls vi <1> fg ls j vi <1>,USER0
532,537,exit,USER0
533,538,elm exit,USER0
534,539,elm set <3> elm ls cd <1> ls vi <1> exit,USER0
535,540,elm exit,USER0
536,541,mail exit,USER0
537,542,cd <1> ls vi <1> elm -f <1> cd <1> ls cd <1> ls exit,USER0
538,543,elm exit,USER0
539,544,elm exit,USER0
540,545,set <3> elm set <3> elm elm exit,USER0
541,546,elm exit,USER0
542,547,elm exit,USER0
543,548,elm ls rm <1> rm <1> rm <1> more <1> ls rlogin <1> rlogin <1> exit,USER0
544,549,elm,USER0
545,550,finger <1> finger <1> finger <1> man <1> elm,USER0
546,551,elm exit,USER0
547,552,elm exit,USER0
548,553,elm exit,USER0
549,554,elm man <1> man <1> fg exit,USER0
550,555,finger uptime rlogin <1>,USER0
551,556,elm exit,USER0
552,557,rlogin <1> rlogin <1>,USER0
553,558,rlogin -l <2>,USER0
554,559,vi <1> vi <1> exit,USER0
555,560,rlogin <1>,USER0
556,561,xlock finger <1> finger <1> finger <1> finger <1> finger <1> finger <1> finger <1> xhost <1> cls exit `,USER0
557,562,rlogin <1>,USER0
558,563,ruptime who ps -aux ps -ef | more finger <1> finger <1> ps -ef | more mail <1> mailx <1> finger <1> ruptime finger <1> uptime finger rlogin <1> exit,USER0
559,564,elm exit,USER0
560,565,xlock exit,USER0
561,566,finger finger <1> finger <1> finger <1> q quit exit,USER0
562,0,date cd <1> ls cd <1> ls vi <1> setenv <2> ex3.out setenv <2> ex3.out vi <1> ex3.out setenv <2> ex3.out ex3.out ex3.out ex3.out ex3.out ex3 ex3.out,USER1
563,1,cd <1> ls vi <1> ex3 ex3.out setenv <2> vi <1>,USER1
564,2,ls cd <1> ls cd <1> ls cd <1> ls vi <1> exit,USER1
565,3,cd <1> cd <1> ls vi <1> vi <1> vi <1> ls vi <1> MCC -o <2> ls ls ls cp <2> ls cp <2> vi <1> ls cp <2> cp <2> cp <2> vi <1> vi <1> vi <1> setenv <2> ex3.out ls setenv <2> ex3.out limit rlogin <1> exit,USER1
566,4,finger <1> ls cd <1> cd <1> cd <1> vi <1> setenv <2> ls vi <1> vi <1> ls ex3.out vi <1> ex3.out ex3.out ls vi <1> ls setenv <2> ex3.out ls vi <1> ls ex3.out ex3.out vi <1> ex3.out vi <1> vi <1> ex3 ex3.out vi <1> ex3.out vi <1> ex3.out vi <1> ls vi <1> vi <1> ls ex3.out vi <1> vi <1> ex3.out ls vi <1> ls cd <1> ls vi <1> vi <1> ls ll <1> rm <1> vi <1> ls cd <1> ls ll <1> rm <1> ex3.out ls MCC -o <2> vi <1> ls MCC -o <2> MCC -o <2> ex3.out ex3.out vi <1> MCC -o <2> ex3.out vi <1> MCC -o <2> ex3.out ex3.out ex3.out vi <1> ls cd cd <1> ls ll more <1> vi <1> cd exit,USER1
567,7,rlogin <1> rlogin <1> r <1> cd <1> ls cd <1> ls rm <1> cvd <1> cvd <1>,USER1
568,8,setenv <2> xhost <1> rlogin <1> finger <1> r <1> finger <1> finger <1> finger <1> cls finger <1> finger <1> finger <1> fg exit,USER1
569,9,<GENSYM:0>/env -signal <5> setenv <2> <GENSYM:0>/env -signal <5> <GENSYM:0>/env -signal <5>,USER1
570,10,finger <1> rlogin <1>,USER1
571,11,cd <1> cvstatic,USER1
572,12,cd <1> ls cd <1> ls cd <1> ls MCC -o <2> setenv <1> setenv <2> ex3.out cd <1> ls vi <1> vi <1> ls dt1 MCC -o <2> dt1 finger <1> cd <1> cd <1> cd <1> ls cd <1> ls cvd <1>,USER1
573,13,<GENSYM:0>/env -signal <5>,USER1
574,15,<GENSYM:0>/env -signal <5> setenv <2> <GENSYM:0>/env -signal <5> <GENSYM:0>/env -signal <5> <GENSYM:0>/env -signal <5>,USER1
575,16,r <1> exit,USER1
576,17,<GENSYM:0>/env -signal <5>,USER1
577,18,rlogin <1>,USER1
578,19,rlogin <1>,USER1
579,20,cd <1> ls vi <1> ls whereis <1> which <1> whence <1> cd <1> ls <1> ls -l back vi <1> ls vi <1> vi <1> ls vi <1> MCC -o <2> ex1.out vi <1> MCC -o <2> & ls vi <1> MCC -o <2> ex2.out vi <1> ls MCC -o <2> ex2.out more <1> vi <1> MCC -o <2> ex2.out vi <1> MCC -o <2> ex2.out ls more <1> ls mkdir <1> cp <2> vi <1> MCC -o <2> & ls MCC -o <2> cp <2> ex*.data <1> cp <2> cp <2> cp <2> cp <2> cd <1> ls rm <1> cd <1> tar <2> tar <3> ls more <1> ls uuencode <2> ls more <1> uuencode <1> > <1> ls more <1> rm <1> uuencode <1> > <1> ls more <1> rm <1> mail <1> mail -s <2> < <1> mail -s <2> < <1> ftp <1> finger <1> date cls rlogin <1> exit,USER1
580,22,man <1> man <1> man <1> | less man <1> man <1> man <1> man <1>,USER1
581,24,cd <1> cvd <1>,USER1
582,25,<GENSYM:0>/env -signal <5> <GENSYM:0>/env -signal <5>,USER1
583,26,r <1> finger <1>,USER1
584,27,rlogin <1>,USER1
585,28,rlogin <1> cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls ls <1> cd <1> ls cd <1> ls cd <1> cd <1> ls cd <1> cd <1> ls cd <1> ls ls <1> cd <1> ls cd <1> ls cd <1> ls,USER1
586,29,r <1> exit,USER1
587,30,exit,USER1
588,31,vi <1> vi <1> source <1> cd <1> ls cd <1> ls cd <1> ls cd <1> ls emacs <1>,USER1
589,32,ls cd <1> sl ls cd <1> ls emacs <1> whereis <1> cd <1> cd <1> ls cd <1> ls ls <1> cd <1> ls cd <1> ls cd <1> ls ls <1> ls -l <1> path $PATH source <1> cd cd <1> ls vi <1> emacs <1>,USER1
590,33,cd <1> ls ls <1> cd <1> ls cd <1> ls cd <1> ls -R <1> ls -R <1> ls -R ls -R | grep <1> ls -R | grep <1> ls cd <1> ls cd <2> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls more <1> cd <1> ls cd <1> ls cat <1> | less more <1>,USER1
