,vertical_ocean_shear_num
6629,-0.4719
6630,-0.490774
6631,-0.521748
6632,-0.53624
6633,-0.532757
6634,-0.539929
6635,-0.543456
6636,-0.56685
6637,-0.519726
6638,-0.510106
6639,-0.551663
6640,-0.498203
6641,-0.46941
6642,-0.480808
6643,-0.472412
6644,-0.458413
6645,-0.432901
6646,-0.387534
6647,-0.406124
6648,-0.372529
6649,-0.367254
6650,-0.410599
6651,-0.394896
6652,-0.398201
6653,-0.432299
6654,-0.491104
6655,-0.472281
6656,-0.456302
6657,-0.498304
6658,-0.49883
6659,-0.453143
6660,-0.437759
6661,-0.426698
6662,-0.363824
6663,-0.348941
6664,-0.345587
6665,-0.334295
6666,-0.324274
6667,-0.288334
6668,-0.283407
6669,-0.319932
6670,-0.310653
6671,-0.295841
6672,-0.325799
6673,-0.374066
6674,-0.379708
6675,-0.384433
6676,-0.378633
6677,-0.352716
6678,-0.337818
6679,-0.347274
6680,-0.306613
6681,-0.255413
6682,-0.215335
6683,-0.190905
6684,-0.154816
6685,-0.152849
6686,-0.122042
6687,-0.103812
6688,-0.126472
6689,-0.118541
6690,-0.100524
6691,-0.0723495
6692,-0.0627394
6693,-0.0494575
6694,-0.0442778
6695,-0.0186097
6696,-0.0350125
6697,-0.0298255
6698,0.0433301
6699,0.0650982
6700,0.0956547
6701,0.0972676
6702,0.175041
6703,0.150658
6704,0.173563
6705,0.179018
6706,0.166024
6707,0.186067
6708,0.183439
6709,0.194002
6710,0.206827
6711,0.228458
6712,0.229447
6713,0.248089
6714,0.273532
6715,0.259839
6716,0.239836
6717,0.256061
6718,0.286316
6719,0.318846
6720,0.335056
6721,0.331179
6722,0.401532
6723,0.392086
6724,0.432347
6725,0.408271
6726,0.413753
6727,0.442843
6728,0.455072
6729,0.468229
6730,0.481534
6731,0.50112
6732,0.49789
6733,0.502898
6734,0.486316
6735,0.518447
6736,0.556885
6737,0.572896
6738,0.570722
6739,0.572789
6740,0.545058
6741,0.522635
6742,0.544928
6743,0.560724
6744,0.534511
6745,0.506716
6746,0.499331
6747,0.503217
6748,0.454834
6749,0.418399
6750,0.426151
6751,0.339227
6752,0.298842
6753,0.296586
6754,0.319679
6755,0.274266
6756,0.280187
6757,0.259863
6758,0.278675
6759,0.300447
6760,0.304135
6761,0.292627
6762,0.297368
6763,0.280492
6764,0.310325
6765,0.319775
6766,0.294882
6767,0.306121
6768,0.311246
6769,0.322802
6770,0.341792
6771,0.373631
6772,0.403037
6773,0.437666
6774,0.449526
6775,0.443321
6776,0.461733
6777,0.478545
6778,0.491667
6779,0.519461
6780,0.517802
6781,0.505691
6782,0.503051
6783,0.4628
6784,0.434006
6785,0.450352
6786,0.462734
6787,0.442989
6788,0.457429
6789,0.433397
6790,0.404187
6791,0.375227
6792,0.3728
6793,0.36385
6794,0.349888
6795,0.342449
6796,0.341634
6797,0.346387
6798,0.300352
6799,0.278143
6800,0.249279
6801,0.261112
6802,0.241678
6803,0.209528
6804,0.213013
6805,0.207592
6806,0.210552
6807,0.213904
6808,0.222875
6809,0.223168
6810,0.201564
6811,0.171181
6812,0.177883
6813,0.154228
6814,0.160099
6815,0.204979
6816,0.2115
6817,0.232719
6818,0.207901
6819,0.203511
6820,0.205174
6821,0.221284
6822,0.171571
6823,0.171766
6824,0.111861
6825,0.115555
6826,0.111636
6827,0.0631996
6828,0.030267
6829,0.0159021
6830,-0.0440362
6831,-0.048069
6832,-0.0607045
6833,-0.074369
6834,-0.0739909
6835,-0.115241
6836,-0.126989
6837,-0.14279
6838,-0.135731
6839,-0.129513
6840,-0.144721
6841,-0.153472
6842,-0.1595
6843,-0.172934
6844,-0.17098
6845,-0.197022
6846,-0.206224
6847,-0.227796
6848,-0.21542
6849,-0.22474
6850,-0.228565
6851,-0.172663
6852,-0.167049
6853,-0.163847
6854,-0.149496
6855,-0.125198
6856,-0.183265
6857,-0.135404
6858,-0.0553164
6859,-0.0484778
6860,-0.0223427
6861,-0.047409
6862,-0.045615
6863,0.00655968
6864,0.0180904
6865,0.0398271
6866,0.0958032
6867,0.0813552
6868,0.0955566
6869,0.108631
6870,0.126111
6871,0.0871285
6872,0.0882577
6873,0.109876
6874,0.139097
