,binaryClass_cat,climbRate_num,Altitude_num,RollRate_num,curRoll_num,diffClb_num,diffDiffClb_num
442,P,-8.5,-50.0,0.0002,-0.001,0.1,0.0
443,N,4.4,-60.0,-0.0009,-0.003,0.2,0.0
444,N,7.9,-50.0,-0.0012,-0.005,0.1,0.0
445,N,9.1,-20.0,-0.0014,-0.009,0.0,0.0
446,P,-6.0,20.0,-0.0027,0.01,-0.1,0.0
447,P,-6.1,10.0,-0.004,0.005,0.1,-0.01
448,N,3.6,0.0,0.0016,-0.01,0.1,0.0
449,P,-4.5,0.0,0.0,0.004,-0.1,0.0
450,P,-5.7,-20.0,-0.0019,-0.001,0.0,0.0
451,N,6.2,-30.0,0.0041,-0.008,0.1,0.0
452,P,0.9,-10.0,0.0016,0.006,-0.3,0.0
453,N,4.1,-10.0,0.0009,-0.002,0.1,0.0
454,N,1.3,60.0,0.0003,-0.013,0.0,0.0
455,N,-4.9,60.0,0.0034,-0.006,-0.2,0.0
456,P,-8.2,50.0,0.0029,-0.001,-0.3,0.0
457,N,7.1,0.0,0.0062,-0.007,0.1,0.0
458,P,-6.0,20.0,-0.0064,0.009,-0.2,0.0
459,P,-5.4,-10.0,-0.0047,-0.013,0.1,0.0
460,N,6.0,-10.0,0.005,-0.012,0.2,0.0
461,N,7.9,30.0,0.0054,0.018,0.0,0.0
462,P,-2.3,50.0,-0.0099,0.006,-0.2,0.0
463,P,-4.3,40.0,-0.0107,-0.018,-0.1,0.0
464,N,-1.7,10.0,0.0088,-0.02,0.0,0.0
465,P,-5.2,-10.0,-0.0007,0.008,-0.1,0.0
466,N,7.1,0.0,0.0024,-0.015,0.1,0.0
467,N,4.8,20.0,0.0039,-0.005,-0.1,0.0
468,P,-3.3,20.0,0.0003,0.007,-0.2,0.0
469,P,-5.4,-10.0,0.0003,0.007,0.0,0.0
470,P,-1.6,-30.0,-0.0022,0.008,-0.1,0.0
471,P,-1.5,-30.0,-0.0034,0.004,0.1,-0.01
472,N,8.5,-10.0,0.0031,0.003,0.2,0.0
473,P,-1.8,50.0,-0.0073,0.006,-0.3,0.0
474,P,-6.4,40.0,-0.0076,-0.012,-0.2,0.0
475,P,-7.8,20.0,-0.0053,-0.028,0.0,0.0
476,N,-1.8,-10.0,0.0067,-0.023,0.1,0.0
477,P,-1.7,-10.0,0.0066,-0.008,0.0,0.0
478,N,4.3,-10.0,-0.0009,-0.015,0.1,0.0
479,P,-5.6,0.0,0.0037,0.004,-0.2,0.0
480,N,-6.8,-20.0,0.0023,0.01,0.0,-0.01
481,P,-5.9,-30.0,0.0002,0.012,0.0,0.0
482,N,7.9,-30.0,0.0003,0.001,0.2,0.0
483,N,9.8,-10.0,0.0014,0.003,0.1,0.01
484,N,9.4,30.0,0.0028,0.011,0.0,0.0
485,P,-10.5,30.0,-0.005,0.011,-0.3,0.0
486,N,1.2,-10.0,-0.0001,-0.01,0.4,0.0
487,P,-1.9,20.0,-0.0065,0.021,-0.1,0.0
488,N,2.8,20.0,-0.0053,-0.006,0.2,0.0
489,N,-5.1,0.0,0.0026,0.011,0.0,0.0
490,P,-5.3,-10.0,-0.0003,0.013,0.0,0.0
491,P,0.5,-10.0,-0.0032,0.008,0.2,0.0
492,N,5.6,-10.0,-0.0028,-0.001,0.2,0.0
493,N,8.0,20.0,-0.0014,-0.007,0.1,0.0
494,P,6.7,30.0,-0.0019,-0.009,-0.2,0.02
495,N,6.7,40.0,0.0006,-0.012,0.1,0.0
496,N,4.8,60.0,0.0044,-0.005,-0.1,0.0
497,P,-7.5,50.0,0.0006,0.008,-0.3,0.0
498,N,3.3,10.0,-0.0009,0.002,0.2,0.0
499,N,5.3,20.0,-0.0008,-0.001,0.0,0.0
500,P,-5.5,20.0,0.0021,-0.009,0.0,0.0
501,P,-3.0,0.0,-0.0023,-0.003,-0.1,0.0
502,N,2.5,-10.0,-0.0027,-0.019,0.2,0.0
503,P,-1.2,20.0,0.005,0.015,-0.1,0.0
504,P,-3.4,10.0,0.0003,0.025,-0.1,0.0
505,N,4.1,0.0,-0.0049,-0.001,0.2,0.01
506,N,7.7,30.0,0.0008,-0.011,0.1,0.0
507,P,-6.9,40.0,-0.0011,0.024,-0.1,0.0
508,P,-6.3,10.0,-0.0051,0.007,0.0,0.0
509,N,3.2,-10.0,0.0015,-0.008,0.2,0.0
510,N,6.8,20.0,0.0055,0.009,0.1,0.0
511,P,-1.6,50.0,-0.008,0.004,-0.1,0.0
512,P,-5.7,0.0,0.0017,0.003,-0.4,0.0
513,P,-8.0,-50.0,-0.0009,0.0,0.3,-0.01
514,N,3.4,-50.0,-0.0008,-0.003,0.4,0.0
515,N,9.2,-50.0,-0.002,-0.005,0.4,0.0
516,N,12.6,-10.0,-0.003,-0.016,0.1,0.0
517,N,11.2,10.0,0.0007,-0.018,-0.2,0.0
518,P,-3.5,40.0,0.0029,0.002,-0.3,0.0
519,P,-7.9,10.0,-0.0056,-0.004,-0.1,0.0
520,N,5.0,0.0,0.0091,-0.015,0.2,0.0
521,P,4.0,10.0,0.0126,0.008,-0.3,0.02
522,P,1.0,10.0,0.0094,0.021,-0.2,-0.01
523,N,1.2,10.0,-0.0016,-0.028,0.1,-0.01
524,N,1.7,10.0,0.0067,-0.023,0.0,0.0
525,P,-0.2,10.0,0.007,-0.003,-0.1,0.0
526,P,-1.2,0.0,-0.0073,0.004,-0.1,0.0
527,N,-1.7,0.0,0.0057,-0.006,0.0,0.0
528,P,-3.7,-10.0,-0.0051,0.001,0.0,-0.01
529,P,-3.1,-20.0,-0.0124,-0.013,0.1,0.0
530,N,5.7,-20.0,0.0037,-0.039,0.2,0.0
531,N,6.7,0.0,0.0142,-0.018,-0.1,0.01
532,P,2.8,10.0,0.0075,0.013,-0.2,0.0
533,P,-5.4,10.0,-0.0095,0.004,-0.2,0.0
534,N,-5.8,-10.0,-0.0073,-0.028,0.1,-0.02
535,P,-5.0,-20.0,0.0047,-0.031,0.0,0.0
536,N,-5.0,-40.0,0.0133,-0.001,-0.1,0.01
537,P,-7.3,-60.0,0.0013,0.026,0.1,0.0
538,P,-3.6,-70.0,-0.0011,0.023,0.2,0.0
539,N,0.4,-70.0,-0.0002,0.022,0.4,0.0
540,N,6.9,-60.0,-0.0079,0.013,0.2,0.0
541,N,5.1,-40.0,-0.0094,-0.018,-0.2,0.01
542,P,-3.3,-40.0,0.0022,-0.031,-0.3,0.0
543,N,-0.2,-50.0,0.0122,-0.002,0.2,-0.01
544,N,2.8,-50.0,0.01,0.019,0.1,0.0
545,N,3.6,-40.0,0.0039,0.031,0.0,0.01
546,N,3.4,-10.0,-0.0039,0.005,0.0,0.0
547,P,-1.4,-10.0,0.0027,0.008,0.0,-0.01
548,P,-2.4,-20.0,-0.0096,0.014,0.0,0.0
549,N,-0.3,-30.0,-0.0128,-0.026,0.1,0.01
550,N,3.2,-20.0,0.0039,-0.04,0.2,-0.01
551,N,4.2,-20.0,0.0132,-0.026,-0.1,0.01
552,N,1.2,-10.0,0.0154,-0.005,-0.4,0.02
553,P,-3.1,-10.0,0.0106,0.013,-0.4,0.0
554,P,-7.1,-30.0,-0.0012,0.023,-0.1,-0.02
555,P,-7.0,-40.0,-0.0044,0.018,0.1,-0.01
556,P,-0.6,-50.0,-0.0072,-0.001,0.2,0.0
557,N,5.8,-50.0,0.0003,-0.01,0.3,0.0
558,N,8.6,-30.0,0.0071,-0.004,0.0,0.01
559,P,-2.6,-20.0,0.0022,0.028,-0.3,0.0
560,P,-5.5,-30.0,-0.0039,0.026,0.0,0.0
561,N,7.6,-20.0,-0.0011,-0.007,0.2,0.0
562,N,9.1,0.0,0.0009,-0.006,0.0,0.0
563,P,-1.1,20.0,-0.0023,-0.009,-0.3,0.0
564,N,-4.0,10.0,0.0054,-0.006,0.0,0.0
565,P,-6.3,0.0,-0.0002,0.002,-0.1,-0.01
566,P,-6.7,-10.0,-0.005,-0.002,0.1,0.0
567,P,-6.1,-20.0,-0.0051,-0.011,0.1,0.0
568,N,2.6,-40.0,0.0103,-0.003,0.3,0.0
569,N,6.7,-20.0,0.0006,0.02,0.1,0.0
570,N,5.6,0.0,-0.0074,0.004,-0.1,0.0
571,P,1.4,10.0,-0.0086,-0.014,-0.2,0.0
572,P,-1.5,10.0,0.0053,-0.021,-0.1,0.0
573,P,-1.7,10.0,0.0093,-0.011,0.0,0.0
574,N,1.6,10.0,0.0064,0.019,0.1,-0.01
575,P,-1.7,10.0,-0.0088,0.014,-0.1,0.0
576,N,3.9,10.0,0.0006,-0.018,0.2,0.0
577,P,4.2,20.0,0.0075,-0.008,-0.2,0.0
578,P,-3.2,20.0,0.0006,0.011,-0.3,0.0
579,N,1.1,10.0,0.0027,0.001,0.3,0.0
580,N,-4.3,20.0,-0.0041,0.026,-0.2,0.0
581,N,3.7,0.0,-0.0002,0.003,0.0,0.0
582,N,-0.3,0.0,0.0065,-0.008,0.1,0.0
583,P,-1.8,0.0,-0.0063,-0.002,-0.1,0.0
584,N,6.9,0.0,0.0016,-0.049,0.3,0.0
585,N,10.3,10.0,0.0076,-0.042,0.2,0.0
586,N,1.0,50.0,0.0065,-0.005,-0.2,0.0
587,P,-2.5,40.0,0.0032,0.002,-0.3,0.0
588,P,-10.3,20.0,-0.0113,-0.013,-0.2,0.0
589,P,-10.3,-30.0,0.0008,-0.046,0.1,0.0
590,N,-6.1,-40.0,0.0084,-0.038,0.4,-0.02
591,N,-0.5,-50.0,0.0055,-0.009,0.1,0.0
592,N,5.4,-10.0,-0.0036,-0.006,0.0,0.0
593,N,5.1,0.0,-0.0033,-0.012,-0.1,0.01
594,N,-2.2,0.0,0.0042,-0.007,-0.1,0.0
595,P,-3.3,-10.0,-0.0053,-0.008,0.0,0.0
596,N,-2.6,-20.0,-0.0067,-0.017,0.1,-0.01
597,P,-2.9,-40.0,0.0028,0.024,0.0,0.0
598,N,2.5,-40.0,-0.0104,0.004,0.2,0.0
599,N,3.5,-30.0,-0.0066,-0.019,0.0,0.01
600,P,-1.7,-30.0,0.0069,-0.002,0.0,0.0
601,P,-1.8,-30.0,0.0055,0.012,0.0,0.0
602,N,3.3,-30.0,-0.0105,-0.001,0.1,0.0
603,N,5.6,-20.0,-0.0055,-0.019,0.1,0.0
604,N,6.3,-10.0,0.0024,-0.022,0.0,0.0
605,P,-4.1,0.0,-0.0031,0.023,0.0,0.0
606,N,2.8,-10.0,0.0013,0.014,0.1,0.0
607,P,1.4,10.0,-0.0059,-0.013,0.0,0.0
608,P,-5.8,0.0,0.0059,-0.005,-0.1,-0.01
609,P,-6.6,-10.0,0.0036,0.002,0.0,0.0
610,N,-0.2,-20.0,0.0034,0.014,0.2,0.01
611,P,2.3,-20.0,-0.0078,0.009,0.1,0.0
612,P,0.5,-20.0,-0.0119,-0.015,-0.2,0.02
613,N,-1.8,-20.0,-0.0075,-0.031,-0.1,0.0
614,P,-4.0,-20.0,-0.0015,-0.038,-0.2,0.0
615,P,-4.9,-30.0,0.0077,-0.03,0.0,0.0
616,P,-4.1,-40.0,0.0109,-0.015,0.1,-0.01
617,N,-1.1,-50.0,0.0099,0.018,0.1,0.0
618,N,-1.4,-50.0,0.0021,0.032,-0.1,0.0
619,P,-3.8,-50.0,-0.0073,0.029,-0.3,0.01
620,N,10.4,-40.0,-0.0033,-0.018,0.3,0.0
621,N,10.5,-10.0,0.0114,-0.003,-0.1,0.0
622,P,0.5,10.0,0.0052,0.026,-0.5,0.0
623,N,5.0,0.0,-0.0008,0.037,0.2,0.0
624,N,7.8,20.0,-0.002,0.035,0.1,0.0
625,N,6.8,40.0,-0.0092,0.021,-0.1,0.0
626,P,-3.7,50.0,-0.0063,-0.032,-0.2,0.0
627,P,-5.0,30.0,0.0084,-0.03,0.0,0.0
628,P,-5.8,20.0,0.0075,0.003,-0.2,0.01
629,P,-6.5,10.0,0.0063,0.013,0.0,-0.02
630,P,1.7,-10.0,-0.0141,0.0,0.3,0.0
631,P,-0.9,20.0,0.0075,-0.035,-0.2,0.0
632,N,-1.0,20.0,0.0124,-0.007,0.0,0.0
633,P,-4.4,0.0,-0.007,0.026,-0.1,0.0
634,P,-4.2,-10.0,-0.0076,0.004,-0.1,0.01
635,N,6.6,-10.0,-0.0023,-0.008,0.2,0.0
636,N,6.7,10.0,-0.0007,-0.017,0.0,0.01
637,P,2.6,30.0,0.0071,-0.006,-0.2,0.0
638,P,-1.9,20.0,-0.0065,-0.012,0.0,0.0
639,N,0.3,20.0,0.005,-0.017,0.0,0.0
640,P,0.5,20.0,0.0056,-0.003,0.0,0.0
641,P,-0.5,20.0,-0.0065,-0.012,0.0,0.0
642,P,-3.6,10.0,0.0035,-0.023,-0.1,0.0
643,N,-1.0,0.0,0.0073,-0.005,0.1,0.0
644,P,1.4,10.0,-0.0103,0.004,-0.1,0.0
645,P,-9.0,-10.0,-0.0066,0.014,-0.2,-0.01
646,P,-2.5,30.0,0.0057,-0.016,-0.6,0.0
647,P,-2.7,20.0,0.0072,0.016,0.0,0.0
648,N,-0.4,10.0,-0.0042,0.019,0.2,-0.01
649,N,3.5,10.0,-0.0087,0.002,0.2,0.0
650,N,4.9,40.0,-0.0021,-0.032,0.0,0.0
651,P,-8.3,30.0,-0.0001,-0.033,-0.1,0.0
652,N,2.9,0.0,0.0051,-0.015,0.2,0.0
653,N,3.2,10.0,0.0014,0.009,0.3,-0.01
654,P,-6.8,10.0,-0.0034,0.007,-0.3,0.0
655,P,-9.0,-10.0,-0.0048,-0.007,0.0,0.0
656,P,-6.2,-40.0,-0.0023,-0.021,0.1,0.0
657,N,5.3,-50.0,0.0019,-0.022,0.4,0.0
658,P,-3.4,10.0,0.0002,0.023,-0.2,0.0
659,N,5.2,0.0,0.0024,0.011,0.1,0.0
660,N,2.1,10.0,-0.0021,0.002,0.2,0.0
661,P,-3.9,20.0,0.0002,-0.002,-0.3,0.0
662,P,-8.1,-10.0,0.003,0.006,-0.1,0.0
663,N,-6.3,-30.0,0.0036,0.012,0.3,-0.02
664,N,6.4,-30.0,-0.0006,0.024,0.2,0.0
665,P,-1.9,-10.0,-0.0025,0.016,-0.2,0.0
666,P,-4.2,-20.0,0.0011,0.01,-0.1,0.0
667,N,3.3,-10.0,0.0011,0.01,0.1,0.0
668,P,-2.8,-10.0,-0.0062,-0.01,-0.1,0.0
669,N,6.0,-10.0,-0.0012,-0.026,0.3,0.0
670,N,8.6,20.0,0.0031,-0.023,0.0,0.0
671,P,-7.9,50.0,0.0006,0.025,-0.3,0.0
672,P,-11.0,10.0,-0.0021,0.02,0.0,0.0
673,N,0.2,-50.0,0.0048,0.012,0.1,0.01
674,P,3.3,-20.0,-0.0047,0.023,0.0,0.0
675,N,3.9,-10.0,-0.005,0.006,0.0,0.0
676,N,-3.7,-10.0,0.0043,-0.005,-0.1,0.0
677,P,-4.3,-20.0,0.0043,0.003,0.0,-0.01
678,N,-2.3,-20.0,0.0041,0.01,0.2,-0.02
679,N,2.7,-20.0,-0.0013,0.017,0.1,0.0
680,P,2.7,-10.0,-0.005,0.004,0.0,0.0
681,N,3.5,20.0,0.0002,-0.019,0.0,0.0
682,P,-5.7,10.0,0.0038,-0.006,-0.2,0.0
683,P,-2.8,-20.0,-0.0034,0.009,0.0,0.0
684,N,5.5,-20.0,-0.0038,-0.005,0.4,0.0
685,P,-6.6,0.0,0.0003,-0.011,-0.3,0.0
686,P,-9.0,-20.0,0.0002,-0.011,0.0,0.0
687,N,6.8,-30.0,0.003,-0.004,0.4,0.0
688,N,9.8,-20.0,0.0032,0.0,0.0,0.02
689,N,11.2,0.0,0.0028,0.005,0.1,0.0
690,N,8.6,20.0,0.0007,0.008,-0.2,0.01
691,P,-0.1,30.0,-0.0021,0.007,-0.5,0.0
692,P,-4.1,10.0,-0.003,-0.009,0.0,0.0
693,N,1.0,0.0,0.003,-0.013,0.1,0.0
694,P,-4.7,0.0,0.0051,0.007,-0.2,0.0
695,N,5.5,-10.0,-0.0023,0.002,0.1,0.0
696,P,-4.0,0.0,-0.003,-0.008,-0.3,0.0
697,N,3.5,-10.0,0.0036,-0.012,0.1,0.0
698,P,-3.6,10.0,-0.0005,0.02,-0.1,0.0
699,N,1.9,0.0,-0.002,0.007,0.1,0.0
700,N,4.3,10.0,-0.003,0.013,0.1,0.0
701,N,4.3,20.0,-0.004,0.004,0.0,0.0
702,P,-8.2,10.0,-0.0026,-0.024,-0.2,0.0
703,P,-9.1,-10.0,0.0022,-0.025,0.0,0.01
704,N,5.9,-30.0,0.0084,0.008,0.3,0.0
705,N,6.5,-10.0,0.0072,0.027,-0.1,-0.01
706,N,4.1,10.0,-0.007,0.018,0.3,0.01
707,N,8.3,20.0,-0.0069,0.004,0.2,0.0
708,P,-1.5,40.0,-0.0031,-0.014,-0.4,0.0
709,N,-4.0,0.0,0.0058,0.012,0.0,0.0
710,P,-5.0,-10.0,0.0018,0.022,-0.1,0.0
711,N,2.9,-20.0,-0.0032,0.017,0.3,0.0
712,N,4.5,10.0,0.0,0.008,0.0,0.0
713,P,-3.1,20.0,-0.007,0.003,-0.2,0.0
714,P,-2.8,10.0,-0.0041,-0.01,0.1,-0.01
715,N,2.3,10.0,0.0006,-0.014,0.3,-0.01
716,P,-3.3,20.0,0.0032,0.012,-0.1,0.0
717,P,-1.6,0.0,-0.0053,0.005,0.0,0.0
718,N,2.9,0.0,-0.0012,-0.013,0.1,0.0
719,N,3.4,10.0,0.0025,-0.025,0.0,0.0
720,P,-2.8,0.0,0.0051,-0.022,0.0,0.0
721,N,-1.0,-10.0,0.0062,-0.006,0.1,0.0
722,P,0.7,0.0,-0.0046,0.007,-0.1,0.0
723,N,1.8,0.0,-0.0034,-0.003,0.1,0.0
724,N,-0.2,0.0,0.0042,-0.005,0.1,0.0
725,P,-2.3,10.0,-0.0035,0.007,-0.2,0.0
726,N,0.4,10.0,-0.0023,-0.003,0.2,0.0
727,N,2.4,10.0,-0.0008,-0.006,0.1,0.01
728,P,-5.3,10.0,0.0008,-0.005,-0.2,0.0
729,P,-7.2,0.0,0.0015,-0.003,0.0,-0.02
730,N,1.9,-20.0,0.0038,0.013,0.2,0.0
731,N,5.8,10.0,-0.0017,0.021,0.0,0.0
732,N,5.6,20.0,-0.0028,0.018,-0.1,0.01
733,P,-8.2,10.0,-0.005,-0.007,-0.3,0.0
734,N,3.1,-10.0,0.0013,-0.02,0.3,0.0
735,P,4.7,0.0,0.0022,-0.015,0.0,-0.01
736,N,4.0,10.0,0.0049,-0.005,0.0,0.0
737,P,-6.3,10.0,0.0036,0.02,-0.3,0.0
738,N,1.7,0.0,-0.0002,0.026,0.3,0.0
739,N,5.4,20.0,-0.0054,0.013,0.0,0.0
740,P,-3.3,20.0,-0.0032,-0.026,-0.1,0.0
741,N,-0.7,20.0,0.0022,-0.028,0.4,-0.01
742,P,-3.6,10.0,0.0019,0.011,-0.1,0.0
743,N,5.5,0.0,0.0051,0.015,0.1,0.0
744,P,-1.4,20.0,-0.0011,0.027,-0.2,-0.01
745,P,-2.6,20.0,-0.0056,-0.01,-0.2,0.0
746,N,0.4,10.0,0.0033,-0.019,0.1,0.0
747,P,-6.4,10.0,0.0014,0.006,-0.3,0.0
748,N,3.8,-10.0,-0.0003,0.011,0.3,0.0
749,N,1.5,10.0,-0.0045,0.004,-0.3,0.02
750,P,-5.1,0.0,-0.0024,-0.004,-0.3,0.0
751,N,4.0,-20.0,0.0061,0.01,0.3,0.0
752,P,-5.3,-10.0,0.0038,0.034,-0.4,-0.01
753,P,-9.0,-30.0,0.0001,0.037,0.0,-0.02
754,N,5.1,-40.0,-0.0024,0.023,0.3,0.0
755,N,6.1,-20.0,-0.0012,0.017,0.0,0.0
756,P,-3.5,-10.0,-0.0011,0.012,-0.3,0.0
757,N,3.8,-20.0,0.0015,0.013,0.3,0.0
758,P,-2.4,-10.0,-0.0021,0.013,-0.2,0.0
759,N,4.3,0.0,0.0016,0.002,0.0,0.0
760,P,-2.6,10.0,-0.0028,0.007,-0.1,0.0
761,P,-6.8,0.0,-0.0007,0.0,-0.1,0.0
762,N,1.0,-20.0,0.0041,0.011,0.2,0.0
763,N,5.5,-10.0,0.0015,0.021,0.1,0.0
764,P,-3.5,0.0,-0.006,-0.027,-0.1,0.0
765,P,-3.5,0.0,-0.0044,-0.036,0.1,-0.01
766,N,2.7,0.0,0.0105,-0.001,0.0,0.0
767,P,-2.1,0.0,-0.002,0.02,-0.1,0.0
768,N,-3.8,-10.0,-0.0092,0.004,0.0,0.01
769,P,-4.7,-10.0,-0.0075,-0.008,-0.2,0.0
770,N,1.0,-30.0,0.0063,0.011,0.0,0.0
771,N,3.7,-30.0,-0.0053,0.012,0.1,0.0
772,N,1.9,-20.0,-0.0071,-0.001,-0.2,0.02
773,P,-2.9,-30.0,-0.0037,-0.019,0.0,0.0
774,N,3.5,-10.0,0.0063,-0.016,0.1,0.0
775,P,-4.5,10.0,-0.0014,0.013,-0.4,0.01
776,N,1.5,-10.0,-0.0027,-0.003,0.3,0.0
777,P,-3.1,-10.0,0.0026,-0.002,-0.1,-0.01
778,N,-2.1,-20.0,0.004,0.011,0.0,0.0
779,N,1.1,-20.0,-0.0017,0.017,0.2,0.0
780,N,6.5,-10.0,-0.0024,0.008,0.1,0.0
781,P,-4.3,10.0,-0.002,-0.005,-0.3,0.0
782,N,4.3,0.0,0.0035,0.005,0.1,0.0
783,P,-2.2,10.0,-0.0005,0.015,-0.2,0.0
784,N,1.2,0.0,-0.0068,-0.012,0.1,0.0
785,P,-3.3,0.0,0.0019,-0.032,-0.1,0.0
786,N,-3.3,-10.0,0.0064,-0.023,0.0,0.0
787,P,-2.5,-20.0,0.0065,-0.003,0.0,0.0
788,P,-3.9,0.0,-0.0009,-0.014,-0.2,0.0
789,P,-2.1,-10.0,0.0016,-0.014,0.2,-0.02
790,N,2.4,-10.0,-0.0015,-0.018,0.1,0.0
791,N,3.8,-10.0,-0.0008,-0.002,0.1,0.0
792,N,4.4,10.0,-0.0011,-0.006,0.0,0.0
793,P,-2.3,20.0,-0.002,-0.018,-0.2,0.0
794,N,-1.2,0.0,0.0046,0.011,0.0,0.0
795,P,-3.2,-20.0,-0.0068,0.0,0.0,0.0
796,P,-3.0,-20.0,-0.0055,-0.011,0.0,0.0
797,N,1.5,-30.0,0.001,-0.019,0.2,0.0
798,N,1.6,-20.0,0.0042,-0.013,0.0,0.0
799,N,5.6,-10.0,-0.0015,-0.002,0.1,0.0
800,P,-3.5,0.0,-0.0017,-0.01,-0.2,0.0
801,P,-3.9,-20.0,0.0037,-0.008,0.0,0.0
802,N,-0.1,-30.0,0.0054,0.009,0.1,0.0
803,N,2.7,-20.0,-0.0031,0.016,0.1,0.0
804,P,0.7,-10.0,-0.0071,0.004,-0.1,0.0
805,P,-1.4,-20.0,-0.0059,-0.009,-0.1,0.0
806,N,3.0,-20.0,-0.0004,-0.021,0.2,0.0
807,P,-2.5,-10.0,0.0008,-0.017,-0.2,0.0
808,P,-4.0,-20.0,0.0004,-0.016,0.0,0.0
809,N,4.9,-20.0,0.0007,-0.014,0.4,0.0
810,N,8.3,0.0,0.0008,-0.013,0.0,0.0
811,P,-3.2,20.0,0.0006,-0.009,-0.2,0.0
812,P,2.7,-10.0,-0.0014,-0.011,0.1,0.0
813,N,2.4,0.0,-0.0008,0.005,0.1,0.0
814,P,-3.5,10.0,0.0027,-0.017,-0.1,0.0
815,N,2.8,0.0,0.0031,-0.003,0.2,0.0
816,P,-4.0,0.0,-0.0018,0.01,-0.1,0.0
817,N,2.0,0.0,-0.001,-0.005,0.2,0.0
818,P,-3.2,-20.0,0.0012,0.006,-0.1,0.0
819,P,-2.7,-40.0,-0.0008,0.015,0.0,0.0
820,N,3.0,-40.0,-0.0044,0.006,0.3,0.0
821,N,7.4,-20.0,-0.0031,-0.007,0.1,0.0
822,P,-3.9,0.0,0.0021,-0.012,-0.3,0.0
823,P,-6.1,-20.0,0.0048,0.003,0.0,0.0
824,N,-2.4,-30.0,0.0051,0.013,0.3,-0.01
825,N,3.1,-30.0,0.0009,0.023,0.1,0.0
826,N,-0.9,-30.0,0.004,0.029,0.0,0.0
827,P,-2.2,-40.0,-0.0006,0.034,-0.1,0.0
828,N,4.8,-30.0,-0.0015,0.025,0.1,0.0
829,N,4.6,-10.0,-0.0017,0.003,0.3,0.0
830,N,6.4,10.0,0.0016,0.003,0.0,0.0
831,P,-8.8,0.0,-0.0023,0.012,-0.2,0.0
832,N,3.7,-20.0,0.0026,0.006,0.3,0.0
833,P,-2.7,-10.0,-0.0026,0.027,-0.1,0.0
834,P,-2.6,-10.0,-0.0046,0.021,0.1,-0.01
835,N,2.3,-10.0,-0.0028,-0.008,0.1,0.0
836,P,-4.3,-10.0,0.0009,-0.016,-0.3,0.0
837,P,-11.0,-30.0,0.0063,-0.005,-0.2,0.0
838,P,-8.3,-70.0,0.0011,0.01,0.3,0.0
839,N,1.5,-80.0,-0.0033,0.008,0.5,0.0
840,N,4.9,-30.0,-0.0029,-0.012,-0.2,0.0
841,P,-3.9,-30.0,0.0032,-0.012,-0.2,0.0
842,P,-4.2,-40.0,0.006,-0.003,0.1,-0.02
843,N,0.5,-40.0,0.0081,0.015,0.2,0.0
844,N,2.4,-40.0,0.0068,0.029,0.1,0.01
845,P,1.1,-30.0,-0.0088,0.021,0.0,0.0
846,N,3.8,-20.0,-0.006,-0.013,0.1,0.0
847,N,4.7,-10.0,0.0022,-0.021,0.0,0.0
848,P,-4.0,0.0,0.0055,0.0,-0.3,0.0
849,P,-6.3,-10.0,0.0042,0.007,0.0,-0.01
850,N,1.4,-30.0,-0.0033,0.012,0.2,0.0
851,P,-0.4,-20.0,-0.0047,-0.004,-0.1,0.0
852,N,-1.1,-30.0,0.0061,-0.004,0.0,0.0
853,P,-2.4,-30.0,0.0045,0.013,-0.1,0.0
854,P,-2.8,-40.0,-0.0006,0.017,0.0,0.0
855,N,3.1,-40.0,-0.0065,0.004,0.2,0.0
856,N,7.5,-20.0,-0.0009,-0.016,0.1,0.0
857,N,7.9,10.0,0.005,-0.006,0.0,0.0
858,N,7.1,20.0,0.0047,0.002,-0.1,0.0
859,P,-5.7,30.0,0.0005,0.017,-0.3,0.0
860,N,2.7,0.0,-0.0041,0.006,0.2,-0.01
861,P,-2.6,10.0,-0.002,-0.021,-0.1,0.0
862,P,-3.8,-10.0,-0.0005,0.0,-0.1,0.0
863,N,3.8,-10.0,-0.0014,-0.012,0.1,0.0
864,P,-5.4,10.0,-0.0018,-0.003,-0.4,0.01
865,P,-7.2,-10.0,-0.0017,-0.008,0.1,0.01
866,P,-4.9,-20.0,-0.0012,-0.01,0.3,-0.01
867,N,4.5,-20.0,0.0034,-0.006,0.3,0.0
868,N,2.9,0.0,-0.0033,-0.005,0.1,0.01
869,N,3.6,0.0,-0.0044,-0.01,0.0,0.01
870,P,-4.4,0.0,0.0046,-0.005,-0.2,0.0
871,N,-4.2,-10.0,0.0045,0.01,0.0,0.0
872,N,9.2,0.0,-0.0024,-0.005,0.2,0.0
873,N,10.3,20.0,-0.0007,-0.008,-0.1,0.0
874,N,9.0,30.0,-0.0008,-0.009,-0.1,0.0
875,P,-1.3,50.0,0.0008,-0.012,-0.4,0.0
876,N,-1.2,-70.0,-0.0097,-0.009,0.3,0.0
877,P,3.5,-60.0,-0.0007,-0.026,0.2,0.0
878,P,7.8,-40.0,0.0083,-0.005,0.0,0.0
879,N,8.3,-30.0,0.0068,0.006,0.1,0.0
880,P,-2.5,0.0,0.0006,0.019,-0.3,0.0
881,P,-0.4,-10.0,-0.0029,-0.001,-0.2,0.0
882,N,4.2,0.0,-0.0024,-0.01,0.2,0.0
883,P,-0.8,20.0,0.007,-0.002,-0.2,0.0
884,P,-2.9,10.0,0.0056,0.012,0.0,-0.01
