,binaryClass_cat,year_num,month_num,day_num,RPT_num,VAL_num,ROS_num,KIL_num,SHA_num,BIR_num,DUB_num,CLA_num,MUL_num,CLO_num,BEL_num
230,P,61.0,8.0,19.0,18.08,12.42,12.67,10.58,15.87,11.54,13.21,11.04,12.46,11.79,13.79
231,N,61.0,8.0,20.0,13.75,13.62,14.04,7.0,13.88,10.25,12.58,9.92,10.88,10.79,17.29
232,N,61.0,8.0,21.0,18.16,14.58,14.62,11.67,21.04,15.34,19.0,17.79,17.5,15.46,20.21
233,P,61.0,8.0,22.0,13.33,8.58,9.5,7.67,13.83,9.5,12.08,9.83,10.75,9.96,12.87
234,P,61.0,8.0,23.0,9.62,8.92,10.46,3.96,9.46,6.79,8.17,7.96,7.08,8.0,10.04
235,P,61.0,8.0,24.0,7.67,6.87,9.67,5.46,7.46,4.25,5.66,4.5,3.96,7.46,5.75
236,N,61.0,8.0,25.0,14.33,13.59,17.83,8.21,12.17,9.67,10.92,14.0,9.59,15.21,19.55
237,N,61.0,8.0,26.0,12.38,13.88,14.09,6.71,15.5,10.29,9.79,14.5,10.13,15.5,21.96
238,N,61.0,8.0,27.0,11.25,13.59,13.21,6.08,13.29,10.13,12.12,16.83,9.71,15.96,23.38
239,N,61.0,8.0,28.0,13.37,22.0,12.75,12.42,17.62,13.08,9.08,14.58,13.5,12.92,20.75
240,N,61.0,8.0,29.0,14.46,16.04,12.75,9.17,19.21,12.12,14.12,16.54,12.0,16.13,24.71
241,P,61.0,8.0,30.0,3.63,4.67,4.88,2.37,5.63,3.17,4.58,7.58,4.58,6.96,14.33
242,P,61.0,8.0,31.0,4.83,7.04,2.46,3.25,8.5,4.83,2.92,6.42,4.29,6.54,17.16
243,P,61.0,9.0,1.0,5.58,1.13,4.96,3.04,4.25,2.25,4.63,2.71,3.67,6.0,4.79
244,P,61.0,9.0,2.0,7.25,3.58,2.42,3.5,6.96,3.13,3.83,6.58,3.92,5.96,7.12
245,P,61.0,9.0,3.0,11.63,7.29,7.0,5.75,5.58,5.37,5.88,5.88,5.25,7.96,6.79
246,P,61.0,9.0,4.0,6.79,3.04,4.79,3.17,4.75,2.17,1.25,2.21,2.96,1.75,5.41
247,P,61.0,9.0,5.0,12.67,10.0,6.38,5.83,10.41,5.83,9.38,8.54,9.04,9.96,13.62
248,N,61.0,9.0,6.0,17.62,12.54,11.58,10.17,14.54,9.13,14.09,10.79,12.71,11.71,15.83
249,P,61.0,9.0,7.0,9.21,3.92,7.58,5.83,7.54,5.96,7.87,4.88,7.04,7.41,5.66
250,P,61.0,9.0,8.0,5.75,9.71,3.63,2.75,7.67,2.67,3.17,4.42,2.5,4.21,8.25
251,P,61.0,9.0,9.0,16.75,13.59,14.88,10.5,11.42,9.83,6.92,9.5,9.71,10.96,13.92
252,P,61.0,9.0,10.0,5.0,8.79,8.46,4.17,8.29,4.21,4.83,6.38,4.88,6.96,12.21
253,P,61.0,9.0,11.0,9.87,8.42,7.29,5.46,12.12,7.92,8.63,8.75,8.75,9.67,13.92
254,N,61.0,9.0,12.0,20.75,18.66,16.66,10.75,15.75,10.96,11.08,14.5,10.34,12.92,23.91
255,N,61.0,9.0,13.0,16.71,13.96,15.21,9.67,14.62,10.25,11.75,13.42,9.71,13.0,21.37
256,N,61.0,9.0,14.0,18.0,16.88,15.54,9.71,15.21,11.12,12.75,13.79,12.21,13.54,23.91
257,N,61.0,9.0,15.0,20.71,13.96,20.0,12.46,13.7,11.08,13.0,12.92,11.58,14.83,18.63
258,N,61.0,9.0,16.0,28.75,22.08,26.5,21.09,28.5,20.67,20.79,21.37,21.34,25.21,23.45
259,N,61.0,9.0,17.0,5.33,7.12,8.12,3.96,8.29,5.58,7.87,7.17,5.88,10.71,13.96
260,P,61.0,9.0,18.0,9.75,4.21,9.5,2.71,5.79,4.46,4.17,4.79,4.33,6.21,7.21
261,P,61.0,9.0,19.0,8.5,8.25,12.17,7.17,11.54,7.54,8.17,7.96,7.33,10.71,9.08
262,P,61.0,9.0,20.0,7.08,2.92,5.33,2.62,3.88,1.63,4.79,1.46,2.83,2.83,4.54
263,P,61.0,9.0,21.0,6.92,7.75,7.79,4.12,7.75,4.25,6.46,7.5,4.38,6.63,13.17
264,P,61.0,9.0,22.0,9.0,13.62,6.46,5.41,12.92,7.75,4.12,11.63,6.08,7.67,20.96
265,P,61.0,9.0,23.0,10.25,7.29,8.17,5.83,8.12,6.46,6.08,7.33,6.08,7.5,10.46
266,P,61.0,9.0,24.0,8.0,6.04,8.04,3.96,7.5,3.21,5.91,5.41,4.21,6.04,11.71
267,N,61.0,9.0,25.0,10.34,12.92,8.87,5.79,11.58,8.0,8.92,12.5,8.04,13.0,20.17
268,N,61.0,9.0,26.0,18.46,13.13,15.87,10.17,13.46,10.37,12.46,11.38,10.04,13.5,17.75
269,P,61.0,9.0,27.0,11.34,6.96,9.38,6.0,11.25,6.34,8.08,6.25,7.0,10.13,14.29
270,P,61.0,9.0,28.0,15.59,8.67,14.71,7.87,11.29,7.75,9.13,6.21,8.71,9.5,7.79
271,N,61.0,9.0,29.0,19.12,13.62,17.16,9.59,14.67,9.13,9.21,12.38,9.25,14.0,20.3
272,N,61.0,9.0,30.0,23.21,21.62,17.58,11.17,20.75,12.0,10.96,15.34,12.08,17.46,21.37
273,P,61.0,10.0,1.0,14.25,12.87,7.87,8.0,13.0,7.75,5.83,9.0,7.08,5.29,11.79
274,N,61.0,10.0,2.0,14.09,8.67,13.54,8.54,9.62,9.42,8.71,9.0,10.58,12.12,7.58
275,P,61.0,10.0,3.0,4.29,4.0,4.96,2.13,3.75,1.79,4.04,2.75,2.42,3.88,4.96
276,P,61.0,10.0,4.0,3.13,4.42,6.13,1.46,3.79,1.04,3.5,1.87,1.42,2.42,4.92
277,P,61.0,10.0,5.0,9.75,3.63,8.71,2.83,5.91,3.04,5.63,3.96,4.0,6.17,4.79
278,P,61.0,10.0,6.0,16.04,16.96,17.83,9.79,9.75,9.71,12.96,9.5,8.67,11.96,9.96
279,P,61.0,10.0,7.0,16.08,11.75,9.71,5.46,11.38,5.41,6.87,6.96,3.25,4.88,11.63
280,N,61.0,10.0,8.0,15.37,11.87,10.29,6.63,13.59,8.46,10.17,9.5,9.21,12.21,17.83
281,P,61.0,10.0,9.0,17.12,12.71,20.96,9.38,10.58,8.25,9.04,9.17,7.46,10.21,8.54
282,N,61.0,10.0,10.0,14.46,13.25,11.46,9.42,13.17,11.04,11.75,12.38,11.12,15.21,20.46
283,N,61.0,10.0,11.0,11.96,10.13,10.13,7.79,13.54,9.13,12.71,8.79,10.0,12.0,18.91
284,P,61.0,10.0,12.0,7.92,8.71,4.67,3.67,9.08,6.54,5.58,6.38,4.0,5.37,12.46
285,P,61.0,10.0,13.0,10.25,10.34,7.92,6.58,11.29,8.67,9.92,5.96,6.46,7.38,12.5
286,P,61.0,10.0,14.0,3.71,6.13,4.38,4.63,7.29,4.92,2.96,4.88,3.13,5.71,13.0
287,N,61.0,10.0,15.0,7.79,6.87,4.21,4.58,9.46,7.21,9.0,7.75,8.42,10.58,15.29
288,N,61.0,10.0,16.0,12.58,12.67,9.92,9.21,15.63,9.42,14.58,12.42,12.58,12.92,19.58
289,N,61.0,10.0,17.0,28.62,19.46,19.67,19.38,22.46,16.42,22.17,20.17,18.0,23.13,24.71
290,N,61.0,10.0,18.0,28.33,18.29,22.63,17.83,18.08,11.96,21.84,17.33,16.17,26.38,24.21
291,N,61.0,10.0,19.0,17.12,12.67,16.5,9.59,10.25,8.29,13.21,10.63,12.0,13.13,13.96
292,N,61.0,10.0,20.0,12.67,3.75,10.37,9.42,7.75,7.21,12.08,6.87,9.83,13.0,11.71
293,P,61.0,10.0,21.0,10.46,7.83,10.71,6.83,9.54,6.83,7.5,6.08,7.38,11.08,10.88
294,N,61.0,10.0,22.0,25.04,18.88,21.0,16.08,22.25,14.92,17.58,14.42,15.87,15.59,17.29
295,N,61.0,10.0,23.0,19.25,15.41,15.59,10.79,17.67,12.17,16.21,13.25,14.12,17.75,22.29
296,N,61.0,10.0,24.0,26.42,21.25,23.09,16.54,24.41,15.46,17.96,18.46,16.42,22.13,27.29
297,N,61.0,10.0,25.0,21.34,17.0,22.88,13.62,18.21,13.21,18.34,12.12,15.37,17.46,17.12
298,P,61.0,10.0,26.0,16.29,11.29,17.41,6.58,12.21,8.92,9.79,10.13,8.54,12.12,13.08
299,P,61.0,10.0,27.0,18.41,12.08,13.0,7.41,12.0,7.79,7.79,8.83,8.54,8.71,12.0
300,P,61.0,10.0,28.0,6.5,3.29,4.79,2.21,4.58,2.62,9.75,3.71,5.79,6.67,8.5
301,P,61.0,10.0,29.0,4.33,2.75,5.5,1.71,4.46,2.33,9.42,2.62,4.25,5.83,8.87
302,N,61.0,10.0,30.0,9.42,8.71,10.5,6.38,11.63,8.71,14.88,10.58,11.08,11.92,17.25
303,P,61.0,10.0,31.0,13.62,10.75,13.0,8.33,11.5,9.71,15.25,11.96,11.54,11.92,17.75
304,N,61.0,11.0,1.0,13.21,13.13,14.33,8.54,12.17,10.21,13.08,12.17,10.92,13.54,20.17
305,N,61.0,11.0,2.0,15.79,13.46,10.13,11.79,17.25,12.21,15.83,14.0,15.09,15.79,19.79
306,N,61.0,11.0,3.0,9.75,4.83,10.25,6.63,7.29,6.92,11.21,5.75,7.83,8.92,10.96
307,P,61.0,11.0,4.0,5.88,3.96,6.54,3.79,6.0,4.33,8.5,4.21,5.71,7.67,10.29
308,N,61.0,11.0,5.0,13.33,12.29,11.04,7.33,10.04,8.58,10.79,11.12,9.04,13.29,18.05
309,P,61.0,11.0,6.0,7.96,5.83,4.83,3.04,7.92,4.71,8.21,6.63,6.08,8.12,12.58
310,P,61.0,11.0,7.0,11.83,9.04,12.58,5.13,10.0,6.42,9.29,6.58,7.38,10.88,11.12
311,P,61.0,11.0,8.0,5.46,5.5,5.29,2.71,7.33,4.33,6.58,2.71,5.33,5.5,7.67
312,P,61.0,11.0,9.0,7.71,6.21,3.83,1.87,6.21,3.33,8.21,1.42,3.37,3.71,6.34
313,P,61.0,11.0,10.0,9.13,6.63,6.92,2.5,3.37,2.04,7.71,2.0,1.33,2.62,6.13
314,P,61.0,11.0,11.0,16.08,10.75,20.41,8.79,8.42,5.17,12.12,5.0,5.71,5.96,9.62
315,P,61.0,11.0,12.0,14.83,9.87,18.05,8.58,8.12,3.54,13.04,5.46,7.12,8.12,11.0
316,P,61.0,11.0,13.0,15.0,13.0,32.71,13.33,9.59,10.13,21.87,10.04,10.37,14.04,9.25
317,P,61.0,11.0,14.0,10.67,10.67,26.63,9.71,8.08,8.42,15.71,4.92,7.5,9.13,5.5
318,P,61.0,11.0,15.0,8.58,5.5,15.71,5.17,8.17,3.29,6.0,2.83,4.38,4.21,3.83
319,P,61.0,11.0,16.0,7.5,4.21,9.0,2.42,5.04,1.83,2.29,1.04,0.75,2.0,0.71
320,P,61.0,11.0,17.0,8.71,5.33,6.46,1.5,5.66,1.25,3.13,0.63,0.92,1.25,2.71
321,P,61.0,11.0,18.0,13.67,9.33,14.29,5.41,10.25,7.62,9.29,7.75,4.71,5.71,9.59
322,P,61.0,11.0,19.0,11.46,7.62,14.12,4.25,10.13,5.91,9.33,5.17,2.88,5.88,9.54
323,P,61.0,11.0,20.0,10.83,3.29,14.46,4.5,7.96,4.71,13.04,7.67,6.5,7.87,7.71
324,P,61.0,11.0,21.0,14.29,4.96,10.46,4.21,6.0,4.54,7.0,4.96,4.88,8.33,6.5
325,P,61.0,11.0,22.0,6.46,4.33,8.96,4.83,7.62,5.5,9.17,3.42,4.67,7.38,7.08
326,N,61.0,11.0,23.0,9.0,9.83,6.34,6.25,10.13,7.41,15.41,9.08,9.33,12.42,20.46
327,N,61.0,11.0,24.0,11.5,11.79,10.96,7.96,12.75,9.83,16.17,10.0,10.04,14.12,17.37
328,N,61.0,11.0,25.0,5.75,7.12,5.04,5.0,9.04,6.25,11.83,6.38,6.79,10.04,12.71
329,P,61.0,11.0,26.0,6.25,10.04,4.42,2.04,8.83,6.29,6.34,6.96,3.71,6.92,10.58
330,P,61.0,11.0,27.0,7.92,4.67,10.58,4.71,4.17,2.29,5.83,1.92,2.25,3.63,5.5
331,N,61.0,11.0,28.0,8.92,10.21,8.25,5.21,10.96,8.63,12.79,9.46,8.83,11.17,18.96
332,N,61.0,11.0,29.0,15.67,15.67,13.0,9.71,15.29,10.79,15.29,11.5,11.25,13.0,19.04
333,P,61.0,11.0,30.0,23.75,18.71,19.92,14.46,19.92,11.04,16.5,8.63,12.58,10.29,12.54
334,P,61.0,12.0,1.0,9.67,7.75,8.0,3.96,6.0,2.75,7.25,2.5,5.58,5.58,7.79
335,N,61.0,12.0,2.0,8.58,5.96,8.83,4.17,8.33,5.79,12.21,3.46,5.66,7.71,8.17
336,P,61.0,12.0,3.0,13.75,10.13,11.79,3.29,7.83,6.79,7.67,6.25,5.46,4.0,8.25
337,N,61.0,12.0,4.0,22.83,17.0,19.79,10.37,13.54,12.75,13.79,15.29,9.83,14.5,21.79
338,N,61.0,12.0,5.0,17.67,14.09,14.92,12.92,13.33,11.83,17.83,11.92,15.12,15.41,19.21
339,P,61.0,12.0,6.0,11.92,9.21,10.92,6.5,7.79,5.5,12.62,3.13,8.29,7.87,10.71
340,P,61.0,12.0,7.0,17.96,15.83,12.17,4.5,13.59,8.04,8.87,8.04,5.09,5.75,12.21
341,N,61.0,12.0,8.0,16.62,12.08,20.54,9.21,12.96,14.54,19.83,10.0,11.92,15.5,16.33
342,P,61.0,12.0,9.0,10.83,10.96,9.71,3.83,9.21,7.12,10.04,6.96,7.08,9.67,11.08
343,P,61.0,12.0,10.0,23.71,21.37,20.17,13.04,18.08,13.17,18.84,15.46,12.46,15.46,20.5
344,N,61.0,12.0,11.0,21.34,16.38,19.0,13.62,20.0,14.83,25.62,14.5,17.25,17.41,22.83
345,N,61.0,12.0,12.0,15.46,14.88,14.67,6.63,15.46,12.96,16.83,13.46,12.38,13.54,18.34
346,N,61.0,12.0,13.0,16.25,11.96,16.04,9.83,14.62,11.34,16.66,11.46,11.79,13.59,16.79
347,P,61.0,12.0,14.0,11.34,17.62,9.71,6.92,14.92,10.63,9.38,9.08,7.75,7.04,14.33
348,N,61.0,12.0,15.0,18.05,15.71,16.66,12.92,16.75,16.42,10.71,12.5,13.59,13.62,20.62
349,P,61.0,12.0,16.0,9.29,8.63,9.04,6.5,9.5,7.04,6.92,5.46,7.12,7.54,7.38
350,P,61.0,12.0,17.0,13.17,9.13,10.92,4.46,8.83,8.67,9.54,6.54,4.71,4.67,5.5
351,P,61.0,12.0,18.0,12.17,11.63,8.08,1.79,8.71,6.63,4.79,3.88,3.79,3.88,5.83
352,P,61.0,12.0,19.0,12.38,10.88,8.96,0.58,7.33,2.83,3.54,5.04,1.71,5.75,6.67
353,P,61.0,12.0,20.0,11.46,9.79,8.63,2.54,7.5,3.37,3.63,3.46,1.25,5.41,5.29
354,P,61.0,12.0,21.0,13.13,10.0,8.83,3.21,9.96,3.96,4.33,3.71,2.75,2.46,6.5
355,P,61.0,12.0,22.0,16.21,11.87,15.0,7.62,14.12,9.75,13.59,10.04,8.25,9.17,12.83
356,N,61.0,12.0,23.0,24.41,16.13,22.13,15.59,20.38,13.59,18.12,14.33,12.54,15.34,17.67
357,P,61.0,12.0,24.0,20.54,13.5,18.25,9.17,15.5,9.46,8.5,8.63,8.33,11.87,14.92
358,P,61.0,12.0,25.0,19.58,10.29,18.34,6.5,11.34,8.12,11.92,11.92,10.37,9.54,13.21
359,P,61.0,12.0,26.0,20.54,16.04,20.91,8.33,11.21,7.08,17.12,12.75,9.04,10.83,13.21
360,P,61.0,12.0,27.0,9.25,5.21,9.04,4.08,5.91,1.83,2.92,1.87,1.83,1.96,3.75
361,P,61.0,12.0,28.0,5.04,3.08,2.13,0.42,3.67,2.42,8.96,4.17,3.33,7.41,9.96
362,P,61.0,12.0,29.0,14.33,13.83,23.21,11.25,9.83,7.25,15.0,8.42,8.25,10.79,10.54
363,P,61.0,12.0,30.0,16.83,10.25,29.33,11.79,9.17,7.41,17.29,5.75,9.38,9.59,9.17
364,P,61.0,12.0,31.0,9.87,7.83,7.67,3.75,5.66,3.5,10.04,3.08,5.04,3.79,8.04
365,P,62.0,1.0,1.0,9.29,3.42,11.54,3.5,2.21,1.96,10.41,2.79,3.54,5.17,4.38
366,P,62.0,1.0,2.0,6.08,3.13,5.09,0.87,0.42,0.33,8.46,0.0,0.54,4.54,1.96
367,P,62.0,1.0,3.0,7.75,4.46,6.04,3.17,3.58,0.42,4.58,0.0,3.08,0.92,0.58
368,P,62.0,1.0,4.0,3.17,4.92,4.38,1.04,3.5,1.79,5.5,3.75,1.63,3.17,12.38
369,P,62.0,1.0,5.0,11.67,13.04,11.38,4.79,11.42,8.96,15.29,10.75,9.13,11.87,17.04
370,P,62.0,1.0,6.0,15.04,12.29,12.21,4.71,9.0,6.13,8.46,6.92,5.46,5.91,12.62
371,N,62.0,1.0,7.0,12.62,11.04,11.34,3.54,11.75,8.04,14.29,8.42,8.63,13.75,18.88
372,N,62.0,1.0,8.0,21.09,16.62,20.08,12.92,17.41,11.71,17.71,13.5,12.17,16.38,26.12
373,N,62.0,1.0,9.0,12.29,12.04,10.63,6.5,11.54,8.96,15.29,8.87,10.29,14.5,18.63
374,N,62.0,1.0,10.0,21.62,20.88,16.46,10.04,15.71,10.96,14.29,12.17,9.0,12.33,16.75
375,N,62.0,1.0,11.0,29.71,25.46,20.67,17.75,23.09,17.0,25.96,16.21,17.5,17.62,21.92
376,N,62.0,1.0,12.0,20.91,20.08,16.79,16.62,22.29,14.83,23.54,15.04,19.79,16.83,21.04
377,N,62.0,1.0,13.0,15.71,14.83,9.92,8.87,13.54,9.67,19.7,10.63,13.21,12.96,19.46
378,P,62.0,1.0,14.0,10.34,9.42,8.0,5.0,8.58,6.25,12.42,6.79,7.17,8.25,11.25
379,N,62.0,1.0,15.0,31.13,22.34,26.25,18.25,20.54,17.25,20.38,16.83,16.96,21.67,25.88
380,N,62.0,1.0,16.0,27.79,26.54,19.83,12.54,20.46,16.25,19.75,16.71,14.29,20.08,29.42
381,N,62.0,1.0,17.0,20.54,14.79,19.46,12.83,18.41,13.88,22.79,12.75,15.63,19.38,18.66
382,P,62.0,1.0,18.0,13.33,9.96,10.63,4.12,8.75,8.0,12.46,7.67,7.41,10.0,13.67
383,N,62.0,1.0,19.0,10.46,9.54,8.46,5.0,10.83,9.42,16.08,10.04,10.54,13.0,19.0
384,P,62.0,1.0,20.0,11.46,10.17,9.75,3.0,9.46,6.75,10.29,8.04,6.67,12.04,13.92
385,N,62.0,1.0,21.0,19.29,18.79,17.41,11.63,15.67,12.12,17.29,15.34,14.09,17.92,26.0
386,N,62.0,1.0,22.0,20.54,21.42,14.33,14.29,22.25,12.92,23.25,16.92,16.88,15.67,26.67
387,P,62.0,1.0,23.0,14.58,15.75,12.5,5.04,10.83,8.38,12.71,6.87,6.96,8.63,12.54
388,P,62.0,1.0,24.0,24.13,19.55,18.66,12.62,16.17,12.96,17.25,15.29,12.96,13.75,19.75
389,P,62.0,1.0,25.0,12.92,13.29,12.96,7.75,13.04,10.92,18.29,9.59,13.04,11.54,16.38
390,P,62.0,1.0,26.0,5.96,4.08,4.92,2.13,4.54,3.08,7.41,1.92,4.04,4.08,4.29
391,P,62.0,1.0,27.0,4.46,7.96,8.12,1.83,5.46,2.71,5.17,3.83,5.33,4.25,5.13
392,P,62.0,1.0,28.0,0.67,4.5,2.96,0.87,1.38,1.21,3.63,1.54,1.71,1.42,8.67
393,P,62.0,1.0,29.0,7.67,7.58,7.96,5.13,5.88,5.83,2.17,6.17,6.38,5.71,16.96
394,N,62.0,1.0,30.0,14.12,12.83,12.87,5.25,10.96,9.38,13.33,15.25,9.87,15.54,24.37
395,N,62.0,1.0,31.0,21.96,17.25,18.75,12.08,16.5,12.25,22.42,17.0,15.87,17.58,23.13
396,N,62.0,2.0,1.0,19.12,13.96,12.21,10.58,15.71,10.63,15.71,11.08,13.17,12.62,17.67
397,P,62.0,2.0,2.0,7.67,10.29,8.83,5.09,10.0,7.17,13.17,6.29,8.58,8.46,11.71
398,N,62.0,2.0,3.0,14.92,11.54,11.67,6.71,13.5,10.04,15.96,11.46,12.42,12.12,18.58
399,N,62.0,2.0,4.0,20.3,16.96,17.83,11.08,19.46,13.25,18.88,11.29,15.34,13.83,17.08
400,N,62.0,2.0,5.0,13.83,12.75,12.71,7.62,12.12,10.13,15.75,11.83,12.17,12.38,19.29
401,N,62.0,2.0,6.0,21.84,18.29,20.25,12.12,18.79,12.29,18.75,18.41,14.21,17.75,28.12
402,N,62.0,2.0,7.0,30.13,25.17,21.17,16.62,22.58,16.29,25.0,20.0,20.71,20.67,27.04
403,P,62.0,2.0,8.0,10.92,7.25,11.42,5.79,7.75,5.58,8.21,5.58,6.83,7.54,10.13
404,P,62.0,2.0,9.0,9.21,7.38,7.96,4.04,10.5,6.46,12.08,7.71,8.17,8.54,14.29
405,N,62.0,2.0,10.0,14.42,11.21,10.08,7.12,13.08,8.21,14.96,10.17,11.54,12.38,16.62
406,N,62.0,2.0,11.0,18.38,14.42,15.59,12.79,21.0,14.67,24.41,17.33,19.04,18.38,28.04
407,N,62.0,2.0,12.0,29.17,22.63,21.34,22.88,30.0,20.58,29.54,21.92,25.29,22.37,25.84
408,N,62.0,2.0,13.0,26.3,23.38,17.29,12.62,17.21,10.08,15.79,11.87,10.29,12.92,19.5
409,P,62.0,2.0,14.0,12.96,7.5,12.96,6.96,8.5,5.54,11.71,3.33,7.46,7.62,10.25
410,N,62.0,2.0,15.0,13.21,10.67,12.08,10.37,18.0,13.67,23.45,17.83,16.5,16.42,21.92
411,N,62.0,2.0,16.0,26.04,16.83,15.46,18.16,23.42,19.29,28.84,20.75,24.79,25.0,25.33
412,P,62.0,2.0,17.0,12.87,4.75,9.0,5.13,10.04,6.42,14.12,8.21,8.96,8.67,10.41
413,P,62.0,2.0,18.0,5.79,5.83,6.46,3.5,6.63,5.63,8.29,5.63,5.79,7.96,13.08
414,P,62.0,2.0,19.0,10.54,9.5,8.79,3.21,7.96,4.17,7.92,5.58,4.83,6.17,14.17
415,P,62.0,2.0,20.0,5.66,6.67,4.29,1.46,7.21,3.29,1.46,2.04,1.63,2.08,6.25
416,P,62.0,2.0,21.0,7.41,5.91,9.96,3.5,3.08,4.0,7.04,3.71,5.29,6.17,7.46
417,P,62.0,2.0,22.0,15.75,6.58,17.5,6.29,9.62,7.96,15.29,8.25,10.92,9.21,10.13
418,P,62.0,2.0,23.0,17.5,7.62,19.58,6.96,12.12,8.67,20.21,10.25,13.83,9.54,15.29
419,P,62.0,2.0,24.0,13.92,8.58,21.37,8.79,11.75,9.29,18.12,10.13,11.0,9.33,11.46
420,N,62.0,2.0,25.0,16.0,13.37,25.92,12.33,15.34,11.42,22.63,13.13,12.46,12.42,15.75
421,N,62.0,2.0,26.0,17.88,15.5,27.16,12.38,14.88,10.58,25.62,16.13,13.96,15.37,19.79
422,N,62.0,2.0,27.0,18.91,13.33,26.92,13.0,15.63,11.0,26.87,17.04,14.33,14.29,21.59
423,N,62.0,2.0,28.0,13.0,9.29,19.21,6.5,11.12,6.04,13.88,9.04,7.08,9.33,10.96
424,P,62.0,3.0,1.0,8.21,4.83,9.0,4.83,6.0,2.21,7.96,1.87,4.08,3.92,4.08
425,P,62.0,3.0,2.0,8.08,7.29,6.54,3.08,8.71,4.63,9.59,6.17,4.29,5.63,11.42
426,P,62.0,3.0,3.0,11.5,6.0,12.5,4.63,7.67,4.21,6.71,8.12,6.13,5.91,7.58
427,P,62.0,3.0,4.0,10.29,5.33,13.5,6.13,6.46,2.71,5.33,3.79,4.46,4.04,2.71
428,P,62.0,3.0,5.0,6.63,3.96,5.88,2.04,3.29,3.08,5.79,1.63,1.67,2.79,2.67
429,P,62.0,3.0,6.0,15.09,14.37,7.92,5.04,12.62,6.92,8.0,8.42,3.92,5.13,10.75
430,N,62.0,3.0,7.0,35.8,31.63,30.37,20.79,32.42,24.25,29.58,23.29,19.08,20.75,21.37
431,P,62.0,3.0,8.0,13.29,11.67,21.29,9.38,14.75,13.08,18.0,12.75,8.75,10.92,13.46
432,P,62.0,3.0,9.0,8.54,7.17,11.08,3.83,7.96,4.96,9.0,6.58,4.08,4.42,5.83
433,P,62.0,3.0,10.0,15.5,7.17,5.33,4.38,11.0,2.17,3.83,2.04,3.04,6.13,2.21
434,P,62.0,3.0,11.0,5.46,2.88,6.54,3.58,6.0,5.71,10.92,9.67,9.83,7.75,7.87
435,P,62.0,3.0,12.0,6.54,4.42,14.62,4.75,8.0,5.29,7.71,6.58,6.38,6.17,8.67
436,P,62.0,3.0,13.0,6.71,4.21,7.41,5.04,6.0,2.88,6.83,5.46,4.67,5.29,4.29
437,P,62.0,3.0,14.0,5.5,9.92,3.88,2.08,8.71,2.17,4.0,3.5,1.71,2.04,6.67
438,N,62.0,3.0,15.0,15.79,10.83,21.37,10.13,15.75,14.67,16.54,12.87,12.38,15.34,17.92
439,N,62.0,3.0,16.0,7.0,4.46,18.38,6.38,10.0,7.41,12.58,5.83,8.42,12.46,8.71
440,P,62.0,3.0,17.0,12.71,10.67,11.67,5.75,11.71,8.21,7.71,7.75,6.58,7.67,7.79
441,P,62.0,3.0,18.0,14.71,11.08,11.83,4.5,11.0,5.33,5.79,7.67,6.04,5.96,7.83
442,P,62.0,3.0,19.0,10.92,7.87,13.7,5.41,8.29,5.54,9.04,6.54,5.66,6.04,9.21
443,P,62.0,3.0,20.0,9.21,7.38,14.12,2.29,5.91,1.92,7.67,5.96,5.66,6.34,10.83
444,P,62.0,3.0,21.0,10.13,5.66,16.08,4.92,5.83,3.71,6.71,3.0,3.83,5.63,3.63
445,P,62.0,3.0,22.0,4.33,2.25,5.66,2.88,5.29,2.46,5.96,4.04,3.83,5.75,5.5
446,P,62.0,3.0,23.0,9.42,6.5,16.42,7.04,7.83,5.88,9.42,5.41,6.25,6.0,9.92
447,P,62.0,3.0,24.0,6.83,3.21,8.25,3.71,5.96,1.0,3.5,3.63,1.46,3.13,6.17
448,N,62.0,3.0,25.0,17.67,14.62,14.88,10.58,17.92,13.37,19.41,17.83,16.25,18.46,22.46
449,P,62.0,3.0,26.0,12.92,8.21,8.92,11.12,12.5,9.67,14.88,9.54,13.5,11.79,11.92
450,P,62.0,3.0,27.0,6.92,3.83,5.91,5.88,6.58,4.96,9.92,5.75,6.29,10.54,9.04
451,N,62.0,3.0,28.0,14.83,14.12,16.42,9.0,14.33,12.17,13.54,11.46,9.79,11.0,16.21
452,N,62.0,3.0,29.0,16.66,13.17,14.71,8.71,12.17,8.71,10.83,9.79,8.63,10.17,14.88
453,N,62.0,3.0,30.0,13.92,6.5,9.83,8.87,12.38,8.46,13.75,9.13,10.37,11.08,11.0
454,N,62.0,3.0,31.0,18.21,15.46,11.42,11.75,17.88,10.96,16.42,10.83,12.83,11.38,17.79
455,N,62.0,4.0,1.0,14.33,12.25,11.87,10.37,14.92,11.0,19.79,11.67,14.09,15.46,16.62
456,N,62.0,4.0,2.0,26.75,20.25,24.0,13.59,18.25,12.79,20.83,14.46,14.12,16.25,18.75
457,P,62.0,4.0,3.0,17.71,10.46,7.12,8.25,12.62,7.75,10.67,9.5,8.71,10.34,13.17
458,P,62.0,4.0,4.0,29.04,23.75,15.63,15.71,26.04,16.75,17.83,20.54,16.08,14.62,23.91
459,N,62.0,4.0,5.0,28.33,16.38,18.08,17.88,21.21,15.16,22.42,18.05,20.83,18.34,21.42
460,N,62.0,4.0,6.0,14.37,12.87,12.29,10.29,14.79,9.79,17.08,10.79,13.21,11.92,16.96
